Id,Label,timeset,farmacia,latitude,longitude,Zona,Farm
341,AHUMADA,,PENALOLEN,-33.484198,-70.558365,,AHUMADA
342,BELEN,,PENALOLEN,-33.506258,-70.579184,,BELEN
343,CRUZ VERDE,,PENALOLEN,-33.485825,-70.579606,,CRUZ VERDE
344,CRUZ VERDE,,PENALOLEN,-33.475988,-70.54338,,CRUZ VERDE
345,CRUZ VERDE,,PENALOLEN,-33.4864,-70.557735,,CRUZ VERDE
346,CRUZ VERDE,,PENALOLEN,-33.486668,-70.579823,,CRUZ VERDE
347,CRUZ VERDE,,PENALOLEN,-33.472261,-70.55461,,CRUZ VERDE
348,CRUZ VERDE,,PENALOLEN,-33.483805,-70.547014,,CRUZ VERDE
349,DEL DR. SIMI,,PENALOLEN,-33.4714531,-70.54151389999998,,DEL DR. SIMI
350,DEL DR. SIMI,,PENALOLEN,-33.469629,-70.574566,,DEL DR. SIMI
351,DEL DR. SIMI,,PENALOLEN,-33.502822,-70.561093,,DEL DR. SIMI
352,EL VALLE,,PENALOLEN,-33.476053,-70.573552,,EL VALLE
353,MEDDICA,,PENALOLEN,-33.472427,-70.538437,,MEDDICA
354,GENNETIKA,,PENALOLEN,-33.472340,-70.538712,,GENNETIKA
355,GALLARDO,,PENALOLEN,-33.477724,-70.572401,,GALLARDO
356,LA BOTIKA,,PENALOLEN,-33.507497,-70.568472,,LA BOTIKA
357,SALCOBRAND,,PENALOLEN,-33.487541,-70.558636,,SALCOBRAND
358,SALCOBRAND,,PENALOLEN,-33.489299,-70.549871,,SALCOBRAND
359,SALCOBRAND,,PIRQUE,-33.634483,-70.570314,,SALCOBRAND
360,SALCOBRAND,,PROVIDENCIA,-33.429187,-70.61886,,SALCOBRAND
361,SALCOBRAND,,PROVIDENCIA,-33.417618,-70.608246,,SALCOBRAND
362,SALCOBRAND,,PROVIDENCIA,-33.430206,-70.60277,,SALCOBRAND
363,SALCOBRAND,,PROVIDENCIA,-33.438335,-70.615679,,SALCOBRAND
364,AHUMADA,,PROVIDENCIA,-33.417669,-70.608276,,AHUMADA
365,AHUMADA,,PROVIDENCIA,-33.436607,-70.599068,,AHUMADA
366,AHUMADA,,PROVIDENCIA,-33.431701,-70.583823,,AHUMADA
367,AHUMADA,,PROVIDENCIA,-33.429951,-70.602705,,AHUMADA
368,AHUMADA,,PROVIDENCIA,-33.43953833448415,-70.60791102645874,,AHUMADA
369,AHUMADA,,PROVIDENCIA,-33.422532,-70.611052,,AHUMADA
370,AHUMADA,,PROVIDENCIA,-33.440999,-70.630386,,AHUMADA
371,CARMEN,,PROVIDENCIA,-33.439826,-70.624619,,CARMEN
372,CRUZ VERDE,,PROVIDENCIA,-33.417669,-70.608274,,CRUZ VERDE
373,CRUZ VERDE,,PROVIDENCIA,-33.431983,-70.62928,,CRUZ VERDE
374,CRUZ VERDE,,PROVIDENCIA,-33.433335,-70.617624,,CRUZ VERDE
375,CRUZ VERDE,,PROVIDENCIA,-33.437794,-70.604202,,CRUZ VERDE
376,CRUZ VERDE,,PROVIDENCIA,-33.422469,-70.609555,,CRUZ VERDE
377,CRUZ VERDE,,PROVIDENCIA,-33.445095,-70.619839,,CRUZ VERDE
378,LIDO,,PROVIDENCIA,-33.42803,-70.593875,,LIDO
379,ROESAR,,PROVIDENCIA,-33.432565,-70.635905,,ROESAR
380,SALCOBRAND,,PROVIDENCIA,-33.426402,-70.615652,,SALCOBRAND
381,SALCOBRAND,,PROVIDENCIA,-33.42306,-70.611816,,SALCOBRAND
382,SALCOBRAND,,PROVIDENCIA,-33.437816,-70.603767,,SALCOBRAND
383,FARMA UNO,,PUDAHUEL,-33.432032,-70.752579,,FARMA UNO
384,AHUMADA,,PUDAHUEL,-33.449343,-70.848439,,AHUMADA
385,AHUMADA,,PUDAHUEL,-33.467965,-70.731704,,AHUMADA
386,AHUMADA,,PUDAHUEL,-33.454986,-70.738717,,AHUMADA
387,AHUMADA,,PUDAHUEL,-33.457511,-70.823418,,AHUMADA
388,BELEN,,PUDAHUEL,-33.462165,-70.737344,,BELEN
389,CRUZ VERDE,,PUDAHUEL,-33.396873,-70.791846,,CRUZ VERDE
390,CRUZ VERDE,,PUDAHUEL,-33.453321,-70.763032,,CRUZ VERDE
391,EMIFAR,,PUDAHUEL,-33.436491,-70.750583,,EMIFAR
392,LAISA,,PUDAHUEL,-33.459909,-70.761441,,LAISA
393,FARMA OFERTA,,PUDAHUEL,-33.439105,-70.758029,,FARMA OFERTA
394,CRUZ VERDE,,PUDAHUEL,-33.444607,-70.740637,,CRUZ VERDE
395,SAN PIO,,PUDAHUEL,-33.437548,-70.77114,,SAN PIO
396,TIERRA DEL FUEGO,,PUDAHUEL,-33.43214,-70.750476,,TIERRA DEL FUEGO
397,TORRES,,PUDAHUEL,-33.460071,-70.751806,,TORRES
398,LAS PRINCESAS,,PUDAHUEL,-33.44197,-70.763715,,LAS PRINCESAS
399,SALCOBRAND,,PUENTE ALTO,-33.557954,-70.559352,,SALCOBRAND
400,SALCOBRAND,,PUENTE ALTO,-33.568989,-70.554782,,SALCOBRAND
401,SALCOBRAND,,PUENTE ALTO,-33.569053,-70.554921,,SALCOBRAND
402,SALCOBRAND,,PUENTE ALTO,-33.572973,-70.582806,,SALCOBRAND
403,LA BOTIKA,,PUENTE ALTO,-33.582367,-70.601532,,LA BOTIKA
404,LOS TOROS,,PUENTE ALTO,-33.567925,-70.570904,,LOS TOROS
405,AHUMADA,,PUENTE ALTO,-33.598678,-70.577779,,AHUMADA
406,AHUMADA,,PUENTE ALTO,-33.598678,-70.577779,,AHUMADA
407,AHUMADA,,PUENTE ALTO,-33.612042,-70.575437,,AHUMADA
408,AHUMADA,,PUENTE ALTO,-33.566537,-70.556883,,AHUMADA
409,ANGEL,,PUENTE ALTO,-33.618122,-70.574144,,ANGEL
410,ARES,,PUENTE ALTO,-33.568443,-70.583565,,ARES
411,CARMEN,,PUENTE ALTO,-33.609991,-70.551392,,CARMEN
412,CATALINA,,PUENTE ALTO,-33.576334,-70.566777,,CATALINA
413,CRUZ VERDE,,PUENTE ALTO,-33.571355,-70.555026,,CRUZ VERDE
414,CRUZ VERDE,,PUENTE ALTO,-33.569029,-70.554929,,CRUZ VERDE
415,CRUZ VERDE,,PUENTE ALTO,-33.609906,-70.575866,,CRUZ VERDE
416,CRUZ VERDE,,PUENTE ALTO,-33.572383,-70.583299,,CRUZ VERDE
417,CRUZ VERDE,,PUENTE ALTO,-33.569366,-70.583538,,CRUZ VERDE
418,CRUZ VERDE,,PUENTE ALTO,-33.608347,-70.576046,,CRUZ VERDE
419,CRUZ VERDE,,PUENTE ALTO,-33.559537,-70.551508,,CRUZ VERDE
420,CRUZ VERDE,,PUENTE ALTO,-33.609517,-70.575524,,CRUZ VERDE
421,CRUZ VERDE,,PUENTE ALTO,-33.581626,-70.568794,,CRUZ VERDE
422,CRUZ VERDE,,PUENTE ALTO,-33.611657,-70.577084,,CRUZ VERDE
423,J M,,PUENTE ALTO,-33.608356,-70.528214,,J M
424,DEL DR. SIMI,,PUENTE ALTO,-33.574457,-70.555361,,DEL DR. SIMI
425,FULLFARMA,,PUENTE ALTO,-33.589942,-70.58568,,FULLFARMA
426,SALUD FARMA,,PUENTE ALTO,-33.580998,-70.58118,,SALUD FARMA
427,LOS PALTOS,,PUENTE ALTO,-33.582317,-70.60102080000001,,LOS PALTOS
428,MEDDICA,,PUENTE ALTO,-33.594228,-70.559138,,MEDDICA
429,PATRICIO,,PUENTE ALTO,-33.611894,-70.551872,,PATRICIO
430,PATRICIO,,PUENTE ALTO,-33.625231,-70.609237,,PATRICIO
431,DONDE'L LORITO,,PUENTE ALTO,-33.582199,-70.606087,,DONDE'L LORITO
432,SALCOBRAND,,PUENTE ALTO,-33.609616,-70.575918,,SALCOBRAND
433,SALCOBRAND,,PUENTE ALTO,-33.595224,-70.590104,,SALCOBRAND
434,SALCOBRAND,,QUILICURA,-33.366789,-70.720092,,SALCOBRAND
435,AHUMADA,,QUILICURA,-33.35618,-70.729107,,AHUMADA
436,AHUMADA,,QUILICURA,-33.38230576855998,-70.73004488985748,,AHUMADA
437,BELEN,,QUILICURA,-33.366843,-70.713917,,BELEN
438,BELEN,,QUILICURA,-33.367224,-70.734052,,BELEN
439,CRUZ VERDE,,QUILICURA,-33.365681,-70.728849,,CRUZ VERDE
440,CRUZ VERDE,,QUILICURA,-33.355561,-70.729102,,CRUZ VERDE
441,NUEVA REAL,,QUILICURA,-33.358277,-70.729319,,NUEVA REAL
442,SCANDIC,,QUILICURA,-33.361861,-70.744786,,SCANDIC
443,SALCOBRAND,,QUILICURA,-33.367883,-70.732212,,SALCOBRAND
444,AHUMADA,,QUINTA NORMAL,-33.432722,-70.680556,,AHUMADA
445,CRUZ VERDE,,QUINTA NORMAL,-33.430501,-70.692356,,CRUZ VERDE
446,EMIFAR,,QUINTA NORMAL,-33.416474,-70.711044,,EMIFAR
447,MACARENA,,QUINTA NORMAL,-33.42251,-70.713359,,MACARENA
448,MENDOZA,,QUINTA NORMAL,-33.423105,-70.69258,,MENDOZA
449,MEVIC,,QUINTA NORMAL,-33.428854,-70.715467,,MEVIC
450,MYPHARMA,,QUINTA NORMAL,-33.441632,-70.707257,,MYPHARMA
451,AHUMADA,,RECOLETA,-33.405714,-70.643169,,AHUMADA
452,AHUMADA,,RECOLETA,-33.393881,-70.642527,,AHUMADA
453,B P M,,RECOLETA,-33.391151,-70.641205,,B P M
454,CRUZ DEL NORTE,,RECOLETA,-33.388507,-70.642304,,CRUZ DEL NORTE
455,FARMARKET,,RECOLETA,-33.403864,-70.631957,,FARMARKET
456,CRUZ VERDE,,RECOLETA,-33.402695,-70.643003,,CRUZ VERDE
457,CRUZ VERDE,,RECOLETA,-33.429534,-70.647091,,CRUZ VERDE
458,MARSIL,,RECOLETA,-33.431213,-70.651344,,MARSIL
459,EL SALTO,,RECOLETA,-33.410583,-70.636818,,EL SALTO
460,AHUMADA,,RENCA,-33.405203,-70.704613,,AHUMADA
461,CRUZ VERDE,,RENCA,-33.406582,-70.700875,,CRUZ VERDE
462,CRUZ VERDE,,RENCA,-33.405687,-70.704351,,CRUZ VERDE
463,MEDDICA,,RENCA,-33.400438,-70.744682,,MEDDICA
464,DONDE'L LORITO,,RENCA,-33.409302,-70.746696,,DONDE'L LORITO
465,SALCOBRAND,,RENCA,-33.404343,-70.705514,,SALCOBRAND
466,SALCOBRAND,,SAN BERNARDO,-33.592758,-70.704956,,SALCOBRAND
467,SALCOBRAND,,SAN BERNARDO,-33.593692,-70.705686,,SALCOBRAND
468,SALCOBRAND,,SAN BERNARDO,-33.594272,-70.705896,,SALCOBRAND
469,SALCOBRAND,,SAN BERNARDO,-33.630736,-70.707929,,SALCOBRAND
470,SALCOBRAND,,SAN BERNARDO,-33.630736,-70.707929,,SALCOBRAND
471,AHUMADA,,SAN BERNARDO,-33.592704,-70.70516,,AHUMADA
472,AHUMADA,,SAN BERNARDO,-33.597239,-70.699727,,AHUMADA
473,BELEN,,SAN BERNARDO,-33.587471,-70.678018,,BELEN
474,CRUZ VERDE,,SAN BERNARDO,-33.592720,-70.705239,,CRUZ VERDE
475,CRUZ VERDE,,SAN BERNARDO,-33.590117,-70.704405,,CRUZ VERDE
476,CRUZ VERDE,,SAN BERNARDO,-33.593808,-70.705735,,CRUZ VERDE
477,CRUZ VERDE,,SAN BERNARDO,-33.630736,-70.707929,,CRUZ VERDE
478,CRUZ VERDE,,SAN BERNARDO,-33.5916,-70.704514,,CRUZ VERDE
479,LOS ALMENDROS,,SAN BERNARDO,-33.592994,-70.697068,,LOS ALMENDROS
480,LOS OLIVOS,,SAN BERNARDO,-33.579037,-70.694487,,LOS OLIVOS
481,LA BOTIKA,,SAN JOAQUIN,-33.517887,-70.629028,,LA BOTIKA
482,DAMYFAR,,SAN JOAQUIN,-33.49175,-70.617843,,DAMYFAR
483,DEL DR. SIMI,,SAN JOAQUIN,-33.506374,-70.638138,,DEL DR. SIMI
484,FARMAVIDA,,SAN JOAQUIN,-33.505712,-70.623572,,FARMAVIDA
485,THERAPIA IV,,SAN JOAQUIN,-33.473563,-70.626895,,THERAPIA IV
486,SAN ANDRES,,SAN JOSE DE MAIPO,-33.639899,-70.352269,,SAN ANDRES
487,SALCOBRAND,,SAN MIGUEL,-33.491357,-70.650793,,SALCOBRAND
488,SALCOBRAND,,SAN MIGUEL,-33.506356,-70.655614,,SALCOBRAND
489,AHUMADA,,SAN MIGUEL,-33.512247,-70.657293,,AHUMADA
490,AHUMADA,,SAN MIGUEL,-33.499427,-70.653833,,AHUMADA
491,CARYVON,,SAN MIGUEL,-33.495502,-70.652532,,CARYVON
492,CRUZ VERDE,,SAN MIGUEL,-33.48597,-70.650719,,CRUZ VERDE
493,CRUZ VERDE,,SAN MIGUEL,-33.50653,-70.655888,,CRUZ VERDE
494,CRUZ VERDE,,SAN MIGUEL,-33.504008,-70.655161,,CRUZ VERDE
495,CRUZ VERDE,,SAN MIGUEL,-33.495043,-70.652588,,CRUZ VERDE
496,SAN JOSE,,SAN MIGUEL,-33.491061,-70.657234,,SAN JOSE
497,SALCOBRAND,,SAN MIGUEL,-33.505736,-70.655635,,SALCOBRAND
498,CRUZ VERDE,,SAN RAMON,-33.545141,-70.634109,,CRUZ VERDE
499,MANRIQUEZ,,SAN RAMON,-33.537941,-70.634720,,MANRIQUEZ
500,DEL DR. SIMI,,SAN RAMON,-33.533973,-70.634794,,DEL DR. SIMI
501,SALCOBRAND,,SANTIAGO,-33.43727,-70.651269,,SALCOBRAND
502,SALCOBRAND,,SANTIAGO,-33.438783,-70.654192,,SALCOBRAND
503,SALCOBRAND,,SANTIAGO,-33.439508,-70.649606,,SALCOBRAND
504,SALCOBRAND,,SANTIAGO,-33.437395,-70.635611,,SALCOBRAND
505,SALCOBRAND,,SANTIAGO,-33.44298,-70.647425,,SALCOBRAND
506,SALCOBRAND,,SANTIAGO,-33.441919,-70.650647,,SALCOBRAND
507,SALCOBRAND,,SANTIAGO,-33.438652,-70.651106,,SALCOBRAND
508,SALCOBRAND,,SANTIAGO,-33.43515,-70.651572,,SALCOBRAND
509,SALCOBRAND,,SANTIAGO,-33.43517,-70.651481,,SALCOBRAND
510,SALCOBRAND,,SANTIAGO,-33.450905,-70.646866,,SALCOBRAND
511,SALCOBRAND,,SANTIAGO,-33.444692,-70.657432,,SALCOBRAND
512,SALCOBRAND,,SANTIAGO,-33.453286,-70.661319,,SALCOBRAND
513,AHUMADA,,SANTIAGO,-33.453223,-70.652669,,AHUMADA
514,AHUMADA,,SANTIAGO,-33.436196,-70.651419,,AHUMADA
515,AHUMADA,,SANTIAGO,-33.440397,-70.650848,,AHUMADA
516,CRUZ VERDE,,SANTIAGO,-33.454199,-70.657393,,CRUZ VERDE
517,CRUZ VERDE,,SANTIAGO,-33.440305,-70.668658,,CRUZ VERDE
518,CRUZ VERDE,,SANTIAGO,-33.452283,-70.677926,,CRUZ VERDE
519,CRUZ VERDE,,SANTIAGO,-33.4423637,-70.6406479,,CRUZ VERDE
520,CRUZ VERDE,,SANTIAGO,-33.439627,-70.65095,,CRUZ VERDE
521,CRUZ VERDE,,SANTIAGO,-33.444562,-70.636873,,CRUZ VERDE
522,CRUZ VERDE,,SANTIAGO,-33.448138,-70.635397,,CRUZ VERDE
523,CRUZ VERDE,,SANTIAGO,-33.470108,-70.656666,,CRUZ VERDE
524,CRUZ VERDE,,SANTIAGO,-33.473182,-70.648356,,CRUZ VERDE
525,CRUZ VERDE,,SANTIAGO,-33.439123,-70.658111,,CRUZ VERDE
526,CRUZ VERDE,,SANTIAGO,-33.435005,-70.670935,,CRUZ VERDE
527,CRUZ VERDE,,SANTIAGO,-33.435902,-70.652175,,CRUZ VERDE
528,CRUZ VERDE,,SANTIAGO,-33.451659,-70.664505,,CRUZ VERDE
529,DEL DR. SIMI,,SANTIAGO,-33.436267,-70.652806,,DEL DR. SIMI
530,BELEN,,SANTIAGO,-33.435148,-70.674663,,BELEN
531,DEL DR. SIMI,,SANTIAGO,-33.472753,-70.642096,,DEL DR. SIMI
532,FARMAX,,SANTIAGO,-33.473205,-70.646771,,FARMAX
533,LA BOTICA  SALCOBRAND,,SANTIAGO,-33.439907,-70.653656,,LA BOTICA  SALCOBRAND
534,NOBEL,,SANTIAGO,-33.45845,-70.643207,,NOBEL
535,MAVI,,SANTIAGO,-33.472144,-70.648422,,MAVI
536,REDFARMA,,SANTIAGO,-33.442523,-70.667848,,REDFARMA
537,REDFARMA,,SANTIAGO,-33.433214,-70.669173,,REDFARMA
538,VALDIVIESO,,SANTIAGO,-33.438506,-70.662218,,VALDIVIESO
539,VANIA,,SANTIAGO,-33.436791,-70.645765,,VANIA
540,CRUZ VERDE,,SANTIAGO,-33.441039,-70.664933,,CRUZ VERDE
541,NUEVA BOGOTA,,SANTIAGO,-33.467902,-70.633326,,NUEVA BOGOTA
542,SALCOBRAND,,TALAGANTE,-33.664012,-70.929075,,SALCOBRAND
543,SAN PATRICIO,,MAIPU,-33.543478,-70.780365,,SAN PATRICIO
544,AHUMADA,,TALAGANTE,-33.662449,-70.925036,,AHUMADA
545,CRUZ VERDE,,TALAGANTE,-33.6598978503037,-70.91833522895888,,CRUZ VERDE
546,AHUMADA,,TALAGANTE,-33.656810,-70.912164,,AHUMADA
547,CRUZ VERDE,,TALAGANTE,-33.663947,-70.92897,,CRUZ VERDE
548,MI FARMACIA,,TALAGANTE,-33.663996,-70.92897,,MI FARMACIA
549,FARMA-MARKET,,TALAGANTE,-33.665333,-70.922989,,FARMA-MARKET
550,BELEN,,TIL-TIL,-33.08462,-70.929154,,BELEN
551,SALCOBRAND,,VITACURA,-33.391689,-70.562933,,SALCOBRAND
552,SALCOBRAND,,VITACURA,-33.398658,-70.597748,,SALCOBRAND
553,SALCOBRAND,,VITACURA,-33.406117,-70.598491,,SALCOBRAND
554,SALCOBRAND,,VITACURA,-33.400241,-70.592311,,SALCOBRAND
555,SALCOBRAND,,VITACURA,-33.388536,-70.567643,,SALCOBRAND
556,SALCOBRAND,,VITACURA,-33.385371,-70.555836,,SALCOBRAND
557,AHUMADA,,VITACURA,-33.392332,-70.592531,,AHUMADA
558,AHUMADA,,VITACURA,-33.386375,-70.568129,,AHUMADA
559,AHUMADA,,VITACURA,-33.388543,-70.577656,,AHUMADA
560,AHUMADA,,VITACURA,-33.397601,-70.582612,,AHUMADA
561,AHUMADA,,VITACURA,-33.389958,-70.570359,,AHUMADA
562,CRUZ VERDE,,VITACURA,-33.39235,-70.580762,,CRUZ VERDE
563,CRUZ VERDE,,VITACURA,-33.394506,-70.597154,,CRUZ VERDE
564,CRUZ VERDE,,VITACURA,-33.376663,-70.56727,,CRUZ VERDE
565,CRUZ VERDE,,VITACURA,-33.388865,-70.568275,,CRUZ VERDE
566,CRUZ VERDE,,VITACURA,-33.404437,-70.596735,,CRUZ VERDE
567,CRUZ VERDE,,VITACURA,-33.399489,-70.589736,,CRUZ VERDE
568,CRUZ VERDE,,VITACURA,-33.385089,-70.554664,,CRUZ VERDE
569,CRUZ VERDE,,PENALOLEN,-33.469665,-70.574566,,CRUZ VERDE
570,AHUMADA,,SAN MIGUEL,-33.509017,-70.656577,,AHUMADA
571,CRUZ VERDE,,SANTIAGO,-33.449991,-70.631708,,CRUZ VERDE
572,CRUZ VERDE,,COLINA,-33.286075,-70.675307,,CRUZ VERDE
573,SALCOBRAND,,QUILICURA,-33.367435,-70.730821,,SALCOBRAND
574,AHUMADA,,PUENTE ALTO,-33.568772,-70.554846,,AHUMADA
575,SALCOBRAND,,PAINE,-33.808089,-70.742343,,SALCOBRAND
576,ESTRELLA,,SAN JOAQUIN,-33.479241,-70.621923,,ESTRELLA
577,YORUGUA,,LA FLORIDA,-33.51832,-70.581926,,YORUGUA
578,AHUMADA,,LAS CONDES,-33.388784,-70.545276,,AHUMADA
579,CRUZ VERDE,,PROVIDENCIA,-33.423654,-70.61084,,CRUZ VERDE
580,AHUMADA,,SAN BERNARDO,-33.622261,-70.7005997,,AHUMADA
581,JUMBO,,LAS CONDES,-33.428755,-70.540598,,JUMBO
582,AHUMADA,,SAN JOAQUIN,-33.4835,-70.620789,,AHUMADA
583,SALCOBRAND,,MAIPU,-33.554753,-70.794807,,SALCOBRAND
584,CRUZ VERDE,,RECOLETA,-33.380121,-70.647222,,CRUZ VERDE
585,CRUZ VERDE,,LO BARNECHEA,-33.361037,-70.54416,,CRUZ VERDE
586,NETFARMA,,PUDAHUEL,-33.436402,-70.747107,,NETFARMA
587,SALCOBRAND,,VITACURA,-33.376878,-70.570704,,SALCOBRAND
588,SALCOBRAND,,LA REINA,-33.453375,-70.569373,,SALCOBRAND
589,CRUZ VERDE,,SAN BERNARDO,-33.637132,-70.707496,,CRUZ VERDE
590,AHUMADA,,LA REINA,-33.453393,-70.569373,,AHUMADA
591,CRUZ VERDE,,LA REINA,-33.453321,-70.569395,,CRUZ VERDE
592,AHUMADA,,LAS CONDES,-33.431226,-70.57875,,AHUMADA
593,CRUZ VERDE,,VITACURA,-33.380874,-70.571004,,CRUZ VERDE
594,CRUZ VERDE,,PUENTE ALTO,-33.566394,-70.556867,,CRUZ VERDE
595,AHUMADA,,VITACURA,-33.37686,-70.570189,,AHUMADA
596,SALCOBRAND,,SANTIAGO,-33.442973,-70.647628,,SALCOBRAND
597,LATINOAMERICANA,,RECOLETA,-33.405239,-70.643166,,LATINOAMERICANA
598,CRUZ VERDE,,VITACURA,-33.398342,-70.586475,,CRUZ VERDE
599,SALCOBRAND,,PROVIDENCIA,-33.426481,-70.590895,,SALCOBRAND
600,AHUMADA,,LA PINTANA,-33.585702,-70.628403,,AHUMADA
601,AHUMADA,,LA FLORIDA,-33.522238,-70.556499,,AHUMADA
602,CRUZ VERDE,,NUNOA,-33.450081,-70.602289,,CRUZ VERDE
603,SALCOBRAND,,SAN BERNARDO,-33.589241,-70.706917,,SALCOBRAND
604,AHUMADA,,CERRILLOS,-33.515708,-70.715736,,AHUMADA
605,AHUMADA,,MELIPILLA,-33.684943,-71.213897,,AHUMADA
606,CRUZ VERDE,,LA REINA,-33.439517,-70.535706,,CRUZ VERDE
607,DR SIMI,,SANTIAGO,-33.443188,-70.648252,,DR SIMI
608,FARMAMARKET,,ISLA DE MAIPO,-33.741059,-70.862267,,FARMAMARKET
609,LINCE,,PROVIDENCIA,-33.441576,-70.627416,,LINCE
610,AHUMADA,,SAN BERNARDO,-33.632683,-70.712988,,AHUMADA
611,CRUZ VERDE,,PUENTE ALTO,-33.598196,-70.521768,,CRUZ VERDE
612,CRUZ VERDE,,NUNOA,-33.457976,-70.586044,,CRUZ VERDE
613,SALCOBRAND,,QUILICURA,-33.360087,-70.729864,,SALCOBRAND
614,SALCOBRAND,,PROVIDENCIA,-33.42058,-70.607791,,SALCOBRAND
615,SALCOBRAND,,LO BARNECHEA,-33.355588,-70.538644,,SALCOBRAND
616,AHUMADA,,NUNOA,-33.464859,-70.598253,,AHUMADA
617,LATINOAMERICANA,,NUNOA,-33.455497,-70.605109,,LATINOAMERICANA
618,CRUZ VERDE,,LA REINA,-33.451746,-70.554911,,CRUZ VERDE
619,AHUMADA,,LO BARNECHEA,-33.359899,-70.516457,,AHUMADA
620,SALCOBRAND,,NUNOA,-33.46204,-70.575038,,SALCOBRAND
621,SALCOBRAND,,COLINA,-33.309657,-70.660729,,SALCOBRAND
622,CRUZ VERDE,,CERRILLOS,-33.515816,-70.715478,,CRUZ VERDE
623,AHUMADA,,COLINA,-33.285642,-70.680653,,AHUMADA
624,SALCOBRAND,,MAIPU,-33.503524,-70.757514,,SALCOBRAND
625,LOS ORIENTALES,,NUNOA,-33.454448,-70.580033,,LOS ORIENTALES
626,AHUMADA,,HUECHURABA,-33.3456092869489,-70.67051897242203,,AHUMADA
627,CRUZ VERDE,,ESTACION CENTRAL,-33.4520328,-70.68241220000004,,CRUZ VERDE
628,SALCOBRAND,,NUNOA,-33.4482699530571,-70.5766886423279,,SALCOBRAND
629,CRUZ VERDE,,NUNOA,-33.4540843,-70.60615239999998,,CRUZ VERDE
630,OMLU,,CALERA DE TANGO,-33.62745936475476,-70.76932980132744,,OMLU
631,AHUMADA,,LAS CONDES,-33.409287,-70.567331,,AHUMADA
632,SALCOBRAND,,SAN BERNARDO,-33.615891,-70.684447,,SALCOBRAND
633,PRAT,,SAN BERNARDO,-33.608804,-70.702816,,PRAT
634,AHUMADA,,COLINA,-33.312367,-70.656921,,AHUMADA
635,CRUZ VERDE,,PADRE HURTADO,-33.569344,-70.815406,,CRUZ VERDE
636,MANRIQUEZ,,SAN RAMON,-33.551099,-70.633926,,MANRIQUEZ
637,SALCOBRAND,,SANTIAGO,-33.444484,-70.636964,,SALCOBRAND
638,SALCOBRAND,,NUNOA,-33.436560,-70.577532,,SALCOBRAND
639,CRUZ VERDE,,SANTIAGO,-33.439546,-70.650358,,CRUZ VERDE
640,CRUZ VERDE,,NUNOA,-33.451281,-70.589247,,CRUZ VERDE
641,SOLUFAR,,HUECHURABA,-33.3595941,-70.6826858,,SOLUFAR
642,SALCOBRAND,,LA FLORIDA,-33.519252,-70.600301,,SALCOBRAND
643,CRUZ VERDE,,NUNOA,-33.449721,-70.621659,,CRUZ VERDE
644,CRUZ VERDE,,PUENTE ALTO,-33.567875,-70.554729,,CRUZ VERDE
645,MEDDICA,,SANTIAGO,-33.438544,-70.662868,,MEDDICA
646,MEDDICA,,QUILICURA,-33.366749,-70.7135657,,MEDDICA
647,ESMERALDA,,COLINA,-33.179823772526554,-70.65703527672122,,ESMERALDA
648,CRUZ VERDE,,LO PRADO,-33.45732020000001,-70.71421300000003,,CRUZ VERDE
649,FARMAS,,MAIPU,-33.5052112,-70.78910840000003,,FARMAS
650,CRUZ VERDE,,PROVIDENCIA,-33.4356042,-70.59163760000001,,CRUZ VERDE
651,CRUZ VERDE,,PROVIDENCIA,-33.4221422,-70.60820239999998,,CRUZ VERDE
652,MEDDICA,,SANTIAGO,-33.4438503,-70.65762110000003,,MEDDICA
653,FARMA TOTAL,,SANTIAGO,-33.4432872,-70.63352839999999,,FARMA TOTAL
654,CRUZ VERDE,,PADRE HURTADO,-33.560990,-70.826991,,CRUZ VERDE
655,SEGAL,,EL BOSQUE,-33.5727986,-70.66539,,SEGAL
656,DEL DR SIMI,,LAMPA,-33.284940,-70.876251,,DEL DR SIMI
657,AHUMADA,,INDEPENDENCIA,-33.4185974,-70.6635713,,AHUMADA
658,FARMAHORRO,,LA GRANJA,-33.5580386,-70.6235524,,FARMAHORRO
659,ECONOFARMA,,MAIPU,-33.53295313115599,-70.77456793121337,,ECONOFARMA
660,SALCOBRAND,,SAN MIGUEL,-33.490979,-70.65737609999996,,SALCOBRAND
661,LA BOTICA ITALIA,,PROVIDENCIA,-33.4468525,-70.62719529999998,,LA BOTICA ITALIA
662,AHUMADA,,PENALOLEN,-33.4760865,-70.5431413,,AHUMADA
663,OMEGA,,LA FLORIDA,-33.563826509613335,-70.58495425714722,,OMEGA
664,CRUZ VERDE,,LAS CONDES,-33.4095335,-70.56735229999998,,CRUZ VERDE
665,KNOP,,HUECHURABA,-33.347631,-70.67041919999997,,KNOP
666,JUMBO EL LLANO J513,,SAN MIGUEL,-33.4867883,-70.6508589,,JUMBO EL LLANO J513
667,CRUZ VERDE,,LA FLORIDA,-33.5188712,-70.60087490000001,,CRUZ VERDE
668,SALCOBRAND,,LAS CONDES,-33.4188645,-70.5721916,,SALCOBRAND
669,FARMATOTAL,,PROVIDENCIA,-33.4311642,-70.61627720000001,,FARMATOTAL
670,JUMBO,,PENALOLEN,-33.4880184,-70.55667590000002,,JUMBO
671,CRUZ VERDE,,PROVIDENCIA,-33.4390756,-70.6157943,,CRUZ VERDE
