Source,Target,Type,Id,Label,timeset,Weight
668,LAS CONDES,Directed,1380,,,1
669,PROVIDENCIA,Directed,1381,,,1
670,PENALOLEN,Directed,1382,,,1
671,PROVIDENCIA,Directed,1383,,,1
672,LAS CONDES,Directed,1384,,,1
673,CALERA DE TANGO,Directed,1385,,,1
674,QUILICURA,Directed,1386,,,1
675,MAIPU,Directed,1387,,,1
676,MAIPU,Directed,1388,,,1
677,MAIPU,Directed,1389,,,1
678,COLINA,Directed,1390,,,1
679,LA FLORIDA,Directed,1391,,,1
680,ISLA DE MAIPO,Directed,1392,,,1
681,LO PRADO,Directed,1393,,,1
682,LA FLORIDA,Directed,1394,,,1
683,NUNOA,Directed,1395,,,1
684,SANTIAGO,Directed,1396,,,1
685,BUIN,Directed,1397,,,1
686,RENCA,Directed,1398,,,1
687,PROVIDENCIA,Directed,1399,,,1
688,PENAFLOR,Directed,1400,,,1
689,CERRILLOS,Directed,1401,,,1
690,PADRE HURTADO,Directed,1402,,,1
691,PUDAHUEL,Directed,1403,,,1
692,PUDAHUEL,Directed,1404,,,1
693,SANTIAGO,Directed,1405,,,1
694,COLINA,Directed,1406,,,1
695,INDEPENDENCIA,Directed,1407,,,1
696,LAS CONDES,Directed,1408,,,1
697,HUECHURABA,Directed,1409,,,1
698,MACUL,Directed,1410,,,1
699,TALAGANTE,Directed,1411,,,1
700,LA FLORIDA,Directed,1412,,,1
701,MAIPU,Directed,1413,,,1
702,CERRILLOS,Directed,1414,,,1
703,PADRE HURTADO,Directed,1415,,,1
704,CONCHALI,Directed,1416,,,1
705,QUILICURA,Directed,1417,,,1
706,PUENTE ALTO,Directed,1418,,,1
707,MAIPU,Directed,1419,,,1
708,LA FLORIDA,Directed,1420,,,1
709,ESTACION CENTRAL,Directed,1421,,,1
710,PENAFLOR,Directed,1422,,,1
711,VITACURA,Directed,1423,,,1
712,SANTIAGO,Directed,1424,,,1
713,COLINA,Directed,1425,,,1
