Id,Label,timeset,farmacia,latitude,longitude,NOmbre,comune,weighted indegree,weighted outdegree,weighted degree,indegree,outdegree,degree,Authority,Hub,pageranks,clustering,triangles
206,SALCOBRAND,,LAS CONDES,33.390101,-70.49899,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
207,SALCOBRAND,,LAS CONDES,33.373666,-70.519669,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
208,SALCOBRAND,,LAS CONDES,33.367972,-70.500964,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
209,SALCOBRAND,,LAS CONDES,33.398228,-70.551397,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
210,SALCOBRAND,,LAS CONDES,33.392287,-70.514933,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
211,SALCOBRAND,,LAS CONDES,33.405257,-70.568665,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
212,SALCOBRAND,,LAS CONDES,33.40377,-70.569,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
213,SALCOBRAND,,LAS CONDES,33.4245,-70.592566,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
214,SALCOBRAND,,LAS CONDES,33.41604,-70.539075,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
215,SALCOBRAND,,LAS CONDES,33.409332,-70.54435,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
216,SALCOBRAND,,LAS CONDES,33.38882,-70.545284,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
217,SALCOBRAND,,LAS CONDES,33.408472,-70.551813,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
218,SALCOBRAND,,LAS CONDES,33.394043,-70.545963,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
219,SALCOBRAND,,LO BARNECHEA,33.358348,-70.517145,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
220,AHUMADA,,LO BARNECHEA,33.344178,-70.544609,AHUMADA,,0,1,1,0,1,1,0,0,0.000751,0,0
221,AHUMADA,,LO BARNECHEA,33.353025,-70.520621,AHUMADA,,0,1,1,0,1,1,0,0,0.000751,0,0
222,AHUMADA,,LO BARNECHEA,33.362883,-70.514956,AHUMADA,,0,1,1,0,1,1,0,0,0.000751,0,0
223,CRUZ VERDE,,LO BARNECHEA,33.355517,-70.537916,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000751,0,0
224,CRUZ VERDE,,LO BARNECHEA,33.358008,-70.517016,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000751,0,0
225,VITA,,LO BARNECHEA,33.357631,-70.506598,VITA,,0,1,1,0,1,1,0,0,0.000751,0,0
226,SALCOBRAND,,LO BARNECHEA,33.35221,-70.518806,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
227,SALCOBRAND,,LO BARNECHEA,33.351484,-70.510665,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
228,SALCOBRAND,,LO BARNECHEA,33.355194,-70.532187,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
229,FARMAR,,LO ESPEJO,33.506327,-70.69199,FARMAR,,0,1,1,0,1,1,0,0,0.000912,0,0
230,LA FE,,LO ESPEJO,33.519716,-70.69593,LA FE,,0,1,1,0,1,1,0,0,0.000912,0,0
231,LV,,LO ESPEJO,33.508946,-70.686296,LV,,0,1,1,0,1,1,0,0,0.000912,0,0
232,AHUMADA,,LO PRADO,33.444907,-70.723416,AHUMADA,,0,1,1,0,1,1,0,0,0.000786,0,0
233,CRUZ VERDE,,LO PRADO,33.457708,-70.711831,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
234,CRUZ VERDE,,LO PRADO,33.456902,-70.705629,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
235,LAS ROSAS,,LO PRADO,33.45717,-70.705887,LAS ROSAS,,0,1,1,0,1,1,0,0,0.000786,0,0
236,SALCOBRAND,,LO PRADO,33.457153,-70.706123,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000786,0,0
237,SALCOBRAND,,LO PRADO,33.444083,-70.722624,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000786,0,0
238,SALCOBRAND,,MACUL,33.485628,-70.599306,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000786,0,0
239,AHUMADA,,MACUL,33.474337,-70.598792,AHUMADA,,0,1,1,0,1,1,0,0,0.000786,0,0
240,AHUMADA,,MACUL,33.477933,-70.59904,AHUMADA,,0,1,1,0,1,1,0,0,0.000786,0,0
241,AHUMADA,,MACUL,33.491661,-70.617414,AHUMADA,,0,1,1,0,1,1,0,0,0.000786,0,0
242,CRUZ VERDE,,MACUL,33.480686,-70.599312,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
243,CRUZ VERDE,,MACUL,33.491518,-70.599723,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
244,DEL DR. SIMI,,MACUL,33.485057,-70.599336,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000786,0,0
245,SALCOBRAND,,MAIPU,33.510502,-70.757643,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000725,0,0
246,SALCOBRAND,,MAIPU,33.481847,-70.753649,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000725,0,0
247,SALCOBRAND,,MAIPU,33.481149,-70.754035,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000725,0,0
248,SALCOBRAND,,MAIPU,33.542137,-70.771024,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000725,0,0
249,AHUMADA,,MAIPU,33.560708,-70.780705,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
250,AHUMADA,,MAIPU,33.481847,-70.753649,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
251,AHUMADA,,MAIPU,33.510738,-70.757381,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
252,AHUMADA,,MAIPU,33.50288,-70.757278,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
253,AHUMADA,,MAIPU,33.481442,-70.745228,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
254,AHUMADA,,MAIPU,33.506046,-70.75748,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
255,AHUMADA,,MAIPU,33.531558,-70.775088,AHUMADA,,0,1,1,0,1,1,0,0,0.000725,0,0
256,ALMENDRA,,MAIPU,33.489442,-70.774272,ALMENDRA,,0,1,1,0,1,1,0,0,0.000725,0,0
257,BELEN,,MAIPU,33.507479,-70.784079,BELEN,,0,1,1,0,1,1,0,0,0.000725,0,0
258,BELEN,,MAIPU,33.488435,-70.742558,BELEN,,0,1,1,0,1,1,0,0,0.000725,0,0
259,APOTHEKE,,MAIPU,33.51232,-70.775493,APOTHEKE,,0,1,1,0,1,1,0,0,0.000725,0,0
260,CRUZ VERDE,,MAIPU,33.559993,-70.7844,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
261,CRUZ VERDE,,MAIPU,33.531915,-70.775603,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
262,CRUZ VERDE,,MAIPU,33.481847,-70.753649,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
263,CRUZ VERDE,,MAIPU,33.480565,-70.754106,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
264,CRUZ VERDE,,MAIPU,33.471974,-70.759642,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
265,CRUZ VERDE,,MAIPU,33.513669,-70.826522,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
266,CRUZ VERDE,,MAIPU,33.496314,-70.757549,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
267,CRUZ VERDE,,MAIPU,33.506799,-70.757471,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
268,CRUZ VERDE,,MAIPU,33.554432,-70.795816,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000725,0,0
269,CRUZ VERDE,,LA REINA,33.439844,-70.55566,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
270,DEL PARQUE,,MAIPU,33.558795,-70.789529,DEL PARQUE,,0,1,1,0,1,1,0,0,0.000725,0,0
271,ECONOFARMA,,MAIPU,33.489639,-70.766376,ECONOFARMA,,0,1,1,0,1,1,0,0,0.000725,0,0
272,EXPRESS,,MAIPU,33.528159,-70.767318,EXPRESS,,0,1,1,0,1,1,0,0,0.000725,0,0
273,MEBAL,,MAIPU,33.510064,-70.775509,MEBAL,,0,1,1,0,1,1,0,0,0.000725,0,0
274,MEVIC,,MAIPU,33.52235,-70.796797,MEVIC,,0,1,1,0,1,1,0,0,0.000725,0,0
275,MEVIC,,MAIPU,33.542754,-70.777843,MEVIC,,0,1,1,0,1,1,0,0,0.000725,0,0
276,VIDA SALUD,,MAIPU,33.513329,-70.756999,VIDA SALUD,,0,1,1,0,1,1,0,0,0.000725,0,0
277,SU FARMACIA,,MAIPU,33.501216,-70.741035,SU FARMACIA,,0,1,1,0,1,1,0,0,0.000725,0,0
278,NETFARMA,,MAIPU,33.495531,-70.736547,NETFARMA,,0,1,1,0,1,1,0,0,0.000725,0,0
279,AHUMADA,,MELIPILLA,33.68064,-71.208747,AHUMADA,,0,1,1,0,1,1,0,0,0.000778,0,0
280,CRUZ VERDE,,MELIPILLA,33.686111,-71.214668,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000778,0,0
281,CRUZ VERDE,,MELIPILLA,33.684917,-71.213814,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000778,0,0
282,EKONOFARMA,,MELIPILLA,33.685574,-71.215179,EKONOFARMA,,0,1,1,0,1,1,0,0,0.000778,0,0
283,REDONDO,,MELIPILLA,33.69083,-71.215614,REDONDO,,0,1,1,0,1,1,0,0,0.000778,0,0
284,SERRANO,,MELIPILLA,33.69146,-71.215843,SERRANO,,0,1,1,0,1,1,0,0,0.000778,0,0
285,SALCOBRAND,,MELIPILLA,33.686211,-71.213768,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000778,0,0
286,SALCOBRAND,,MELIPILLA,33.686588,-71.215347,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000778,0,0
287,AHUMADA,,NUNOA,33.450135,-70.621558,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
288,AHUMADA,,NUNOA,33.465888,-70.588277,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
289,SALCOBRAND,,NUNOA,33.446473,-70.611272,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
290,SALCOBRAND,,NUNOA,33.455188,-70.609099,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
291,SALCOBRAND,,NUNOA,33.449477,-70.597856,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
292,SALCOBRAND,,NUNOA,33.455452,-70.586945,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
293,SALCOBRAND,,NUNOA,33.456271,-70.613901,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
294,SALCOBRAND,,NUNOA,33.464984,-70.598226,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
295,AHUMADA,,NUNOA,33.455027,-70.60908,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
296,AHUMADA,,NUNOA,33.455309,-70.627108,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
297,AHUMADA,,NUNOA,33.454507,-70.600608,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
298,AHUMADA,,NUNOA,33.445605,-70.606138,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
299,AHUMADA,,NUNOA,33.448273,-70.580555,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
300,AHUMADA,,NUNOA,33.447789,-70.597547,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
301,CRUZ VERDE,,NUNOA,33.448329,-70.610647,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
302,CRUZ VERDE,,NUNOA,33.448564,-70.580705,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
303,CRUZ VERDE,,NUNOA,33.455765,-70.626106,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
304,CRUZ VERDE,,NUNOA,33.453053,-70.615452,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
305,CRUZ VERDE,,NUNOA,33.454342,-70.602297,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
306,CRUZ VERDE,,NUNOA,33.455219,-70.593017,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
307,CRUZ VERDE,,NUNOA,33.454494,-70.579021,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
308,CRUZ VERDE,,NUNOA,33.465302,-70.598239,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
309,CRUZ VERDE,,NUNOA,33.45816,-70.598017,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
310,CRUZ VERDE,,NUNOA,33.442758,-70.572611,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
311,CRUZ VERDE,,NUNOA,33.445565,-70.606112,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
312,CRUZ VERDE,,NUNOA,33.455649,-70.605221,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
313,CRUZ VERDE,,NUNOA,33.434033,-70.582342,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
314,INSTITUCIONAL,,NUNOA,33.453256,-70.591758,INSTITUCIONAL,,0,1,1,0,1,1,0,0,0.000724,0,0
315,REDOXX,,NUNOA,33.462935,-70.620185,REDOXX,,0,1,1,0,1,1,0,0,0.000724,0,0
316,SALCOBRAND,,NUNOA,33.454772,-70.627526,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
317,SANTA  GEMITA,,NUNOA,33.454762,-70.599854,SANTA  GEMITA,,0,1,1,0,1,1,0,0,0.000724,0,0
318,SALCOBRAND,,NUNOA,33.448165,-70.600672,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
319,SAN JUAN,,PADRE HURTADO,33.569701,-70.815772,SAN JUAN,,0,1,1,0,1,1,0,0,0.000811,0,0
320,FARMAMARKET,,PADRE HURTADO,33.568003,-70.808887,FARMAMARKET,,0,1,1,0,1,1,0,0,0.000811,0,0
321,CRUZ VERDE,,PAINE,33.813498,-70.743019,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000912,0,0
322,PLAZA PAINE,,PAINE,33.809498,-70.738717,PLAZA PAINE,,0,1,1,0,1,1,0,0,0.000912,0,0
323,CRUZ VERDE,,PEDRO AGUIRRE CERDA,33.478816,-70.663113,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000861,0,0
324,CRUZ VERDE,,PEDRO AGUIRRE CERDA,33.502505,-70.667851,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000861,0,0
325,IDAHUE,,PEDRO AGUIRRE CERDA,33.478489,-70.672005,IDAHUE,,0,1,1,0,1,1,0,0,0.000861,0,0
326,LA BOTIKA,,PEDRO AGUIRRE CERDA,33.502397,-70.690115,LA BOTIKA,,0,1,1,0,1,1,0,0,0.000861,0,0
327,FARMAMARKET,,PENAFLOR,33.610554,-70.873439,FARMAMARKET,,0,1,1,0,1,1,0,0,0.000771,0,0
328,AHUMADA,,PENAFLOR,33.607203,-70.899843,AHUMADA,,0,1,1,0,1,1,0,0,0.000771,0,0
329,CRUZ VERDE,,PENAFLOR,33.606915,-70.854744,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000771,0,0
330,CRUZ VERDE,,PENAFLOR,33.61071,-70.880887,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000771,0,0
331,CRUZ VERDE,,PENAFLOR,33.60872,-70.900199,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000771,0,0
332,CRUZ VERDE,,PENAFLOR,33.607217,-70.899797,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000771,0,0
333,MALLOCO,,PENAFLOR,33.604735,-70.852638,MALLOCO,,0,1,1,0,1,1,0,0,0.000771,0,0
334,SAN JUAN,,PENAFLOR,33.609133,-70.900701,SAN JUAN,,0,1,1,0,1,1,0,0,0.000771,0,0
335,SALCOBRAND,,PENALOLEN,33.479232,-70.545225,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000733,0,0
336,SALCOBRAND,,PENALOLEN,33.468936,-70.575921,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000733,0,0
337,SALCOBRAND,,PENALOLEN,33.486668,-70.579823,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000733,0,0
338,AHUMADA,,PENALOLEN,33.484731,-70.579397,AHUMADA,,0,1,1,0,1,1,0,0,0.000733,0,0
339,AHUMADA,,PENALOLEN,33.487957,-70.54916,AHUMADA,,0,1,1,0,1,1,0,0,0.000733,0,0
340,AHUMADA,,PENALOLEN,33.486444,-70.557757,AHUMADA,,0,1,1,0,1,1,0,0,0.000733,0,0
341,AHUMADA,,PENALOLEN,33.484198,-70.558365,AHUMADA,,0,1,1,0,1,1,0,0,0.000733,0,0
342,BELEN,,PENALOLEN,33.506258,-70.579184,BELEN,,0,1,1,0,1,1,0,0,0.000733,0,0
343,CRUZ VERDE,,PENALOLEN,33.485825,-70.579606,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
344,CRUZ VERDE,,PENALOLEN,33.475988,-70.54338,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
345,CRUZ VERDE,,PENALOLEN,33.4864,-70.557735,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
346,CRUZ VERDE,,PENALOLEN,33.486668,-70.579823,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
347,CRUZ VERDE,,PENALOLEN,33.472261,-70.55461,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
348,CRUZ VERDE,,PENALOLEN,33.483805,-70.547014,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
349,DEL DR. SIMI,,PENALOLEN,33.471453,-70.541514,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000733,0,0
350,DEL DR. SIMI,,PENALOLEN,33.469629,-70.574566,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000733,0,0
351,DEL DR. SIMI,,PENALOLEN,33.502822,-70.561093,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000733,0,0
352,EL VALLE,,PENALOLEN,33.476053,-70.573552,EL VALLE,,0,1,1,0,1,1,0,0,0.000733,0,0
353,MEDDICA,,PENALOLEN,33.472427,-70.538437,MEDDICA,,0,1,1,0,1,1,0,0,0.000733,0,0
354,GENNETIKA,,PENALOLEN,33.47234,-70.538712,GENNETIKA,,0,1,1,0,1,1,0,0,0.000733,0,0
355,GALLARDO,,PENALOLEN,33.477724,-70.572401,GALLARDO,,0,1,1,0,1,1,0,0,0.000733,0,0
356,LA BOTIKA,,PENALOLEN,33.507497,-70.568472,LA BOTIKA,,0,1,1,0,1,1,0,0,0.000733,0,0
357,SALCOBRAND,,PENALOLEN,33.487541,-70.558636,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000733,0,0
358,SALCOBRAND,,PENALOLEN,33.489299,-70.549871,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000733,0,0
359,SALCOBRAND,,PIRQUE,33.634483,-70.570314,SALCOBRAND,,0,1,1,0,1,1,0,0,0.001314,0,0
360,SALCOBRAND,,PROVIDENCIA,33.429187,-70.61886,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
361,SALCOBRAND,,PROVIDENCIA,33.417618,-70.608246,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
362,SALCOBRAND,,PROVIDENCIA,33.430206,-70.60277,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
363,SALCOBRAND,,PROVIDENCIA,33.438335,-70.615679,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
364,AHUMADA,,PROVIDENCIA,33.417669,-70.608276,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
365,AHUMADA,,PROVIDENCIA,33.436607,-70.599068,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
366,AHUMADA,,PROVIDENCIA,33.431701,-70.583823,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
367,AHUMADA,,PROVIDENCIA,33.429951,-70.602705,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
368,AHUMADA,,PROVIDENCIA,33.439538,-70.607911,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
369,AHUMADA,,PROVIDENCIA,33.422532,-70.611052,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
370,AHUMADA,,PROVIDENCIA,33.440999,-70.630386,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
371,CARMEN,,PROVIDENCIA,33.439826,-70.624619,CARMEN,,0,1,1,0,1,1,0,0,0.000729,0,0
372,CRUZ VERDE,,PROVIDENCIA,33.417669,-70.608274,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
373,CRUZ VERDE,,PROVIDENCIA,33.431983,-70.62928,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
374,CRUZ VERDE,,PROVIDENCIA,33.433335,-70.617624,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
375,CRUZ VERDE,,PROVIDENCIA,33.437794,-70.604202,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
376,CRUZ VERDE,,PROVIDENCIA,33.422469,-70.609555,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
377,CRUZ VERDE,,PROVIDENCIA,33.445095,-70.619839,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
378,LIDO,,PROVIDENCIA,33.42803,-70.593875,LIDO,,0,1,1,0,1,1,0,0,0.000729,0,0
379,ROESAR,,PROVIDENCIA,33.432565,-70.635905,ROESAR,,0,1,1,0,1,1,0,0,0.000729,0,0
380,SALCOBRAND,,PROVIDENCIA,33.426402,-70.615652,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
381,SALCOBRAND,,PROVIDENCIA,33.42306,-70.611816,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
382,SALCOBRAND,,PROVIDENCIA,33.437816,-70.603767,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
383,FARMA UNO,,PUDAHUEL,33.432032,-70.752579,FARMA UNO,,0,1,1,0,1,1,0,0,0.000742,0,0
384,AHUMADA,,PUDAHUEL,33.449343,-70.848439,AHUMADA,,0,1,1,0,1,1,0,0,0.000742,0,0
385,AHUMADA,,PUDAHUEL,33.467965,-70.731704,AHUMADA,,0,1,1,0,1,1,0,0,0.000742,0,0
386,AHUMADA,,PUDAHUEL,33.454986,-70.738717,AHUMADA,,0,1,1,0,1,1,0,0,0.000742,0,0
387,AHUMADA,,PUDAHUEL,33.457511,-70.823418,AHUMADA,,0,1,1,0,1,1,0,0,0.000742,0,0
388,BELEN,,PUDAHUEL,33.462165,-70.737344,BELEN,,0,1,1,0,1,1,0,0,0.000742,0,0
389,CRUZ VERDE,,PUDAHUEL,33.396873,-70.791846,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
390,CRUZ VERDE,,PUDAHUEL,33.453321,-70.763032,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
391,EMIFAR,,PUDAHUEL,33.436491,-70.750583,EMIFAR,,0,1,1,0,1,1,0,0,0.000742,0,0
392,LAISA,,PUDAHUEL,33.459909,-70.761441,LAISA,,0,1,1,0,1,1,0,0,0.000742,0,0
393,FARMA OFERTA,,PUDAHUEL,33.439105,-70.758029,FARMA OFERTA,,0,1,1,0,1,1,0,0,0.000742,0,0
394,CRUZ VERDE,,PUDAHUEL,33.444607,-70.740637,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
395,SAN PIO,,PUDAHUEL,33.437548,-70.77114,SAN PIO,,0,1,1,0,1,1,0,0,0.000742,0,0
396,TIERRA DEL FUEGO,,PUDAHUEL,33.43214,-70.750476,TIERRA DEL FUEGO,,0,1,1,0,1,1,0,0,0.000742,0,0
397,TORRES,,PUDAHUEL,33.460071,-70.751806,TORRES,,0,1,1,0,1,1,0,0,0.000742,0,0
398,LAS PRINCESAS,,PUDAHUEL,33.44197,-70.763715,LAS PRINCESAS,,0,1,1,0,1,1,0,0,0.000742,0,0
399,SALCOBRAND,,PUENTE ALTO,33.557954,-70.559352,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000726,0,0
400,SALCOBRAND,,PUENTE ALTO,33.568989,-70.554782,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000726,0,0
401,SALCOBRAND,,PUENTE ALTO,33.569053,-70.554921,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000726,0,0
402,SALCOBRAND,,PUENTE ALTO,33.572973,-70.582806,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000726,0,0
403,LA BOTIKA,,PUENTE ALTO,33.582367,-70.601532,LA BOTIKA,,0,1,1,0,1,1,0,0,0.000726,0,0
404,LOS TOROS,,PUENTE ALTO,33.567925,-70.570904,LOS TOROS,,0,1,1,0,1,1,0,0,0.000726,0,0
405,AHUMADA,,PUENTE ALTO,33.598678,-70.577779,AHUMADA,,0,1,1,0,1,1,0,0,0.000726,0,0
406,AHUMADA,,PUENTE ALTO,33.598678,-70.577779,AHUMADA,,0,1,1,0,1,1,0,0,0.000726,0,0
407,AHUMADA,,PUENTE ALTO,33.612042,-70.575437,AHUMADA,,0,1,1,0,1,1,0,0,0.000726,0,0
408,AHUMADA,,PUENTE ALTO,33.566537,-70.556883,AHUMADA,,0,1,1,0,1,1,0,0,0.000726,0,0
409,ANGEL,,PUENTE ALTO,33.618122,-70.574144,ANGEL,,0,1,1,0,1,1,0,0,0.000726,0,0
410,ARES,,PUENTE ALTO,33.568443,-70.583565,ARES,,0,1,1,0,1,1,0,0,0.000726,0,0
411,CARMEN,,PUENTE ALTO,33.609991,-70.551392,CARMEN,,0,1,1,0,1,1,0,0,0.000726,0,0
412,CATALINA,,PUENTE ALTO,33.576334,-70.566777,CATALINA,,0,1,1,0,1,1,0,0,0.000726,0,0
413,CRUZ VERDE,,PUENTE ALTO,33.571355,-70.555026,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
414,CRUZ VERDE,,PUENTE ALTO,33.569029,-70.554929,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
415,CRUZ VERDE,,PUENTE ALTO,33.609906,-70.575866,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
416,CRUZ VERDE,,PUENTE ALTO,33.572383,-70.583299,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
417,CRUZ VERDE,,PUENTE ALTO,33.569366,-70.583538,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
418,CRUZ VERDE,,PUENTE ALTO,33.608347,-70.576046,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
