Id,Label,timeset,farmacia,latitude,longitude,NOmbre,comune,weighted indegree,weighted outdegree,weighted degree,indegree,outdegree,degree,Authority,Hub,pageranks,clustering,triangles
419,CRUZ VERDE,,PUENTE ALTO,33.559537,-70.551508,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
420,CRUZ VERDE,,PUENTE ALTO,33.609517,-70.575524,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
421,CRUZ VERDE,,PUENTE ALTO,33.581626,-70.568794,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
422,CRUZ VERDE,,PUENTE ALTO,33.611657,-70.577084,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
423,J M,,PUENTE ALTO,33.608356,-70.528214,J M,,0,1,1,0,1,1,0,0,0.000726,0,0
424,DEL DR. SIMI,,PUENTE ALTO,33.574457,-70.555361,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000726,0,0
425,FULLFARMA,,PUENTE ALTO,33.589942,-70.58568,FULLFARMA,,0,1,1,0,1,1,0,0,0.000726,0,0
426,SALUD FARMA,,PUENTE ALTO,33.580998,-70.58118,SALUD FARMA,,0,1,1,0,1,1,0,0,0.000726,0,0
427,LOS PALTOS,,PUENTE ALTO,33.582317,-70.601021,LOS PALTOS,,0,1,1,0,1,1,0,0,0.000726,0,0
428,MEDDICA,,PUENTE ALTO,33.594228,-70.559138,MEDDICA,,0,1,1,0,1,1,0,0,0.000726,0,0
429,PATRICIO,,PUENTE ALTO,33.611894,-70.551872,PATRICIO,,0,1,1,0,1,1,0,0,0.000726,0,0
430,PATRICIO,,PUENTE ALTO,33.625231,-70.609237,PATRICIO,,0,1,1,0,1,1,0,0,0.000726,0,0
431,DONDE'L LORITO,,PUENTE ALTO,33.582199,-70.606087,DONDE'L LORITO,,0,1,1,0,1,1,0,0,0.000726,0,0
432,SALCOBRAND,,PUENTE ALTO,33.609616,-70.575918,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000726,0,0
433,SALCOBRAND,,PUENTE ALTO,33.595224,-70.590104,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000726,0,0
434,SALCOBRAND,,QUILICURA,33.366789,-70.720092,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
435,AHUMADA,,QUILICURA,33.35618,-70.729107,AHUMADA,,0,1,1,0,1,1,0,0,0.000751,0,0
436,AHUMADA,,QUILICURA,33.382306,-70.730045,AHUMADA,,0,1,1,0,1,1,0,0,0.000751,0,0
437,BELEN,,QUILICURA,33.366843,-70.713917,BELEN,,0,1,1,0,1,1,0,0,0.000751,0,0
438,BELEN,,QUILICURA,33.367224,-70.734052,BELEN,,0,1,1,0,1,1,0,0,0.000751,0,0
439,CRUZ VERDE,,QUILICURA,33.365681,-70.728849,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000751,0,0
440,CRUZ VERDE,,QUILICURA,33.355561,-70.729102,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000751,0,0
441,NUEVA REAL,,QUILICURA,33.358277,-70.729319,NUEVA REAL,,0,1,1,0,1,1,0,0,0.000751,0,0
442,SCANDIC,,QUILICURA,33.361861,-70.744786,SCANDIC,,0,1,1,0,1,1,0,0,0.000751,0,0
443,SALCOBRAND,,QUILICURA,33.367883,-70.732212,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
444,AHUMADA,,QUINTA NORMAL,33.432722,-70.680556,AHUMADA,,0,1,1,0,1,1,0,0,0.000797,0,0
445,CRUZ VERDE,,QUINTA NORMAL,33.430501,-70.692356,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000797,0,0
446,EMIFAR,,QUINTA NORMAL,33.416474,-70.711044,EMIFAR,,0,1,1,0,1,1,0,0,0.000797,0,0
447,MACARENA,,QUINTA NORMAL,33.42251,-70.713359,MACARENA,,0,1,1,0,1,1,0,0,0.000797,0,0
448,MENDOZA,,QUINTA NORMAL,33.423105,-70.69258,MENDOZA,,0,1,1,0,1,1,0,0,0.000797,0,0
449,MEVIC,,QUINTA NORMAL,33.428854,-70.715467,MEVIC,,0,1,1,0,1,1,0,0,0.000797,0,0
450,MYPHARMA,,QUINTA NORMAL,33.441632,-70.707257,MYPHARMA,,0,1,1,0,1,1,0,0,0.000797,0,0
451,AHUMADA,,RECOLETA,33.405714,-70.643169,AHUMADA,,0,1,1,0,1,1,0,0,0.000765,0,0
452,AHUMADA,,RECOLETA,33.393881,-70.642527,AHUMADA,,0,1,1,0,1,1,0,0,0.000765,0,0
453,B P M,,RECOLETA,33.391151,-70.641205,B P M,,0,1,1,0,1,1,0,0,0.000765,0,0
454,CRUZ DEL NORTE,,RECOLETA,33.388507,-70.642304,CRUZ DEL NORTE,,0,1,1,0,1,1,0,0,0.000765,0,0
455,FARMARKET,,RECOLETA,33.403864,-70.631957,FARMARKET,,0,1,1,0,1,1,0,0,0.000765,0,0
456,CRUZ VERDE,,RECOLETA,33.402695,-70.643003,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000765,0,0
457,CRUZ VERDE,,RECOLETA,33.429534,-70.647091,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000765,0,0
458,MARSIL,,RECOLETA,33.431213,-70.651344,MARSIL,,0,1,1,0,1,1,0,0,0.000765,0,0
459,EL SALTO,,RECOLETA,33.410583,-70.636818,EL SALTO,,0,1,1,0,1,1,0,0,0.000765,0,0
460,AHUMADA,,RENCA,33.405203,-70.704613,AHUMADA,,0,1,1,0,1,1,0,0,0.000797,0,0
461,CRUZ VERDE,,RENCA,33.406582,-70.700875,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000797,0,0
462,CRUZ VERDE,,RENCA,33.405687,-70.704351,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000797,0,0
463,MEDDICA,,RENCA,33.400438,-70.744682,MEDDICA,,0,1,1,0,1,1,0,0,0.000797,0,0
464,DONDE'L LORITO,,RENCA,33.409302,-70.746696,DONDE'L LORITO,,0,1,1,0,1,1,0,0,0.000797,0,0
465,SALCOBRAND,,RENCA,33.404343,-70.705514,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000797,0,0
466,SALCOBRAND,,SAN BERNARDO,33.592758,-70.704956,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
467,SALCOBRAND,,SAN BERNARDO,33.593692,-70.705686,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
468,SALCOBRAND,,SAN BERNARDO,33.594272,-70.705896,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
469,SALCOBRAND,,SAN BERNARDO,33.630736,-70.707929,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
470,SALCOBRAND,,SAN BERNARDO,33.630736,-70.707929,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
471,AHUMADA,,SAN BERNARDO,33.592704,-70.70516,AHUMADA,,0,1,1,0,1,1,0,0,0.000739,0,0
472,AHUMADA,,SAN BERNARDO,33.597239,-70.699727,AHUMADA,,0,1,1,0,1,1,0,0,0.000739,0,0
473,BELEN,,SAN BERNARDO,33.587471,-70.678018,BELEN,,0,1,1,0,1,1,0,0,0.000739,0,0
474,CRUZ VERDE,,SAN BERNARDO,33.59272,-70.705239,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000739,0,0
475,CRUZ VERDE,,SAN BERNARDO,33.590117,-70.704405,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000739,0,0
476,CRUZ VERDE,,SAN BERNARDO,33.593808,-70.705735,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000739,0,0
477,CRUZ VERDE,,SAN BERNARDO,33.630736,-70.707929,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000739,0,0
478,CRUZ VERDE,,SAN BERNARDO,33.5916,-70.704514,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000739,0,0
479,LOS ALMENDROS,,SAN BERNARDO,33.592994,-70.697068,LOS ALMENDROS,,0,1,1,0,1,1,0,0,0.000739,0,0
480,LOS OLIVOS,,SAN BERNARDO,33.579037,-70.694487,LOS OLIVOS,,0,1,1,0,1,1,0,0,0.000739,0,0
481,LA BOTIKA,,SAN JOAQUIN,33.517887,-70.629028,LA BOTIKA,,0,1,1,0,1,1,0,0,0.000797,0,0
482,DAMYFAR,,SAN JOAQUIN,33.49175,-70.617843,DAMYFAR,,0,1,1,0,1,1,0,0,0.000797,0,0
483,DEL DR. SIMI,,SAN JOAQUIN,33.506374,-70.638138,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000797,0,0
484,FARMAVIDA,,SAN JOAQUIN,33.505712,-70.623572,FARMAVIDA,,0,1,1,0,1,1,0,0,0.000797,0,0
485,THERAPIA IV,,SAN JOAQUIN,33.473563,-70.626895,THERAPIA IV,,0,1,1,0,1,1,0,0,0.000797,0,0
486,SAN ANDRES,,SAN JOSE DE MAIPO,33.639899,-70.352269,SAN ANDRES,,0,1,1,0,1,1,0,0,0.001314,0,0
487,SALCOBRAND,,SAN MIGUEL,33.491357,-70.650793,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000754,0,0
488,SALCOBRAND,,SAN MIGUEL,33.506356,-70.655614,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000754,0,0
489,AHUMADA,,SAN MIGUEL,33.512247,-70.657293,AHUMADA,,0,1,1,0,1,1,0,0,0.000754,0,0
490,AHUMADA,,SAN MIGUEL,33.499427,-70.653833,AHUMADA,,0,1,1,0,1,1,0,0,0.000754,0,0
491,CARYVON,,SAN MIGUEL,33.495502,-70.652532,CARYVON,,0,1,1,0,1,1,0,0,0.000754,0,0
492,CRUZ VERDE,,SAN MIGUEL,33.48597,-70.650719,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000754,0,0
493,CRUZ VERDE,,SAN MIGUEL,33.50653,-70.655888,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000754,0,0
494,CRUZ VERDE,,SAN MIGUEL,33.504008,-70.655161,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000754,0,0
495,CRUZ VERDE,,SAN MIGUEL,33.495043,-70.652588,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000754,0,0
496,SAN JOSE,,SAN MIGUEL,33.491061,-70.657234,SAN JOSE,,0,1,1,0,1,1,0,0,0.000754,0,0
497,SALCOBRAND,,SAN MIGUEL,33.505736,-70.655635,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000754,0,0
498,CRUZ VERDE,,SAN RAMON,33.545141,-70.634109,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000861,0,0
499,MANRIQUEZ,,SAN RAMON,33.537941,-70.63472,MANRIQUEZ,,0,1,1,0,1,1,0,0,0.000861,0,0
500,DEL DR. SIMI,,SAN RAMON,33.533973,-70.634794,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000861,0,0
501,SALCOBRAND,,SANTIAGO,33.43727,-70.651269,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
502,SALCOBRAND,,SANTIAGO,33.438783,-70.654192,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
503,SALCOBRAND,,SANTIAGO,33.439508,-70.649606,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
504,SALCOBRAND,,SANTIAGO,33.437395,-70.635611,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
505,SALCOBRAND,,SANTIAGO,33.44298,-70.647425,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
506,SALCOBRAND,,SANTIAGO,33.441919,-70.650647,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
507,SALCOBRAND,,SANTIAGO,33.438652,-70.651106,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
508,SALCOBRAND,,SANTIAGO,33.43515,-70.651572,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
509,SALCOBRAND,,SANTIAGO,33.43517,-70.651481,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
510,SALCOBRAND,,SANTIAGO,33.450905,-70.646866,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
511,SALCOBRAND,,SANTIAGO,33.444692,-70.657432,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
512,SALCOBRAND,,SANTIAGO,33.453286,-70.661319,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
513,AHUMADA,,SANTIAGO,33.453223,-70.652669,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
514,AHUMADA,,SANTIAGO,33.436196,-70.651419,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
515,AHUMADA,,SANTIAGO,33.440397,-70.650848,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
516,CRUZ VERDE,,SANTIAGO,33.454199,-70.657393,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
517,CRUZ VERDE,,SANTIAGO,33.440305,-70.668658,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
518,CRUZ VERDE,,SANTIAGO,33.452283,-70.677926,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
519,CRUZ VERDE,,SANTIAGO,33.442364,-70.640648,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
520,CRUZ VERDE,,SANTIAGO,33.439627,-70.65095,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
521,CRUZ VERDE,,SANTIAGO,33.444562,-70.636873,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
522,CRUZ VERDE,,SANTIAGO,33.448138,-70.635397,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
523,CRUZ VERDE,,SANTIAGO,33.470108,-70.656666,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
524,CRUZ VERDE,,SANTIAGO,33.473182,-70.648356,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
525,CRUZ VERDE,,SANTIAGO,33.439123,-70.658111,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
526,CRUZ VERDE,,SANTIAGO,33.435005,-70.670935,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
527,CRUZ VERDE,,SANTIAGO,33.435902,-70.652175,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
528,CRUZ VERDE,,SANTIAGO,33.451659,-70.664505,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
529,DEL DR. SIMI,,SANTIAGO,33.436267,-70.652806,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000722,0,0
530,BELEN,,SANTIAGO,33.435148,-70.674663,BELEN,,0,1,1,0,1,1,0,0,0.000722,0,0
531,DEL DR. SIMI,,SANTIAGO,33.472753,-70.642096,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000722,0,0
532,FARMAX,,SANTIAGO,33.473205,-70.646771,FARMAX,,0,1,1,0,1,1,0,0,0.000722,0,0
533,LA BOTICA  SALCOBRAND,,SANTIAGO,33.439907,-70.653656,LA BOTICA  SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
534,NOBEL,,SANTIAGO,33.45845,-70.643207,NOBEL,,0,1,1,0,1,1,0,0,0.000722,0,0
535,MAVI,,SANTIAGO,33.472144,-70.648422,MAVI,,0,1,1,0,1,1,0,0,0.000722,0,0
536,REDFARMA,,SANTIAGO,33.442523,-70.667848,REDFARMA,,0,1,1,0,1,1,0,0,0.000722,0,0
537,REDFARMA,,SANTIAGO,33.433214,-70.669173,REDFARMA,,0,1,1,0,1,1,0,0,0.000722,0,0
538,VALDIVIESO,,SANTIAGO,33.438506,-70.662218,VALDIVIESO,,0,1,1,0,1,1,0,0,0.000722,0,0
539,VANIA,,SANTIAGO,33.436791,-70.645765,VANIA,,0,1,1,0,1,1,0,0,0.000722,0,0
540,CRUZ VERDE,,SANTIAGO,33.441039,-70.664933,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
541,NUEVA BOGOTA,,SANTIAGO,33.467902,-70.633326,NUEVA BOGOTA,,0,1,1,0,1,1,0,0,0.000722,0,0
542,SALCOBRAND,,TALAGANTE,33.664012,-70.929075,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000786,0,0
543,SAN PATRICIO,,MAIPU,33.543478,-70.780365,SAN PATRICIO,,0,1,1,0,1,1,0,0,0.000725,0,0
544,AHUMADA,,TALAGANTE,33.662449,-70.925036,AHUMADA,,0,1,1,0,1,1,0,0,0.000786,0,0
545,CRUZ VERDE,,TALAGANTE,33.659898,-70.918335,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
546,AHUMADA,,TALAGANTE,33.65681,-70.912164,AHUMADA,,0,1,1,0,1,1,0,0,0.000786,0,0
547,CRUZ VERDE,,TALAGANTE,33.663947,-70.92897,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
548,MI FARMACIA,,TALAGANTE,33.663996,-70.92897,MI FARMACIA,,0,1,1,0,1,1,0,0,0.000786,0,0
549,FARMAMARKET,,TALAGANTE,33.665333,-70.922989,FARMAMARKET,,0,1,1,0,1,1,0,0,0.000786,0,0
550,BELEN,,TILTIL,33.08462,-70.929154,BELEN,,0,1,1,0,1,1,0,0,0.001314,0,0
551,SALCOBRAND,,VITACURA,33.391689,-70.562933,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
552,SALCOBRAND,,VITACURA,33.398658,-70.597748,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
553,SALCOBRAND,,VITACURA,33.406117,-70.598491,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
554,SALCOBRAND,,VITACURA,33.400241,-70.592311,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
555,SALCOBRAND,,VITACURA,33.388536,-70.567643,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
556,SALCOBRAND,,VITACURA,33.385371,-70.555836,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
557,AHUMADA,,VITACURA,33.392332,-70.592531,AHUMADA,,0,1,1,0,1,1,0,0,0.000737,0,0
558,AHUMADA,,VITACURA,33.386375,-70.568129,AHUMADA,,0,1,1,0,1,1,0,0,0.000737,0,0
559,AHUMADA,,VITACURA,33.388543,-70.577656,AHUMADA,,0,1,1,0,1,1,0,0,0.000737,0,0
560,AHUMADA,,VITACURA,33.397601,-70.582612,AHUMADA,,0,1,1,0,1,1,0,0,0.000737,0,0
561,AHUMADA,,VITACURA,33.389958,-70.570359,AHUMADA,,0,1,1,0,1,1,0,0,0.000737,0,0
562,CRUZ VERDE,,VITACURA,33.39235,-70.580762,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
563,CRUZ VERDE,,VITACURA,33.394506,-70.597154,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
564,CRUZ VERDE,,VITACURA,33.376663,-70.56727,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
565,CRUZ VERDE,,VITACURA,33.388865,-70.568275,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
566,CRUZ VERDE,,VITACURA,33.404437,-70.596735,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
567,CRUZ VERDE,,VITACURA,33.399489,-70.589736,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
568,CRUZ VERDE,,VITACURA,33.385089,-70.554664,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
569,CRUZ VERDE,,PENALOLEN,33.469665,-70.574566,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000733,0,0
570,AHUMADA,,SAN MIGUEL,33.509017,-70.656577,AHUMADA,,0,1,1,0,1,1,0,0,0.000754,0,0
571,CRUZ VERDE,,SANTIAGO,33.449991,-70.631708,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
572,CRUZ VERDE,,COLINA,33.286075,-70.675307,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000744,0,0
573,SALCOBRAND,,QUILICURA,33.367435,-70.730821,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
574,AHUMADA,,PUENTE ALTO,33.568772,-70.554846,AHUMADA,,0,1,1,0,1,1,0,0,0.000726,0,0
575,SALCOBRAND,,PAINE,33.808089,-70.742343,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000912,0,0
576,ESTRELLA,,SAN JOAQUIN,33.479241,-70.621923,ESTRELLA,,0,1,1,0,1,1,0,0,0.000797,0,0
577,YORUGUA,,LA FLORIDA,33.51832,-70.581926,YORUGUA,,0,1,1,0,1,1,0,0,0.000722,0,0
578,AHUMADA,,LAS CONDES,33.388784,-70.545276,AHUMADA,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
579,CRUZ VERDE,,PROVIDENCIA,33.423654,-70.61084,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
580,AHUMADA,,SAN BERNARDO,33.622261,-70.7006,AHUMADA,,0,1,1,0,1,1,0,0,0.000739,0,0
581,JUMBO,,LAS CONDES,33.428755,-70.540598,JUMBO,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
582,AHUMADA,,SAN JOAQUIN,33.4835,-70.620789,AHUMADA,,0,1,1,0,1,1,0,0,0.000797,0,0
583,SALCOBRAND,,MAIPU,33.554753,-70.794807,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000725,0,0
584,CRUZ VERDE,,RECOLETA,33.380121,-70.647222,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000765,0,0
585,CRUZ VERDE,,LO BARNECHEA,33.361037,-70.54416,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000751,0,0
586,NETFARMA,,PUDAHUEL,33.436402,-70.747107,NETFARMA,,0,1,1,0,1,1,0,0,0.000742,0,0
587,SALCOBRAND,,VITACURA,33.376878,-70.570704,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000737,0,0
588,SALCOBRAND,,LA REINA,33.453375,-70.569373,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000742,0,0
589,CRUZ VERDE,,SAN BERNARDO,33.637132,-70.707496,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000739,0,0
590,AHUMADA,,LA REINA,33.453393,-70.569373,AHUMADA,,0,1,1,0,1,1,0,0,0.000742,0,0
591,CRUZ VERDE,,LA REINA,33.453321,-70.569395,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
592,AHUMADA,,LAS CONDES,33.431226,-70.57875,AHUMADA,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
593,CRUZ VERDE,,VITACURA,33.380874,-70.571004,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
594,CRUZ VERDE,,PUENTE ALTO,33.566394,-70.556867,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
595,AHUMADA,,VITACURA,33.37686,-70.570189,AHUMADA,,0,1,1,0,1,1,0,0,0.000737,0,0
596,SALCOBRAND,,SANTIAGO,33.442973,-70.647628,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
597,LATINOAMERICANA,,RECOLETA,33.405239,-70.643166,LATINOAMERICANA,,0,1,1,0,1,1,0,0,0.000765,0,0
598,CRUZ VERDE,,VITACURA,33.398342,-70.586475,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
599,SALCOBRAND,,PROVIDENCIA,33.426481,-70.590895,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
600,AHUMADA,,LA PINTANA,33.585702,-70.628403,AHUMADA,,0,1,1,0,1,1,0,0,0.000811,0,0
601,AHUMADA,,LA FLORIDA,33.522238,-70.556499,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
602,CRUZ VERDE,,NUNOA,33.450081,-70.602289,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
603,SALCOBRAND,,SAN BERNARDO,33.589241,-70.706917,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
604,AHUMADA,,CERRILLOS,33.515708,-70.715736,AHUMADA,,0,1,1,0,1,1,0,0,0.000778,0,0
605,AHUMADA,,MELIPILLA,33.684943,-71.213897,AHUMADA,,0,1,1,0,1,1,0,0,0.000778,0,0
606,CRUZ VERDE,,LA REINA,33.439517,-70.535706,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
607,DR SIMI,,SANTIAGO,33.443188,-70.648252,DR SIMI,,0,1,1,0,1,1,0,0,0.000722,0,0
608,FARMAMARKET,,ISLA DE MAIPO,33.741059,-70.862267,FARMAMARKET,,0,1,1,0,1,1,0,0,0.000831,0,0
609,LINCE,,PROVIDENCIA,33.441576,-70.627416,LINCE,,0,1,1,0,1,1,0,0,0.000729,0,0
610,AHUMADA,,SAN BERNARDO,33.632683,-70.712988,AHUMADA,,0,1,1,0,1,1,0,0,0.000739,0,0
611,CRUZ VERDE,,PUENTE ALTO,33.598196,-70.521768,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
612,CRUZ VERDE,,NUNOA,33.457976,-70.586044,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
613,SALCOBRAND,,QUILICURA,33.360087,-70.729864,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
614,SALCOBRAND,,PROVIDENCIA,33.42058,-70.607791,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000729,0,0
615,SALCOBRAND,,LO BARNECHEA,33.355588,-70.538644,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
616,AHUMADA,,NUNOA,33.464859,-70.598253,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
617,LATINOAMERICANA,,NUNOA,33.455497,-70.605109,LATINOAMERICANA,,0,1,1,0,1,1,0,0,0.000724,0,0
618,CRUZ VERDE,,LA REINA,33.451746,-70.554911,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000742,0,0
619,AHUMADA,,LO BARNECHEA,33.359899,-70.516457,AHUMADA,,0,1,1,0,1,1,0,0,0.000751,0,0
620,SALCOBRAND,,NUNOA,33.46204,-70.575038,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
621,SALCOBRAND,,COLINA,33.309657,-70.660729,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000744,0,0
622,CRUZ VERDE,,CERRILLOS,33.515816,-70.715478,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000778,0,0
623,AHUMADA,,COLINA,33.285642,-70.680653,AHUMADA,,0,1,1,0,1,1,0,0,0.000744,0,0
624,SALCOBRAND,,MAIPU,33.503524,-70.757514,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000725,0,0
625,LOS ORIENTALES,,NUNOA,33.454448,-70.580033,LOS ORIENTALES,,0,1,1,0,1,1,0,0,0.000724,0,0
626,AHUMADA,,HUECHURABA,33.345609,-70.670519,AHUMADA,,0,1,1,0,1,1,0,0,0.000761,0,0
627,CRUZ VERDE,,ESTACION CENTRAL,33.452033,-70.682412,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000744,0,0
628,SALCOBRAND,,NUNOA,33.44827,-70.576689,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
629,CRUZ VERDE,,NUNOA,33.454084,-70.606152,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
630,OMLU,,CALERA DE TANGO,33.627459,-70.76933,OMLU,,0,1,1,0,1,1,0,0,0.000861,0,0
