,Source,Target,distancias,longitudclase,pesos
40705,58,64,639.853941533341,B,0.934880051902844
41417,59,63,967.53183529822,B,0.90470908078874
41981,59,627,954.40028342623,B,0.90588066442198
42300,60,233,939.684438421325,B,0.907197207890701
42302,60,235,981.283614689747,B,0.903485405215939
42303,60,236,977.773584974901,B,0.903797423710144
42831,61,51,816.327713284708,B,0.918385579826236
43014,61,234,864.68006996848,B,0.913967325865132
43015,61,235,865.350285035122,B,0.913906382859346
43016,61,236,884.158170449734,B,0.91219948000687
43546,62,53,870.876198253237,B,0.913404218267644
43549,62,56,852.362832188705,B,0.915088787788512
43557,62,64,795.094558471461,B,0.920339311233697
44258,63,52,861.533740368187,B,0.914253531932348
44259,63,53,552.598067675481,B,0.94325645666669
44262,63,56,536.347022225131,B,0.944833136492883
44265,63,59,967.53183529822,B,0.90470908078874
44974,64,55,719.93086720796,B,0.927322668357715
44977,64,58,639.853941533341,B,0.934880051902844
44981,64,62,795.094558471461,B,0.920339311233697
44984,64,65,637.329365839726,B,0.935120316114215
44985,64,66,742.36927925318,B,0.92522687462545
45437,64,518,871.747922118272,B,0.913325051188566
45628,64,709,735.423707771339,B,0.925874592219181
45685,65,53,689.672648528021,B,0.930163928704953
45688,65,56,690.955802177962,B,0.930043086531097
45696,65,64,637.329365839726,B,0.935120316114215
46398,66,53,816.52180723452,B,0.918367758870742
46401,66,56,799.564732329937,B,0.91992730555661
46409,66,64,742.36927925318,B,0.92522687462545
47089,67,31,762.888100010068,B,0.923318649773568
47090,67,32,943.878274891777,B,0.906821619322142
47093,67,35,689.206206619041,B,0.930207864083004
47802,68,31,762.888100010068,B,0.923318649773568
47803,68,32,943.878274891777,B,0.906821619322142
47806,68,35,689.206206619041,B,0.930207864083004
48515,69,31,762.888100010068,B,0.923318649773568
48516,69,32,943.878274891777,B,0.906821619322142
48519,69,35,689.206206619041,B,0.930207864083004
49823,70,626,617.846666508134,B,0.936978649454939
49941,71,31,773.117986344755,B,0.922370220408504
49942,71,32,937.848946272231,B,0.907361687466354
49945,71,35,693.148559907869,B,0.929836654215286
51920,73,584,973.632088109197,B,0.90416585273815
52839,75,77,676.891783847365,B,0.93136929473985
53419,75,657,669.034139398301,B,0.932111902779141
53457,75,695,804.656487781343,B,0.919458459289221
54263,77,75,676.891783847365,B,0.93136929473985
54266,77,78,689.709620900526,B,0.930160446358432
54883,77,695,989.458429658748,B,0.902759552562762
54978,78,77,689.709620900526,B,0.930160446358432
55558,78,657,728.076904735967,B,0.926560714857433
55596,78,695,520.392332946983,B,0.94638619983399
55694,79,80,848.695911379913,B,0.915423186023397
56406,80,79,848.695911379913,B,0.915423186023397
60572,85,680,603.76419778492,B,0.938326493897431
60646,86,41,919.080280947786,B,0.909046988407422
60655,86,50,892.839779761098,B,0.911413732649093
60698,86,93,644.944436812153,B,0.934395964045547
61359,87,41,902.537855367617,B,0.910537586987472
61368,87,50,879.611231956364,B,0.912611551113881
61411,87,93,628.823378898815,B,0.935930741841845
62125,88,94,571.850114439913,B,0.941395415086209
62836,89,92,959.938984833503,B,0.905386137332645
62837,89,93,880.589997662525,B,0.912522817996046
63498,90,41,875.197761534558,B,0.913011882753018
63507,90,50,849.527221048258,B,0.915347354815547
63550,90,93,601.026252814992,B,0.938588995195215
64211,91,41,962.223345738066,B,0.905182333694772
64220,91,50,938.552129915051,B,0.907298667702182
64263,91,93,688.298224795037,B,0.930293401159967
64972,92,89,959.938984833503,B,0.905386137332645
65643,93,47,884.227805075127,B,0.912193172188433
65682,93,86,644.944436812153,B,0.934395964045547
65683,93,87,628.823378898815,B,0.935930741841845
65685,93,89,880.589997662525,B,0.912522817996046
65686,93,90,601.026252814992,B,0.938588995195215
65687,93,91,688.298224795037,B,0.930293401159967
65692,93,96,606.626783675526,B,0.93805219957741
66397,94,88,571.850114439913,B,0.941395415086209
66404,94,95,614.591636698499,B,0.93728984679824
66798,94,489,720.574034989122,B,0.927262463000256
67116,95,94,614.591636698499,B,0.93728984679824
67776,96,41,880.191358705941,B,0.912558955795635
67785,96,50,851.913925795462,B,0.915129711874057
67828,96,93,606.626783675526,B,0.93805219957741
68547,97,99,814.374226243428,B,0.918564979966274
69269,98,108,669.682124637108,B,0.932050618374908
69278,98,117,784.05210270661,B,0.92135865263278
69828,98,667,502.601717923925,B,0.948124007895424
69869,98,708,539.673466216677,B,0.944509975314025
69971,99,97,814.374226243428,B,0.918564979966274
69979,99,105,835.293147828853,B,0.916647508801927
69982,99,108,627.178049542765,B,0.936087666208709
69986,99,112,673.48106283106,B,0.931691488811049
70005,99,131,565.081754177484,B,0.942048855927782
70011,99,137,993.418885923084,B,0.902408317626749
70720,100,133,539.5142490783,B,0.944525438085058
70721,100,134,916.906280108877,B,0.909242603842457
71287,100,700,898.402121850461,B,0.910911012238162
72127,102,114,674.315384559546,B,0.931612653939512
72831,103,105,616.503912663117,B,0.937106998482903
73544,104,105,517.882500248503,B,0.946630977160459
74147,104,708,972.215339934077,B,0.904291956120065
74251,105,99,835.293147828853,B,0.916647508801927
74255,105,103,616.503912663117,B,0.937106998482903
74256,105,104,517.882500248503,B,0.946630977160459
74260,105,108,561.569385700397,B,0.942388309740053
74271,105,119,580.103686377359,B,0.940599812455214
74272,105,120,709.293733035159,B,0.928319519472616
74273,105,121,709.293733035159,B,0.928319519472616
74275,105,123,602.908030527458,B,0.938408563410991
74279,105,127,517.882500248503,B,0.946630977160459
74280,105,128,666.269895288142,B,0.932373426831562
74283,105,131,826.42550839538,B,0.917459356428937
74288,105,136,579.441888922094,B,0.940663556791374
74794,105,642,706.798719814455,B,0.928553648163743
74819,105,667,638.965479083741,B,0.934964592914002
74831,105,679,756.780738699293,B,0.923885803536973
74834,105,682,756.821165890686,B,0.92388204701706
74860,105,708,626.169313726211,B,0.936183901072522
74982,106,117,953.806309232582,B,0.905933729926713
74995,106,130,957.379966614806,B,0.905614554065272
75003,106,138,509.627736129263,B,0.947436936244772
75691,107,113,740.487422128797,B,0.92540227994284
75716,107,138,523.91553284895,B,0.94604280498671
76389,108,98,669.682124637108,B,0.932050618374908
76390,108,99,627.178049542765,B,0.936087666208709
76396,108,105,561.569385700397,B,0.942388309740053
76403,108,112,566.895946112645,B,0.941873618611169
76428,108,137,773.360966220333,B,0.922347717038629
77581,109,577,532.488562090354,B,0.94520825971041
78294,110,577,821.620700287509,B,0.917899845849033
79242,112,99,673.48106283106,B,0.931691488811049
79251,112,108,566.895946112645,B,0.941873618611169
79260,112,117,546.82032093849,B,0.943816411652025
79851,112,708,643.643263329706,B,0.934519653279579
79963,113,107,740.487422128797,B,0.92540227994284
79978,113,122,894.684398599681,B,0.911246955862683
79990,113,134,967.366180326384,B,0.904723841482249
79994,113,138,779.110204974796,B,0.921815576472847
80671,114,102,674.315384559546,B,0.931612653939512
80702,114,133,921.797348118837,B,0.908802626456323
80703,114,134,535.05529320514,B,0.944958686475629
81269,114,700,520.513493806562,B,0.94637438653964
82806,117,98,784.05210270661,B,0.92135865263278
82814,117,106,953.806309232582,B,0.905933729926713
82820,117,112,546.82032093849,B,0.943816411652025
82828,117,120,923.286080493058,B,0.908668791635545
82829,117,121,923.286080493058,B,0.908668791635545
82836,117,128,983.205935511787,B,0.903314614856933
82839,117,131,769.610985660864,B,0.922695140569643
83350,117,642,925.045980731733,B,0.908510630061375
83375,117,667,985.315570887905,B,0.903127256664008
83387,117,679,978.828252681629,B,0.903703648059534
83390,117,682,978.911432928615,B,0.903696252925912
83543,118,122,782.651199098148,B,0.92148813302983
83550,118,129,566.249931380201,B,0.941936011308154
83556,118,135,810.114554041618,B,0.918956413726763
84239,119,105,580.103686377359,B,0.940599812455214
84952,120,105,709.293733035159,B,0.928319519472616
84964,120,117,923.286080493058,B,0.908668791635545
84984,120,137,915.827954580017,B,0.909339662236498
85665,121,105,709.293733035159,B,0.928319519472616
85677,121,117,923.286080493058,B,0.908668791635545
85697,121,137,915.827954580017,B,0.909339662236498
86386,122,113,894.684398599681,B,0.911246955862683
86391,122,118,782.651199098148,B,0.92148813302983
86411,122,138,847.022026743925,B,0.915575914174265
87091,123,105,602.908030527458,B,0.938408563410991
88276,124,577,510.303978084356,B,0.947370859331292
89943,127,105,517.882500248503,B,0.946630977160459
90546,127,708,972.215339934077,B,0.904291956120065
90656,128,105,666.269895288142,B,0.932373426831562
90668,128,117,983.205935511787,B,0.903314614856933
90688,128,137,869.99490046886,B,0.913484268770984
91382,129,118,566.249931380201,B,0.941936011308154
91399,129,135,579.667365974302,B,0.940641837869566
91927,129,663,855.964052824165,B,0.914760618657677
92083,130,106,957.379966614806,B,0.905614554065272
92789,131,99,565.081754177484,B,0.942048855927782
92795,131,105,826.42550839538,B,0.917459356428937
92807,131,117,769.610985660864,B,0.922695140569643
93811,132,408,852.081984912415,B,0.915114390510387
93822,132,419,766.971040915216,B,0.922939879910309
93997,132,594,837.511065254063,B,0.916444679221321
94216,133,100,539.5142490783,B,0.944525438085058
94230,133,114,921.797348118837,B,0.908802626456323
94929,134,100,916.906280108877,B,0.909242603842457
94942,134,113,967.366180326384,B,0.904723841482249
94943,134,114,535.05529320514,B,0.944958686475629
95660,135,118,810.114554041618,B,0.918956413726763
95671,135,129,579.667365974302,B,0.940641837869566
95952,135,410,872.758116761209,B,0.91323332581577
95959,135,417,973.806052970555,B,0.904150370718859
96360,136,105,579.441888922094,B,0.940663556791374
97067,137,99,993.418885923084,B,0.902408317626749
97076,137,108,773.360966220333,B,0.922347717038629
97088,137,120,915.827954580017,B,0.909339662236498
97089,137,121,915.827954580017,B,0.909339662236498
97096,137,128,869.99490046886,B,0.913484268770984
97610,137,642,913.374305740753,B,0.909560588566721
97635,137,667,845.360451985516,B,0.91572756955999
97647,137,679,952.665708314066,B,0.906035648359137
97650,137,682,952.692737291545,B,0.906033232918699
97676,137,708,802.420201688696,B,0.919664316514542
97787,138,106,509.627736129263,B,0.947436936244772
97788,138,107,523.91553284895,B,0.94604280498671
97794,138,113,779.110204974796,B,0.921815576472847
97803,138,122,847.022026743925,B,0.915575914174265
98534,139,140,695.873735082616,B,0.929580226320913
98535,139,141,838.670897620836,B,0.916338647750633
99246,140,139,695.873735082616,B,0.929580226320913
99248,140,141,724.667873943409,B,0.926879431949861
99605,140,498,954.583544462383,B,0.905864293182102
99743,140,636,823.773700763487,B,0.91770241336957
99765,140,658,958.253321217575,B,0.905536585900564
99959,141,139,838.670897620836,B,0.916338647750633
99960,141,140,724.667873943409,B,0.926879431949861
101033,142,500,838.65972215233,B,0.916339669291003
105014,148,203,547.72106739551,B,0.943729071343024
106388,150,151,948.515163884349,B,0.906406714023257
106397,150,160,961.802769047175,B,0.905219849359026
106417,150,180,757.21079123053,B,0.923845844352633
107100,151,150,948.515163884349,B,0.906406714023257
107816,152,153,511.050236785438,B,0.947297951642505
108251,152,588,782.116168896331,B,0.921537593518697
108253,152,590,782.366888900992,B,0.921514415224006
108254,152,591,783.425565835738,B,0.921416556646311
108281,152,618,574.619413722358,B,0.941128318635707
108528,153,152,511.050236785438,B,0.947297951642505
108535,153,159,600.85288708255,B,0.938605621631437
109358,154,269,505.942472705655,B,0.947797192532663
109958,155,156,695.201552829983,B,0.929643462794249
109963,155,161,692.414594122078,B,0.929905741593166
110670,156,155,695.201552829983,B,0.929643462794249
110672,156,157,672.665226654434,B,0.931768589890206
111121,156,606,713.103962963943,B,0.92796220035287
111384,157,156,672.665226654434,B,0.931768589890206
111389,157,161,668.619458058124,B,0.932151126264225
112143,158,202,812.014480901629,B,0.918781782673088
112163,158,222,776.31111738292,B,0.922074578929536
112168,158,227,798.905830183421,B,0.919988011876148
112807,159,153,600.85288708255,B,0.938605621631437
113242,159,588,692.617129390096,B,0.929886676149489
113244,159,590,692.843048756542,B,0.929865410390752
113245,159,591,694.007995244488,B,0.929755769575929
113272,159,618,664.373989874281,B,0.932552882559985
113517,160,150,961.802769047175,B,0.905219849359026
114235,161,155,692.414594122078,B,0.929905741593166
114237,161,157,668.619458058124,B,0.932151126264225
114686,161,606,730.065307918884,B,0.926374916263774
115670,163,164,638.291273540972,B,0.935028756666349
115671,163,165,805.622203504654,B,0.919369590583929
116162,163,656,550.659475702301,B,0.943444262789862
116382,164,163,638.291273540972,B,0.935028756666349
117095,165,163,805.622203504654,B,0.919369590583929
118542,167,184,921.78731319515,B,0.908803528714768
118550,167,192,606.157837345294,B,0.938097123250167
118562,167,204,607.14099629014,B,0.93800294447375
118724,167,366,894.522870244932,B,0.911261557622912
118950,167,592,602.642403008499,B,0.938434028551601
119026,167,668,909.328527161275,B,0.909925104649954
119284,168,213,920.026851368615,B,0.90896184280608
119954,169,170,701.430348405007,B,0.929057809569503
120666,170,169,701.430348405007,B,0.929057809569503
120681,170,184,907.206008745426,B,0.91011645593556
120685,170,188,581.240467610164,B,0.94049033784079
120698,170,201,966.86001097331,B,0.904768946709067
120708,170,211,777.679859628129,B,0.921947909618727
120709,170,212,896.243446330672,B,0.911106045889046
121128,170,631,629.987882304475,B,0.93581970835824
121161,170,664,621.628333987285,B,0.936617362283501
121165,170,668,914.888398398984,B,0.909424247113123
121383,171,173,896.639626828805,B,0.911070245216237
121401,171,191,905.743419480473,B,0.910248359507523
121422,171,212,623.871877645334,B,0.936403153684902
122107,172,184,968.386185625491,B,0.904632961512463
122115,172,192,847.015910070184,B,0.915576472363688
122127,172,204,848.363482116631,B,0.915453513393701
122289,172,366,926.611461636075,B,0.908369987143736
122515,172,592,843.23026768632,B,0.915922069421125
122591,172,668,955.88297962975,B,0.905748227840633
122807,173,171,896.639626828805,B,0.911070245216237
122811,173,175,997.863427512112,B,0.902014476672713
122820,173,184,697.510046303795,B,0.929426324039596
122824,173,188,866.468561919666,B,0.913804715450211
123267,173,631,839.596026295977,B,0.916254090398288
123300,173,664,813.683735448166,B,0.918628408540967
123304,173,668,708.935468683588,B,0.928353131258526
123529,174,180,760.184980241728,B,0.923569586265545
124235,175,173,997.863427512112,B,0.902014476672713
124242,175,180,995.737441607737,B,0.902202822226691
124251,175,189,913.222458676594,B,0.909574264390644
124253,175,191,992.523476005658,B,0.902487703565781
124279,175,217,917.36445815183,B,0.909201370225278
125686,177,198,835.565049067865,B,0.916622638478603
125687,177,199,835.565049067865,B,0.916622638478603
125688,177,200,836.351696380314,B,0.916550692846017
125704,177,216,831.630062494063,B,0.916982696323403
126066,177,578,835.565049067865,B,0.916622638478603
126390,178,189,991.394375392351,B,0.902587828146921
126410,178,209,921.835004687789,B,0.908799240700928
126412,178,211,865.515981235871,B,0.913891317270347
126413,178,212,829.690163681926,B,0.917160304424281
127777,180,150,757.21079123053,B,0.923845844352633
127801,180,174,760.184980241728,B,0.923569586265545
127802,180,175,995.737441607737,B,0.902202822226691
127822,180,195,836.523085414059,B,0.916535019349679
128530,181,190,823.802591115285,B,0.917699764670448
128550,181,210,963.113993378503,B,0.905102897716311
129243,182,190,564.680272120245,B,0.942087644891631
129956,183,190,827.120397802988,B,0.917395686183728
129976,183,210,984.038859067422,B,0.903240633047202
130646,184,167,921.78731319515,B,0.908803528714768
130649,184,170,907.206008745426,B,0.91011645593556
130651,184,172,968.386185625491,B,0.904632961512463
130652,184,173,697.510046303795,B,0.929426324039596
130665,184,186,820.553355671276,B,0.917997754007585
130670,184,191,700.156908339411,B,0.929177482858772
131386,185,194,944.99409837152,B,0.906721741585098
131399,185,207,638.651926343967,B,0.934994432451833
132089,186,184,820.553355671276,B,0.917997754007585
132097,186,192,822.009330940698,B,0.917864201713652
132109,186,204,823.210569844523,B,0.917754044883235
132497,186,592,818.251441510478,B,0.918208981081388
132573,186,668,807.790963691867,B,0.919170075907954
132819,187,201,934.203574738351,B,0.907688528357057
132831,187,213,935.09806106883,B,0.907608307680497
133501,188,170,581.240467610164,B,0.94049033784079
133504,188,173,866.468561919666,B,0.913804715450211
133522,188,191,875.229258903114,B,0.913009024484173
133543,188,212,608.148946565142,B,0.937906410514959
134219,189,175,913.222458676594,B,0.909574264390644
134222,189,178,991.394375392351,B,0.902587828146921
134240,189,196,985.07680493308,B,0.903148457734939
134259,189,215,857.738173790678,B,0.914599034518245
134938,190,181,823.802591115285,B,0.917699764670448
134939,190,182,564.680272120245,B,0.942087644891631
134940,190,183,827.120397802988,B,0.917395686183728
135641,191,171,905.743419480473,B,0.910248359507523
135645,191,175,992.523476005658,B,0.902487703565781
135654,191,184,700.156908339411,B,0.929177482858772
135658,191,188,875.229258903114,B,0.913009024484173
136101,191,631,848.17655636005,B,0.915470567428004
136134,191,664,822.300805247282,B,0.917837470308
136138,191,668,711.509081353616,B,0.92811173309676
136350,192,167,606.157837345294,B,0.938097123250167
136355,192,172,847.015910070184,B,0.915576472363688
136369,192,186,822.009330940698,B,0.917864201713652
136821,192,638,598.559595293689,B,0.93882561252282
137099,193,203,582.73286902755,B,0.940346654876892
137794,194,185,944.99409837152,B,0.906721741585098
138502,195,180,836.523085414059,B,0.916535019349679
139224,196,189,985.07680493308,B,0.903148457734939
139244,196,209,903.486245111736,B,0.910451997764557
139246,196,211,883.712744554565,B,0.912239830757267
139247,196,212,848.037330156235,B,0.915483270041478
140308,197,560,511.527789146973,B,0.947251301807811
140315,197,567,895.888429894178,B,0.911138129180262
140346,197,598,677.245422207668,B,0.931335901009821
140638,198,177,835.565049067865,B,0.916622638478603
140679,198,218,586.774923304976,B,0.939957721022393
141029,198,568,964.849105338998,B,0.904948184834715
141351,199,177,835.565049067865,B,0.916622638478603
141392,199,218,586.774923304976,B,0.939957721022393
141742,199,568,964.849105338998,B,0.904948184834715
142064,200,177,836.351696380314,B,0.916550692846017
142105,200,218,586.23268782979,B,0.940009877225411
142455,200,568,968.895397358959,B,0.904587598828463
142770,201,170,966.86001097331,B,0.904768946709067
142787,201,187,934.203574738351,B,0.907688528357057
143471,202,158,812.014480901629,B,0.918781782673088
143532,202,219,981.146648051756,B,0.903497576607443
143534,202,221,961.180311485489,B,0.905275378611542
143537,202,224,944.502618062638,B,0.906765731442481
143538,202,225,767.58107770349,B,0.922883314162221
143539,202,226,781.335145639203,B,0.921609804194975
144174,203,148,547.72106739551,B,0.943729071343024
144219,203,193,582.73286902755,B,0.940346654876892
144231,203,205,578.648176791077,B,0.940740018545865
144240,203,214,859.109913856351,B,0.914474137723527
144607,203,581,581.578386386846,B,0.940457800408413
144698,203,672,914.700993006376,B,0.909441120431566
144722,203,696,878.568674076268,B,0.912706086496527
144906,204,167,607.14099629014,B,0.93800294447375
144911,204,172,848.363482116631,B,0.915453513393701
144925,204,186,823.210569844523,B,0.917754044883235
145377,204,638,597.221431590127,B,0.938954027537978
145655,205,203,578.648176791077,B,0.940740018545865
147063,207,185,638.651926343967,B,0.934994432451833
148482,209,178,921.835004687789,B,0.908799240700928
148500,209,196,903.486245111736,B,0.910451997764557
148522,209,218,686.311105411174,B,0.930480654059496
149198,210,181,963.113993378503,B,0.905102897716311
149200,210,183,984.038859067422,B,0.903240633047202
149900,211,170,777.679859628129,B,0.921947909618727
149908,211,178,865.515981235871,B,0.913891317270347
149926,211,196,883.712744554565,B,0.912239830757267
150613,212,170,896.243446330672,B,0.911106045889046
150614,212,171,623.871877645334,B,0.936403153684902
150621,212,178,829.690163681926,B,0.917160304424281
150631,212,188,608.148946565142,B,0.937906410514959
150639,212,196,848.037330156235,B,0.915483270041478
151074,212,631,631.288665560934,B,0.935695711960761
151107,212,664,657.358234796151,B,0.933217555642476
151324,213,168,920.026851368615,B,0.90896184280608
151343,213,187,935.09806106883,B,0.907608307680497
152072,214,203,859.109913856351,B,0.914474137723527
152084,214,215,891.22165184857,B,0.911560082073736
152771,215,189,857.738173790678,B,0.914599034518245
152796,215,214,891.22165184857,B,0.911560082073736
152799,215,217,700.728719839756,B,0.929123742269586
153254,215,672,823.941965621307,B,0.917686986877755
153278,215,696,858.738465573533,B,0.91450795468426
153472,216,177,831.630062494063,B,0.916982696323403
153513,216,218,582.724873593033,B,0.940347424531187
153863,216,568,965.879014360842,B,0.904856377045317
154183,217,175,917.36445815183,B,0.909201370225278
154223,217,215,700.728719839756,B,0.929123742269586
154919,218,198,586.774923304976,B,0.939957721022393
154920,218,199,586.774923304976,B,0.939957721022393
154921,218,200,586.23268782979,B,0.940009877225411
154930,218,209,686.311105411174,B,0.930480654059496
154937,218,216,582.724873593033,B,0.940347424531187
155299,218,578,586.774923304976,B,0.939957721022393
155636,219,202,981.146648051756,B,0.903497576607443
155655,219,221,673.216518247515,B,0.931716488355006
155656,219,222,542.675637520158,B,0.944218506677169
155659,219,225,984.86714218534,B,0.903167075425942
155660,219,226,698.10443128202,B,0.929370432129959
155661,219,227,971.258779266704,B,0.904377118552198
157062,221,202,961.180311485489,B,0.905275378611542
157079,221,219,673.216518247515,B,0.931716488355006
157084,221,224,646.552701320311,B,0.934243128051175
157087,221,227,942.334490223114,B,0.906959840296265
157479,221,619,855.256267657439,B,0.914825098548061
157731,222,158,776.31111738292,B,0.922074578929536
157792,222,219,542.675637520158,B,0.944218506677169
157797,222,224,573.677223581788,B,0.94121917502346
157798,222,225,971.816428060419,B,0.904327469226012
158514,223,228,534.438961294205,B,0.945018602796318
158871,223,585,844.133113521891,B,0.915839623560637
159201,224,202,944.502618062638,B,0.906765731442481
159220,224,221,646.552701320311,B,0.934243128051175
159221,224,222,573.677223581788,B,0.94121917502346
159224,224,225,970.547814162123,B,0.904440426045852
159225,224,226,664.293130112735,B,0.932560537825567
159226,224,227,934.350706112453,B,0.907675332124102
159914,225,202,767.58107770349,B,0.922883314162221
159931,225,219,984.86714218534,B,0.903167075425942
159934,225,222,971.816428060419,B,0.904327469226012
159936,225,224,970.547814162123,B,0.904440426045852
159939,225,227,779.811548991936,B,0.921750703183411
160331,225,619,951.462193459365,B,0.906143213335405
160627,226,202,781.335145639203,B,0.921609804194975
160644,226,219,698.10443128202,B,0.929370432129959
160649,226,224,664.293130112735,B,0.932560537825567
160652,226,227,762.034675978366,B,0.923397860253159
161044,226,619,880.37367555856,B,0.912542427878935
161296,227,158,798.905830183421,B,0.919988011876148
161357,227,219,971.258779266704,B,0.904377118552198
161359,227,221,942.334490223114,B,0.906959840296265
161362,227,224,934.350706112453,B,0.907675332124102
161363,227,225,779.811548991936,B,0.921750703183411
161364,227,226,762.034675978366,B,0.923397860253159
162074,228,223,534.438961294205,B,0.945018602796318
162466,228,615,602.583188827949,B,0.938439705476495
162795,229,231,603.555100946552,B,0.938346535941061
164219,231,229,603.555100946552,B,0.938346535941061
164316,231,326,808.414537008016,B,0.919112726428204
165467,233,51,631.049012009563,B,0.935718554325008
165476,233,60,939.684438421325,B,0.907197207890701
165650,233,234,583.47726660692,B,0.940275003402717
165651,233,235,555.814101205026,B,0.942945059936982
165652,233,236,534.219685025742,B,0.94503992143395
166190,234,61,864.68006996848,B,0.913967325865132
166362,234,233,583.47726660692,B,0.940275003402717
166777,234,648,799.38706478911,B,0.919943673727151
166902,235,60,981.283614689747,B,0.903485405215939
166903,235,61,865.350285035122,B,0.913906382859346
167075,235,233,555.814101205026,B,0.942945059936982
167490,235,648,774.232470536175,B,0.922267012455694
167615,236,60,977.773584974901,B,0.903797423710144
167616,236,61,884.158170449734,B,0.91219948000687
167788,236,233,534.219685025742,B,0.94503992143395
168203,236,648,752.341391585892,B,0.924298496389482
169221,238,240,853.833998504566,B,0.914954696087379
169223,238,242,548.132753542628,B,0.94368915783906
169224,238,243,654.42711358816,B,0.933495530953058
169936,239,242,705.843243705257,B,0.928643340034933
170392,239,698,877.962182374339,B,0.912761089984588
170645,240,238,853.833998504566,B,0.914954696087379
170651,240,244,790.623397651348,B,0.920751777212482
171702,241,582,957.966820816393,B,0.905562161558015
172071,242,238,548.132753542628,B,0.94368915783906
172072,242,239,705.843243705257,B,0.928643340034933
172784,243,238,654.42711358816,B,0.933495530953058
172790,243,244,717.512017299505,B,0.927549160968068
173499,244,240,790.623397651348,B,0.920751777212482
173502,244,243,717.512017299505,B,0.927549160968068
174224,245,252,846.062746529514,B,0.915663463546203
174596,245,624,774.047303879432,B,0.922284158404099
174649,245,677,892.001779721479,B,0.911489518579935
174938,246,253,783.953839060483,B,0.921367733595564
175361,246,676,905.267159694732,B,0.910291319235374
175651,247,253,819.189651139305,B,0.918122877833346
176074,247,676,858.172682835816,B,0.914559468821884
176386,248,275,637.015975473892,B,0.935150150134783
176654,248,543,880.219402430709,B,0.912556413455506
177094,249,270,846.410918743131,B,0.915631685432819
177790,250,253,783.953839060483,B,0.921367733595564
178213,250,676,905.267159694732,B,0.910291319235374
178502,251,252,871.610902429004,B,0.913337493954679
178504,251,254,520.487608460884,B,0.946376910359687
178874,251,624,800.22552548826,B,0.919866433058899
178927,251,677,886.992642602389,B,0.911942791211012
179208,252,245,846.062746529514,B,0.915663463546203
179214,252,251,871.610902429004,B,0.913337493954679
179229,252,266,728.692507789059,B,0.926503184262247
179664,252,701,772.814596636073,B,0.922398320124097
179922,253,246,783.953839060483,B,0.921367733595564
179923,253,247,819.189651139305,B,0.918122877833346
179926,253,250,783.953839060483,B,0.921367733595564
179934,253,258,814.343791011776,B,0.918567775566099
179938,253,262,783.953839060483,B,0.921367733595564
179939,253,263,830.85999370147,B,0.9170531920018
180352,253,676,817.68480873271,B,0.918260991059149
180383,253,707,672.33366548872,B,0.931799927920762
180640,254,251,520.487608460884,B,0.946376910359687
180665,254,276,809.018785594593,B,0.919057161053266
181374,255,272,814.287462770783,B,0.918572949589043
182086,256,271,734.129864693253,B,0.925995351323359
182787,257,259,961.607557714663,B,0.905237263370269
182801,257,273,846.311309821988,B,0.915640776638376
183177,257,649,530.703591485691,B,0.945381897065314
183494,258,253,814.343791011776,B,0.918567775566099
183519,258,278,965.130277892797,B,0.904923118800657
184211,259,257,961.607557714663,B,0.905237263370269
185342,260,675,913.310858451698,B,0.909566302779
185652,261,272,875.116824575899,B,0.913019227562542
186346,262,253,783.953839060483,B,0.921367733595564
186769,262,676,905.267159694732,B,0.910291319235374
187059,263,253,830.85999370147,B,0.9170531920018
187482,263,676,809.22333001344,B,0.919038353119098
189197,266,252,728.692507789059,B,0.926503184262247
189569,266,624,799.692128476604,B,0.919915569151973
189934,267,276,725.592078918514,B,0.926793004520231
190641,268,270,758.305974713973,B,0.923744098814005
191074,268,703,957.791265552466,B,0.90557783394729
191238,269,154,505.942472705655,B,0.947797192532663
192046,270,249,846.410918743131,B,0.915631685432819
192065,270,268,758.305974713973,B,0.923744098814005
192380,270,583,664.236075988679,B,0.93256593940701
192500,270,703,820.584939722133,B,0.917994856483865
192766,271,256,734.129864693253,B,0.925995351323359
193478,272,255,814.287462770783,B,0.918572949589043
193484,272,261,875.116824575899,B,0.913019227562542
193882,272,659,858.06272911093,B,0.914569480708093
194193,273,257,846.311309821988,B,0.915640776638376
195610,275,248,637.015975473892,B,0.935150150134783
196329,276,254,809.018785594593,B,0.919057161053266
196342,276,267,725.592078918514,B,0.926793004520231
196752,276,677,722.229582766725,B,0.927107527189864
197066,277,278,755.982550602105,B,0.923959977930461
197759,278,258,965.130277892797,B,0.904923118800657
197778,278,277,755.982550602105,B,0.923959977930461
198494,279,280,818.335102646865,B,0.918201302508638
198495,279,281,667.684259040443,B,0.932239596099571
198496,279,282,809.449919296407,B,0.919017519050289
198499,279,285,773.681969913865,B,0.922317989244201
198500,279,286,899.877592992428,B,0.91077775328747
198819,279,605,675.157804711283,B,0.931533067384702
199206,280,279,818.335102646865,B,0.918201302508638
199210,280,283,530.714866174123,B,0.94538080009238
199211,280,284,603.213809059114,B,0.938379250790017
199919,281,279,667.684259040443,B,0.932239596099571
199923,281,283,676.753533539331,B,0.931382350234482
199924,281,284,749.716570189201,B,0.924542679865443
200632,282,279,809.449919296407,B,0.919017519050289
200636,282,283,584.3721104919,B,0.940188885274608
200637,282,284,655.752659805496,B,0.933369801169975
