,Source,Target,distancias,longitudclase,pesos
34984,50,47,631.919779156184,B,0.935635563267191
35023,50,86,892.839779761098,B,0.911413732649093
35024,50,87,879.611231956364,B,0.912611551113881
35027,50,90,849.527221048258,B,0.915347354815547
35028,50,91,938.552129915051,B,0.907298667702182
35033,50,96,851.913925795462,B,0.915129711874057
35711,51,61,816.327713284708,B,0.918385579826236
35883,51,233,631.049012009563,B,0.935718554325008
36298,51,648,848.714633014889,B,0.915421478116933
36426,52,63,861.533740368187,B,0.914253531932348
36990,52,627,849.036188649691,B,0.915392144764066
37131,53,55,794.40120068975,B,0.920403249493692
37134,53,58,694.390110175936,B,0.929719811844923
37138,53,62,870.876198253237,B,0.913404218267644
37139,53,63,552.598067675481,B,0.94325645666669
37141,53,65,689.672648528021,B,0.930163928704953
37142,53,66,816.52180723452,B,0.918367758870742
37594,53,518,931.633533551275,B,0.907919097605787
37703,53,627,539.209052897468,B,0.944555079391714
37785,53,709,769.679463490004,B,0.922688793974915
38555,55,53,794.40120068975,B,0.920403249493692
38558,55,56,777.138753430532,B,0.921997981760202
38566,55,64,719.93086720796,B,0.927322668357715
39270,56,55,777.138753430532,B,0.921997981760202
39273,56,58,694.000835787848,B,0.929756443320758
39277,56,62,852.362832188705,B,0.915088787788512
39278,56,63,536.347022225131,B,0.944833136492883
39280,56,65,690.955802177962,B,0.930043086531097
39281,56,66,799.564732329937,B,0.91992730555661
39733,56,518,927.208397383413,B,0.908316369860077
39842,56,627,523.146678277398,B,0.94611772148479
39924,56,709,784.022642463364,B,0.921361375160763
40316,57,388,910.55673721163,B,0.90981441464407
40694,58,53,694.390110175936,B,0.929719811844923
40697,58,56,694.000835787848,B,0.929756443320758
