,Source,Target,distancias,longitudclase,pesos
174948,246,263,148.398968368955,A,0.984101790814335
175392,246,707,277.044396202511,A,0.970723299695092
175644,247,246,85.3258953277472,A,0.990796718275091
175648,247,250,85.3258953277472,A,0.990796718275091
175660,247,262,85.3258953277472,A,0.990796718275091
175661,247,263,65.1084936452311,A,0.992962027084695
176105,247,707,238.586643168398,A,0.974684444309591
177084,249,260,352.155949868506,A,0.963078935208324
177784,250,247,85.3258953277472,A,0.990796718275091
177800,250,263,148.398968368955,A,0.984101790814335
178244,250,707,277.044396202511,A,0.970723299695092
178495,251,245,35.745362298222,A,0.996123763141252
178517,251,267,436.968473704249,A,0.954590719997785
178526,251,276,289.560478946423,A,0.969441079533829
178951,251,701,185.12662364487,A,0.980244831215828
179217,252,254,351.653301474577,A,0.963129691309885
179230,252,267,435.03967871653,A,0.954782094840151
179587,252,624,74.7186279112189,A,0.991931590852937
180634,254,245,494.462708841808,A,0.94892116535307
180641,254,252,351.653301474577,A,0.963129691309885
180656,254,267,83.5220540911286,A,0.990989528134823
181013,254,624,279.741619571128,A,0.970446693848521
181090,254,701,428.216298261457,A,0.955459726271298
181363,255,261,62.0991575775811,A,0.993285140189325
181761,255,659,162.104912685894,A,0.982658914558546
184227,259,273,250.225471291191,A,0.973482239046059
184916,260,249,352.155949868506,A,0.963078935208324
184937,260,270,494.462147152193,A,0.948921220412789
185635,261,255,62.0991575775811,A,0.993285140189325
186039,261,659,150.006312497643,A,0.983932360374752
186340,262,247,85.3258953277472,A,0.990796718275091
186356,262,263,148.398968368955,A,0.984101790814335
