"","Id","Label","timeset","farmacia","latitude","longitude","Zona","Farm","columna1"
"244","244","DEL DR. SIMI",NA,"MACUL",-33.485057,-70.599336,"","DEL DR. SIMI","OTRO"
"245","245","SALCOBRAND",NA,"MAIPU",-33.510502,-70.757643,"","SALCOBRAND","SALCOBRAND"
"246","246","SALCOBRAND",NA,"MAIPU",-33.481847,-70.753649,"","SALCOBRAND","SALCOBRAND"
"247","247","SALCOBRAND",NA,"MAIPU",-33.481149,-70.754035,"","SALCOBRAND","SALCOBRAND"
"248","248","SALCOBRAND",NA,"MAIPU",-33.542137,-70.771024,"","SALCOBRAND","SALCOBRAND"
"249","249","AHUMADA",NA,"MAIPU",-33.560708,-70.780705,"","AHUMADA","AHUMADA"
"250","250","AHUMADA",NA,"MAIPU",-33.481847,-70.753649,"","AHUMADA","AHUMADA"
"251","251","AHUMADA",NA,"MAIPU",-33.510738,-70.757381,"","AHUMADA","AHUMADA"
"252","252","AHUMADA",NA,"MAIPU",-33.50288,-70.757278,"","AHUMADA","AHUMADA"
"253","253","AHUMADA",NA,"MAIPU",-33.481442,-70.745228,"","AHUMADA","AHUMADA"
"254","254","AHUMADA",NA,"MAIPU",-33.506046,-70.75748,"","AHUMADA","AHUMADA"
"255","255","AHUMADA",NA,"MAIPU",-33.531558,-70.775088,"","AHUMADA","AHUMADA"
"256","256","ALMENDRA",NA,"MAIPU",-33.489442,-70.774272,"","ALMENDRA","OTRO"
"257","257","BELEN",NA,"MAIPU",-33.507479,-70.784079,"","BELEN","OTRO"
"258","258","BELEN",NA,"MAIPU",-33.488435,-70.742558,"","BELEN","OTRO"
"259","259","APOTHEKE",NA,"MAIPU",-33.51232,-70.775493,"","APOTHEKE","OTRO"
"260","260","CRUZ VERDE",NA,"MAIPU",-33.559993,-70.7844,"","CRUZ VERDE","CRUZ VERDE"
"261","261","CRUZ VERDE",NA,"MAIPU",-33.531915,-70.775603,"","CRUZ VERDE","CRUZ VERDE"
"262","262","CRUZ VERDE",NA,"MAIPU",-33.481847,-70.753649,"","CRUZ VERDE","CRUZ VERDE"
"263","263","CRUZ VERDE",NA,"MAIPU",-33.480565,-70.754106,"","CRUZ VERDE","CRUZ VERDE"
"264","264","CRUZ VERDE",NA,"MAIPU",-33.471974,-70.759642,"","CRUZ VERDE","CRUZ VERDE"
"265","265","CRUZ VERDE",NA,"MAIPU",-33.513669,-70.826522,"","CRUZ VERDE","CRUZ VERDE"
"266","266","CRUZ VERDE",NA,"MAIPU",-33.496314,-70.757549,"","CRUZ VERDE","CRUZ VERDE"
"267","267","CRUZ VERDE",NA,"MAIPU",-33.506799,-70.757471,"","CRUZ VERDE","CRUZ VERDE"
"268","268","CRUZ VERDE",NA,"MAIPU",-33.554432,-70.795816,"","CRUZ VERDE","CRUZ VERDE"
"269","269","CRUZ VERDE",NA,"LA REINA",-33.4398441,-70.5556596,"","CRUZ VERDE","CRUZ VERDE"
"270","270","DEL PARQUE",NA,"MAIPU",-33.558795,-70.789529,"","DEL PARQUE","OTRO"
"271","271","ECONOFARMA",NA,"MAIPU",-33.489639,-70.766376,"","ECONOFARMA","OTRO"
"272","272","EXPRESS",NA,"MAIPU",-33.528159,-70.767318,"","EXPRESS","OTRO"
"273","273","MEBAL",NA,"MAIPU",-33.510064,-70.775509,"","MEBAL","OTRO"
"274","274","MEVIC",NA,"MAIPU",-33.52235,-70.796797,"","MEVIC","OTRO"
"275","275","MEVIC",NA,"MAIPU",-33.542754,-70.777843,"","MEVIC","OTRO"
"276","276","VIDA SALUD",NA,"MAIPU",-33.513329,-70.756999,"","VIDA SALUD","OTRO"
"277","277","SU FARMACIA",NA,"MAIPU",-33.501216,-70.741035,"","SU FARMACIA","OTRO"
"278","278","NETFARMA",NA,"MAIPU",-33.495531,-70.736547,"","NETFARMA","OTRO"
"279","279","AHUMADA",NA,"MELIPILLA",-33.68064,-71.208747,"","AHUMADA","AHUMADA"
"280","280","CRUZ VERDE",NA,"MELIPILLA",-33.686111,-71.214668,"","CRUZ VERDE","CRUZ VERDE"
"281","281","CRUZ VERDE",NA,"MELIPILLA",-33.684917,-71.213814,"","CRUZ VERDE","CRUZ VERDE"
"282","282","EKONOFARMA",NA,"MELIPILLA",-33.685574,-71.215179,"","EKONOFARMA","OTRO"
"283","283","REDONDO",NA,"MELIPILLA",-33.69083,-71.215614,"","REDONDO","OTRO"
"284","284","SERRANO",NA,"MELIPILLA",-33.69146,-71.215843,"","SERRANO","OTRO"
"285","285","SALCOBRAND",NA,"MELIPILLA",-33.686211,-71.213768,"","SALCOBRAND","SALCOBRAND"
"286","286","SALCOBRAND",NA,"MELIPILLA",-33.686588,-71.215347,"","SALCOBRAND","SALCOBRAND"
"287","287","AHUMADA",NA,"NUNOA",-33.450135,-70.621558,"","AHUMADA","AHUMADA"
"288","288","AHUMADA",NA,"NUNOA",-33.465888,-70.588277,"","AHUMADA","AHUMADA"
"289","289","SALCOBRAND",NA,"NUNOA",-33.446473,-70.611272,"","SALCOBRAND","SALCOBRAND"
"290","290","SALCOBRAND",NA,"NUNOA",-33.455188,-70.609099,"","SALCOBRAND","SALCOBRAND"
"291","291","SALCOBRAND",NA,"NUNOA",-33.449477,-70.597856,"","SALCOBRAND","SALCOBRAND"
"292","292","SALCOBRAND",NA,"NUNOA",-33.455452,-70.586945,"","SALCOBRAND","SALCOBRAND"
"293","293","SALCOBRAND",NA,"NUNOA",-33.456271,-70.613901,"","SALCOBRAND","SALCOBRAND"
"294","294","SALCOBRAND",NA,"NUNOA",-33.464984,-70.598226,"","SALCOBRAND","SALCOBRAND"
"295","295","AHUMADA",NA,"NUNOA",-33.455027,-70.60908,"","AHUMADA","AHUMADA"
"296","296","AHUMADA",NA,"NUNOA",-33.455309,-70.627108,"","AHUMADA","AHUMADA"
"297","297","AHUMADA",NA,"NUNOA",-33.454507,-70.600608,"","AHUMADA","AHUMADA"
"298","298","AHUMADA",NA,"NUNOA",-33.445605,-70.606138,"","AHUMADA","AHUMADA"
"299","299","AHUMADA",NA,"NUNOA",-33.448273,-70.580555,"","AHUMADA","AHUMADA"
"300","300","AHUMADA",NA,"NUNOA",-33.447789,-70.597547,"","AHUMADA","AHUMADA"
"301","301","CRUZ VERDE",NA,"NUNOA",-33.448329,-70.610647,"","CRUZ VERDE","CRUZ VERDE"
"302","302","CRUZ VERDE",NA,"NUNOA",-33.448564,-70.580705,"","CRUZ VERDE","CRUZ VERDE"
"303","303","CRUZ VERDE",NA,"NUNOA",-33.455765,-70.626106,"","CRUZ VERDE","CRUZ VERDE"
"304","304","CRUZ VERDE",NA,"NUNOA",-33.453053,-70.615452,"","CRUZ VERDE","CRUZ VERDE"
"305","305","CRUZ VERDE",NA,"NUNOA",-33.454342,-70.602297,"","CRUZ VERDE","CRUZ VERDE"
"306","306","CRUZ VERDE",NA,"NUNOA",-33.455219,-70.593017,"","CRUZ VERDE","CRUZ VERDE"
"307","307","CRUZ VERDE",NA,"NUNOA",-33.454494,-70.579021,"","CRUZ VERDE","CRUZ VERDE"
"308","308","CRUZ VERDE",NA,"NUNOA",-33.465302,-70.598239,"","CRUZ VERDE","CRUZ VERDE"
"309","309","CRUZ VERDE",NA,"NUNOA",-33.45816,-70.598017,"","CRUZ VERDE","CRUZ VERDE"
"310","310","CRUZ VERDE",NA,"NUNOA",-33.442758,-70.572611,"","CRUZ VERDE","CRUZ VERDE"
"311","311","CRUZ VERDE",NA,"NUNOA",-33.445565,-70.606112,"","CRUZ VERDE","CRUZ VERDE"
"312","312","CRUZ VERDE",NA,"NUNOA",-33.455649,-70.605221,"","CRUZ VERDE","CRUZ VERDE"
"313","313","CRUZ VERDE",NA,"NUNOA",-33.434033,-70.582342,"","CRUZ VERDE","CRUZ VERDE"
"314","314","INSTITUCIONAL",NA,"NUNOA",-33.453256,-70.591758,"","INSTITUCIONAL","OTRO"
"315","315","REDOXX",NA,"NUNOA",-33.462935,-70.620185,"","REDOXX","OTRO"
"316","316","SALCOBRAND",NA,"NUNOA",-33.454772,-70.627526,"","SALCOBRAND","SALCOBRAND"
"317","317","SANTA  GEMITA",NA,"NUNOA",-33.454762,-70.599854,"","SANTA  GEMITA","OTRO"
"318","318","SALCOBRAND",NA,"NUNOA",-33.448165,-70.600672,"","SALCOBRAND","SALCOBRAND"
"319","319","SAN JUAN",NA,"PADRE HURTADO",-33.569701,-70.815772,"","SAN JUAN","OTRO"
"320","320","FARMAMARKET",NA,"PADRE HURTADO",-33.568003,-70.808887,"","FARMAMARKET","OTRO"
"321","321","CRUZ VERDE",NA,"PAINE",-33.813498,-70.743019,"","CRUZ VERDE","CRUZ VERDE"
"322","322","PLAZA PAINE",NA,"PAINE",-33.809498,-70.738717,"","PLAZA PAINE","OTRO"
"323","323","CRUZ VERDE",NA,"PEDRO AGUIRRE CERDA",-33.478816,-70.663113,"","CRUZ VERDE","CRUZ VERDE"
"324","324","CRUZ VERDE",NA,"PEDRO AGUIRRE CERDA",-33.502505,-70.667851,"","CRUZ VERDE","CRUZ VERDE"
"325","325","IDAHUE",NA,"PEDRO AGUIRRE CERDA",-33.478489,-70.672005,"","IDAHUE","OTRO"
"326","326","LA BOTIKA",NA,"PEDRO AGUIRRE CERDA",-33.502397,-70.690115,"","LA BOTIKA","OTRO"
"327","327","FARMA-MARKET",NA,"PENAFLOR",-33.610554,-70.873439,"","FARMA-MARKET","OTRO"
"328","328","AHUMADA",NA,"PENAFLOR",-33.607203,-70.899843,"","AHUMADA","AHUMADA"
"329","329","CRUZ VERDE",NA,"PENAFLOR",-33.606915,-70.854744,"","CRUZ VERDE","CRUZ VERDE"
"330","330","CRUZ VERDE",NA,"PENAFLOR",-33.61071,-70.880887,"","CRUZ VERDE","CRUZ VERDE"
"331","331","CRUZ VERDE",NA,"PENAFLOR",-33.60872,-70.900199,"","CRUZ VERDE","CRUZ VERDE"
"332","332","CRUZ VERDE",NA,"PENAFLOR",-33.607217,-70.899797,"","CRUZ VERDE","CRUZ VERDE"
"333","333","MALLOCO",NA,"PENAFLOR",-33.604735,-70.852638,"","MALLOCO","OTRO"
"334","334","SAN JUAN",NA,"PENAFLOR",-33.609133,-70.900701,"","SAN JUAN","OTRO"
"335","335","SALCOBRAND",NA,"PENALOLEN",-33.479232,-70.545225,"","SALCOBRAND","SALCOBRAND"
"336","336","SALCOBRAND",NA,"PENALOLEN",-33.468936,-70.575921,"","SALCOBRAND","SALCOBRAND"
"337","337","SALCOBRAND",NA,"PENALOLEN",-33.486668,-70.579823,"","SALCOBRAND","SALCOBRAND"
"338","338","AHUMADA",NA,"PENALOLEN",-33.484731,-70.579397,"","AHUMADA","AHUMADA"
"339","339","AHUMADA",NA,"PENALOLEN",-33.487957,-70.54916,"","AHUMADA","AHUMADA"
"340","340","AHUMADA",NA,"PENALOLEN",-33.486444,-70.557757,"","AHUMADA","AHUMADA"
"341","341","AHUMADA",NA,"PENALOLEN",-33.484198,-70.558365,"","AHUMADA","AHUMADA"
"342","342","BELEN",NA,"PENALOLEN",-33.506258,-70.579184,"","BELEN","OTRO"
"343","343","CRUZ VERDE",NA,"PENALOLEN",-33.485825,-70.579606,"","CRUZ VERDE","CRUZ VERDE"
"344","344","CRUZ VERDE",NA,"PENALOLEN",-33.475988,-70.54338,"","CRUZ VERDE","CRUZ VERDE"
"345","345","CRUZ VERDE",NA,"PENALOLEN",-33.4864,-70.557735,"","CRUZ VERDE","CRUZ VERDE"
"346","346","CRUZ VERDE",NA,"PENALOLEN",-33.486668,-70.579823,"","CRUZ VERDE","CRUZ VERDE"
"347","347","CRUZ VERDE",NA,"PENALOLEN",-33.472261,-70.55461,"","CRUZ VERDE","CRUZ VERDE"
"348","348","CRUZ VERDE",NA,"PENALOLEN",-33.483805,-70.547014,"","CRUZ VERDE","CRUZ VERDE"
"349","349","DEL DR. SIMI",NA,"PENALOLEN",-33.4714531,-70.5415139,"","DEL DR. SIMI","OTRO"
"350","350","DEL DR. SIMI",NA,"PENALOLEN",-33.469629,-70.574566,"","DEL DR. SIMI","OTRO"
"351","351","DEL DR. SIMI",NA,"PENALOLEN",-33.502822,-70.561093,"","DEL DR. SIMI","OTRO"
"352","352","EL VALLE",NA,"PENALOLEN",-33.476053,-70.573552,"","EL VALLE","OTRO"
"353","353","MEDDICA",NA,"PENALOLEN",-33.472427,-70.538437,"","MEDDICA","OTRO"
"354","354","GENNETIKA",NA,"PENALOLEN",-33.47234,-70.538712,"","GENNETIKA","OTRO"
"355","355","GALLARDO",NA,"PENALOLEN",-33.477724,-70.572401,"","GALLARDO","OTRO"
"356","356","LA BOTIKA",NA,"PENALOLEN",-33.507497,-70.568472,"","LA BOTIKA","OTRO"
"357","357","SALCOBRAND",NA,"PENALOLEN",-33.487541,-70.558636,"","SALCOBRAND","SALCOBRAND"
"358","358","SALCOBRAND",NA,"PENALOLEN",-33.489299,-70.549871,"","SALCOBRAND","SALCOBRAND"
"359","359","SALCOBRAND",NA,"PIRQUE",-33.634483,-70.570314,"","SALCOBRAND","SALCOBRAND"
"360","360","SALCOBRAND",NA,"PROVIDENCIA",-33.429187,-70.61886,"","SALCOBRAND","SALCOBRAND"
"361","361","SALCOBRAND",NA,"PROVIDENCIA",-33.417618,-70.608246,"","SALCOBRAND","SALCOBRAND"
"362","362","SALCOBRAND",NA,"PROVIDENCIA",-33.430206,-70.60277,"","SALCOBRAND","SALCOBRAND"
"363","363","SALCOBRAND",NA,"PROVIDENCIA",-33.438335,-70.615679,"","SALCOBRAND","SALCOBRAND"
"364","364","AHUMADA",NA,"PROVIDENCIA",-33.417669,-70.608276,"","AHUMADA","AHUMADA"
"365","365","AHUMADA",NA,"PROVIDENCIA",-33.436607,-70.599068,"","AHUMADA","AHUMADA"
"366","366","AHUMADA",NA,"PROVIDENCIA",-33.431701,-70.583823,"","AHUMADA","AHUMADA"
"367","367","AHUMADA",NA,"PROVIDENCIA",-33.429951,-70.602705,"","AHUMADA","AHUMADA"
"368","368","AHUMADA",NA,"PROVIDENCIA",-33.4395383344841,-70.6079110264587,"","AHUMADA","AHUMADA"
"369","369","AHUMADA",NA,"PROVIDENCIA",-33.422532,-70.611052,"","AHUMADA","AHUMADA"
"370","370","AHUMADA",NA,"PROVIDENCIA",-33.440999,-70.630386,"","AHUMADA","AHUMADA"
"371","371","CARMEN",NA,"PROVIDENCIA",-33.439826,-70.624619,"","CARMEN","OTRO"
"372","372","CRUZ VERDE",NA,"PROVIDENCIA",-33.417669,-70.608274,"","CRUZ VERDE","CRUZ VERDE"
"373","373","CRUZ VERDE",NA,"PROVIDENCIA",-33.431983,-70.62928,"","CRUZ VERDE","CRUZ VERDE"
"374","374","CRUZ VERDE",NA,"PROVIDENCIA",-33.433335,-70.617624,"","CRUZ VERDE","CRUZ VERDE"
"375","375","CRUZ VERDE",NA,"PROVIDENCIA",-33.437794,-70.604202,"","CRUZ VERDE","CRUZ VERDE"
"376","376","CRUZ VERDE",NA,"PROVIDENCIA",-33.422469,-70.609555,"","CRUZ VERDE","CRUZ VERDE"
"377","377","CRUZ VERDE",NA,"PROVIDENCIA",-33.445095,-70.619839,"","CRUZ VERDE","CRUZ VERDE"
"378","378","LIDO",NA,"PROVIDENCIA",-33.42803,-70.593875,"","LIDO","OTRO"
"379","379","ROESAR",NA,"PROVIDENCIA",-33.432565,-70.635905,"","ROESAR","OTRO"
"380","380","SALCOBRAND",NA,"PROVIDENCIA",-33.426402,-70.615652,"","SALCOBRAND","SALCOBRAND"
"381","381","SALCOBRAND",NA,"PROVIDENCIA",-33.42306,-70.611816,"","SALCOBRAND","SALCOBRAND"
"382","382","SALCOBRAND",NA,"PROVIDENCIA",-33.437816,-70.603767,"","SALCOBRAND","SALCOBRAND"
"383","383","FARMA UNO",NA,"PUDAHUEL",-33.432032,-70.752579,"","FARMA UNO","OTRO"
"384","384","AHUMADA",NA,"PUDAHUEL",-33.449343,-70.848439,"","AHUMADA","AHUMADA"
"385","385","AHUMADA",NA,"PUDAHUEL",-33.467965,-70.731704,"","AHUMADA","AHUMADA"
"386","386","AHUMADA",NA,"PUDAHUEL",-33.454986,-70.738717,"","AHUMADA","AHUMADA"
"387","387","AHUMADA",NA,"PUDAHUEL",-33.457511,-70.823418,"","AHUMADA","AHUMADA"
"388","388","BELEN",NA,"PUDAHUEL",-33.462165,-70.737344,"","BELEN","OTRO"
"389","389","CRUZ VERDE",NA,"PUDAHUEL",-33.396873,-70.791846,"","CRUZ VERDE","CRUZ VERDE"
"390","390","CRUZ VERDE",NA,"PUDAHUEL",-33.453321,-70.763032,"","CRUZ VERDE","CRUZ VERDE"
"391","391","EMIFAR",NA,"PUDAHUEL",-33.436491,-70.750583,"","EMIFAR","OTRO"
"392","392","LAISA",NA,"PUDAHUEL",-33.459909,-70.761441,"","LAISA","OTRO"
"393","393","FARMA OFERTA",NA,"PUDAHUEL",-33.439105,-70.758029,"","FARMA OFERTA","OTRO"
"394","394","CRUZ VERDE",NA,"PUDAHUEL",-33.444607,-70.740637,"","CRUZ VERDE","CRUZ VERDE"
"395","395","SAN PIO",NA,"PUDAHUEL",-33.437548,-70.77114,"","SAN PIO","OTRO"
"396","396","TIERRA DEL FUEGO",NA,"PUDAHUEL",-33.43214,-70.750476,"","TIERRA DEL FUEGO","OTRO"
"397","397","TORRES",NA,"PUDAHUEL",-33.460071,-70.751806,"","TORRES","OTRO"
"398","398","LAS PRINCESAS",NA,"PUDAHUEL",-33.44197,-70.763715,"","LAS PRINCESAS","OTRO"
"399","399","SALCOBRAND",NA,"PUENTE ALTO",-33.557954,-70.559352,"","SALCOBRAND","SALCOBRAND"
"400","400","SALCOBRAND",NA,"PUENTE ALTO",-33.568989,-70.554782,"","SALCOBRAND","SALCOBRAND"
"401","401","SALCOBRAND",NA,"PUENTE ALTO",-33.569053,-70.554921,"","SALCOBRAND","SALCOBRAND"
"402","402","SALCOBRAND",NA,"PUENTE ALTO",-33.572973,-70.582806,"","SALCOBRAND","SALCOBRAND"
"403","403","LA BOTIKA",NA,"PUENTE ALTO",-33.582367,-70.601532,"","LA BOTIKA","OTRO"
"404","404","LOS TOROS",NA,"PUENTE ALTO",-33.567925,-70.570904,"","LOS TOROS","OTRO"
"405","405","AHUMADA",NA,"PUENTE ALTO",-33.598678,-70.577779,"","AHUMADA","AHUMADA"
"406","406","AHUMADA",NA,"PUENTE ALTO",-33.598678,-70.577779,"","AHUMADA","AHUMADA"
"407","407","AHUMADA",NA,"PUENTE ALTO",-33.612042,-70.575437,"","AHUMADA","AHUMADA"
"408","408","AHUMADA",NA,"PUENTE ALTO",-33.566537,-70.556883,"","AHUMADA","AHUMADA"
"409","409","ANGEL",NA,"PUENTE ALTO",-33.618122,-70.574144,"","ANGEL","OTRO"
"410","410","ARES",NA,"PUENTE ALTO",-33.568443,-70.583565,"","ARES","OTRO"
"411","411","CARMEN",NA,"PUENTE ALTO",-33.609991,-70.551392,"","CARMEN","OTRO"
"412","412","CATALINA",NA,"PUENTE ALTO",-33.576334,-70.566777,"","CATALINA","OTRO"
"413","413","CRUZ VERDE",NA,"PUENTE ALTO",-33.571355,-70.555026,"","CRUZ VERDE","CRUZ VERDE"
"414","414","CRUZ VERDE",NA,"PUENTE ALTO",-33.569029,-70.554929,"","CRUZ VERDE","CRUZ VERDE"
"415","415","CRUZ VERDE",NA,"PUENTE ALTO",-33.609906,-70.575866,"","CRUZ VERDE","CRUZ VERDE"
"416","416","CRUZ VERDE",NA,"PUENTE ALTO",-33.572383,-70.583299,"","CRUZ VERDE","CRUZ VERDE"
"417","417","CRUZ VERDE",NA,"PUENTE ALTO",-33.569366,-70.583538,"","CRUZ VERDE","CRUZ VERDE"
"418","418","CRUZ VERDE",NA,"PUENTE ALTO",-33.608347,-70.576046,"","CRUZ VERDE","CRUZ VERDE"
"419","419","CRUZ VERDE",NA,"PUENTE ALTO",-33.559537,-70.551508,"","CRUZ VERDE","CRUZ VERDE"
"420","420","CRUZ VERDE",NA,"PUENTE ALTO",-33.609517,-70.575524,"","CRUZ VERDE","CRUZ VERDE"
"421","421","CRUZ VERDE",NA,"PUENTE ALTO",-33.581626,-70.568794,"","CRUZ VERDE","CRUZ VERDE"
"422","422","CRUZ VERDE",NA,"PUENTE ALTO",-33.611657,-70.577084,"","CRUZ VERDE","CRUZ VERDE"
"423","423","J M",NA,"PUENTE ALTO",-33.608356,-70.528214,"","J M","OTRO"
"424","424","DEL DR. SIMI",NA,"PUENTE ALTO",-33.574457,-70.555361,"","DEL DR. SIMI","OTRO"
"425","425","FULLFARMA",NA,"PUENTE ALTO",-33.589942,-70.58568,"","FULLFARMA","OTRO"
"426","426","SALUD FARMA",NA,"PUENTE ALTO",-33.580998,-70.58118,"","SALUD FARMA","OTRO"
"427","427","LOS PALTOS",NA,"PUENTE ALTO",-33.582317,-70.6010208,"","LOS PALTOS","OTRO"
"428","428","MEDDICA",NA,"PUENTE ALTO",-33.594228,-70.559138,"","MEDDICA","OTRO"
"429","429","PATRICIO",NA,"PUENTE ALTO",-33.611894,-70.551872,"","PATRICIO","OTRO"
"430","430","PATRICIO",NA,"PUENTE ALTO",-33.625231,-70.609237,"","PATRICIO","OTRO"
"431","431","DONDE'L LORITO",NA,"PUENTE ALTO",-33.582199,-70.606087,"","DONDE'L LORITO","OTRO"
"432","432","SALCOBRAND",NA,"PUENTE ALTO",-33.609616,-70.575918,"","SALCOBRAND","SALCOBRAND"
"433","433","SALCOBRAND",NA,"PUENTE ALTO",-33.595224,-70.590104,"","SALCOBRAND","SALCOBRAND"
"434","434","SALCOBRAND",NA,"QUILICURA",-33.366789,-70.720092,"","SALCOBRAND","SALCOBRAND"
"435","435","AHUMADA",NA,"QUILICURA",-33.35618,-70.729107,"","AHUMADA","AHUMADA"
"436","436","AHUMADA",NA,"QUILICURA",-33.38230576856,-70.7300448898575,"","AHUMADA","AHUMADA"
"437","437","BELEN",NA,"QUILICURA",-33.366843,-70.713917,"","BELEN","OTRO"
"438","438","BELEN",NA,"QUILICURA",-33.367224,-70.734052,"","BELEN","OTRO"
"439","439","CRUZ VERDE",NA,"QUILICURA",-33.365681,-70.728849,"","CRUZ VERDE","CRUZ VERDE"
"440","440","CRUZ VERDE",NA,"QUILICURA",-33.355561,-70.729102,"","CRUZ VERDE","CRUZ VERDE"
"441","441","NUEVA REAL",NA,"QUILICURA",-33.358277,-70.729319,"","NUEVA REAL","OTRO"
"442","442","SCANDIC",NA,"QUILICURA",-33.361861,-70.744786,"","SCANDIC","OTRO"
"443","443","SALCOBRAND",NA,"QUILICURA",-33.367883,-70.732212,"","SALCOBRAND","SALCOBRAND"
"444","444","AHUMADA",NA,"QUINTA NORMAL",-33.432722,-70.680556,"","AHUMADA","AHUMADA"
"445","445","CRUZ VERDE",NA,"QUINTA NORMAL",-33.430501,-70.692356,"","CRUZ VERDE","CRUZ VERDE"
"446","446","EMIFAR",NA,"QUINTA NORMAL",-33.416474,-70.711044,"","EMIFAR","OTRO"
"447","447","MACARENA",NA,"QUINTA NORMAL",-33.42251,-70.713359,"","MACARENA","OTRO"
"448","448","MENDOZA",NA,"QUINTA NORMAL",-33.423105,-70.69258,"","MENDOZA","OTRO"
"449","449","MEVIC",NA,"QUINTA NORMAL",-33.428854,-70.715467,"","MEVIC","OTRO"
"450","450","MYPHARMA",NA,"QUINTA NORMAL",-33.441632,-70.707257,"","MYPHARMA","OTRO"
"451","451","AHUMADA",NA,"RECOLETA",-33.405714,-70.643169,"","AHUMADA","AHUMADA"
"452","452","AHUMADA",NA,"RECOLETA",-33.393881,-70.642527,"","AHUMADA","AHUMADA"
"453","453","B P M",NA,"RECOLETA",-33.391151,-70.641205,"","B P M","OTRO"
"454","454","CRUZ DEL NORTE",NA,"RECOLETA",-33.388507,-70.642304,"","CRUZ DEL NORTE","OTRO"
"455","455","FARMARKET",NA,"RECOLETA",-33.403864,-70.631957,"","FARMARKET","OTRO"
"456","456","CRUZ VERDE",NA,"RECOLETA",-33.402695,-70.643003,"","CRUZ VERDE","CRUZ VERDE"
"457","457","CRUZ VERDE",NA,"RECOLETA",-33.429534,-70.647091,"","CRUZ VERDE","CRUZ VERDE"
"458","458","MARSIL",NA,"RECOLETA",-33.431213,-70.651344,"","MARSIL","OTRO"
"459","459","EL SALTO",NA,"RECOLETA",-33.410583,-70.636818,"","EL SALTO","OTRO"
"460","460","AHUMADA",NA,"RENCA",-33.405203,-70.704613,"","AHUMADA","AHUMADA"
"461","461","CRUZ VERDE",NA,"RENCA",-33.406582,-70.700875,"","CRUZ VERDE","CRUZ VERDE"
"462","462","CRUZ VERDE",NA,"RENCA",-33.405687,-70.704351,"","CRUZ VERDE","CRUZ VERDE"
"463","463","MEDDICA",NA,"RENCA",-33.400438,-70.744682,"","MEDDICA","OTRO"
"464","464","DONDE'L LORITO",NA,"RENCA",-33.409302,-70.746696,"","DONDE'L LORITO","OTRO"
"465","465","SALCOBRAND",NA,"RENCA",-33.404343,-70.705514,"","SALCOBRAND","SALCOBRAND"
"466","466","SALCOBRAND",NA,"SAN BERNARDO",-33.592758,-70.704956,"","SALCOBRAND","SALCOBRAND"
"467","467","SALCOBRAND",NA,"SAN BERNARDO",-33.593692,-70.705686,"","SALCOBRAND","SALCOBRAND"
"468","468","SALCOBRAND",NA,"SAN BERNARDO",-33.594272,-70.705896,"","SALCOBRAND","SALCOBRAND"
"469","469","SALCOBRAND",NA,"SAN BERNARDO",-33.630736,-70.707929,"","SALCOBRAND","SALCOBRAND"
"470","470","SALCOBRAND",NA,"SAN BERNARDO",-33.630736,-70.707929,"","SALCOBRAND","SALCOBRAND"
"471","471","AHUMADA",NA,"SAN BERNARDO",-33.592704,-70.70516,"","AHUMADA","AHUMADA"
"472","472","AHUMADA",NA,"SAN BERNARDO",-33.597239,-70.699727,"","AHUMADA","AHUMADA"
"473","473","BELEN",NA,"SAN BERNARDO",-33.587471,-70.678018,"","BELEN","OTRO"
"474","474","CRUZ VERDE",NA,"SAN BERNARDO",-33.59272,-70.705239,"","CRUZ VERDE","CRUZ VERDE"
"475","475","CRUZ VERDE",NA,"SAN BERNARDO",-33.590117,-70.704405,"","CRUZ VERDE","CRUZ VERDE"
"476","476","CRUZ VERDE",NA,"SAN BERNARDO",-33.593808,-70.705735,"","CRUZ VERDE","CRUZ VERDE"
"477","477","CRUZ VERDE",NA,"SAN BERNARDO",-33.630736,-70.707929,"","CRUZ VERDE","CRUZ VERDE"
"478","478","CRUZ VERDE",NA,"SAN BERNARDO",-33.5916,-70.704514,"","CRUZ VERDE","CRUZ VERDE"
"479","479","LOS ALMENDROS",NA,"SAN BERNARDO",-33.592994,-70.697068,"","LOS ALMENDROS","OTRO"
"480","480","LOS OLIVOS",NA,"SAN BERNARDO",-33.579037,-70.694487,"","LOS OLIVOS","OTRO"
"481","481","LA BOTIKA",NA,"SAN JOAQUIN",-33.517887,-70.629028,"","LA BOTIKA","OTRO"
"482","482","DAMYFAR",NA,"SAN JOAQUIN",-33.49175,-70.617843,"","DAMYFAR","OTRO"
"483","483","DEL DR. SIMI",NA,"SAN JOAQUIN",-33.506374,-70.638138,"","DEL DR. SIMI","OTRO"
"484","484","FARMAVIDA",NA,"SAN JOAQUIN",-33.505712,-70.623572,"","FARMAVIDA","OTRO"
"485","485","THERAPIA IV",NA,"SAN JOAQUIN",-33.473563,-70.626895,"","THERAPIA IV","OTRO"
"486","486","SAN ANDRES",NA,"SAN JOSE DE MAIPO",-33.639899,-70.352269,"","SAN ANDRES","OTRO"
"487","487","SALCOBRAND",NA,"SAN MIGUEL",-33.491357,-70.650793,"","SALCOBRAND","SALCOBRAND"
"488","488","SALCOBRAND",NA,"SAN MIGUEL",-33.506356,-70.655614,"","SALCOBRAND","SALCOBRAND"
