Id,Label,timeset,farmacia,lat,lng,nombre,comune,poblacion,POBLA,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
153,LA REINA,,LA REINA,33.451793,-70.555594,LA REINA,,,,16,3.006931,14,0.147938,0.210261,432.104813,23,0.00102,1,0.741667,89,0.05501
154,SALCOBRAND,,LA REINA,33.438685,-70.560922,SALCOBRAND,,,,21,3.239236,14,0.150901,0.224171,1386.057768,23,0.001237,1,0.538095,113,0.078422
155,SALCOBRAND,,LA REINA,33.441254,-70.535856,SALCOBRAND,,,,13,2.953925,15,0.133622,0.188482,29.215597,23,0.000909,1,0.910256,71,0.033422
156,AHUMADA,,LA REINA,33.44052,-70.543281,AHUMADA,,,,18,3.28883,15,0.134284,0.19561,107.292902,23,0.001176,1,0.72549,111,0.04691
157,CRUZ VERDE,,LA REINA,33.441344,-70.536114,CRUZ VERDE,,,,13,2.952416,15,0.133622,0.188482,29.215597,23,0.000909,1,0.910256,71,0.033422
158,CRUZ VERDE,,LO BARNECHEA,33.356144,-70.51721,CRUZ VERDE,,,,14,3.364194,17,0.113492,0.1627,1373.333345,8,0.001558,1,0.736264,67,0.014186
159,SALCOBRAND,,LA REINA,33.452677,-70.56197,SALCOBRAND,,,,19,3.513888,14,0.148391,0.214513,493.896192,23,0.001125,1,0.672515,115,0.083278
160,SALCOBRAND,,LA REINA,33.438908,-70.557142,SALCOBRAND,,,,24,4.347746,14,0.150399,0.223482,2422.117912,23,0.001454,1,0.557971,154,0.073901
161,SALCOBRAND,,LA REINA,33.441182,-70.543302,SALCOBRAND,,,,18,3.255043,15,0.134284,0.19561,107.292902,23,0.001176,1,0.72549,111,0.04691
162,BELEN,,LAMPA,33.231773,-70.807404,BELEN,,,,1,0.1,2,0.545455,0.583333,0,7,0.000527,5,0,0,0.000461
163,BELEN,,LAMPA,33.287867,-70.871476,BELEN,,,,4,0.86202,2,0.75,0.833333,0,7,0.001454,5,1,6,0.001663
164,LETICIA,,LAMPA,33.284891,-70.877341,LETICIA,,,,4,1.182448,2,0.75,0.833333,0,7,0.001454,5,1,6,0.001663
165,SU FARMACIA S.A.,,LAMPA,33.294326,-70.867519,SU FARMACIA S.A.,,,,4,0.598032,2,0.75,0.833333,0,7,0.001454,5,1,6,0.001663
166,SALCOBRAND,,LAMPA,33.324002,-70.745991,SALCOBRAND,,,,1,0.1,2,0.545455,0.583333,0,7,0.000527,5,0,0,0.000461
167,SALCOBRAND,,LAS CONDES,33.425986,-70.577036,SALCOBRAND,,,,24,4.189174,14,0.15322,0.240649,1671.934238,23,0.001271,1,0.634058,175,0.135347
168,SALCOBRAND,,LAS CONDES,33.416492,-70.595146,SALCOBRAND,,,,29,4.235554,14,0.154936,0.243483,5587.392613,14,0.001475,1,0.504926,205,0.167721
169,SALCOBRAND,,LAS CONDES,33.41278,-70.581016,SALCOBRAND,,,,27,4.050879,15,0.146089,0.23134,480.65959,23,0.001486,1,0.558405,196,0.129624
170,SALCOBRAND,,LAS CONDES,33.410738,-70.573879,SALCOBRAND,,,,25,4.233414,15,0.141841,0.223951,341.079264,23,0.001409,1,0.646667,194,0.11832
171,SALCOBRAND,,LAS CONDES,33.409386,-70.569378,SALCOBRAND,,,,25,5.218278,15,0.136391,0.215978,118.021961,23,0.001413,1,0.703333,211,0.118116
172,SALCOBRAND,,LAS CONDES,33.423788,-70.580627,SALCOBRAND,,,,23,4.119576,14,0.1526,0.236888,781.579206,23,0.001226,1,0.664032,168,0.130066
173,SALCOBRAND,,LAS CONDES,33.416613,-70.565058,SALCOBRAND,,,,25,4.658449,15,0.136887,0.217502,202.537499,23,0.001417,1,0.683333,205,0.116264
174,SALCOBRAND,,LAS CONDES,33.418207,-70.552336,SALCOBRAND,,,,26,4.403059,15,0.136336,0.214675,221.993445,23,0.001539,1,0.593846,193,0.10067
175,SALCOBRAND,,LAS CONDES,33.416469,-70.554331,SALCOBRAND,,,,29,4.558325,15,0.136528,0.217871,363.993859,23,0.001686,1,0.576355,234,0.114259
176,AHUMADA,,LAS CONDES,33.384242,-70.533968,AHUMADA,,,,14,2.356249,16,0.127444,0.195683,180.605762,24,0.001176,1,0.637363,58,0.032077
177,AHUMADA,,LAS CONDES,33.395619,-70.549053,AHUMADA,,,,20,3.469261,16,0.127324,0.198731,105.785716,24,0.00137,1,0.605263,115,0.06185
178,AHUMADA,,LAS CONDES,33.401531,-70.56049,AHUMADA,,,,29,4.764851,16,0.12807,0.208473,360.376262,23,0.001722,1,0.534483,217,0.112569
179,AHUMADA,,LAS CONDES,33.386052,-70.531178,AHUMADA,,,,14,2.407534,16,0.127276,0.193962,51.64011,24,0.001219,1,0.593407,54,0.030373
180,AHUMADA,,LAS CONDES,33.424932,-70.550758,AHUMADA,,,,24,3.448707,15,0.137889,0.214894,1501.613076,23,0.001467,1,0.565217,156,0.080664
181,AHUMADA,,LAS CONDES,33.400958,-70.514375,AHUMADA,,,,6,1.980369,16,0.126493,0.183859,0.5,24,0.000805,1,0.866667,13,0.012075
182,AHUMADA,,LAS CONDES,33.401253,-70.517153,AHUMADA,,,,5,1.480855,16,0.126469,0.183122,0,24,0.000681,1,1,10,0.011427
183,AHUMADA,,LAS CONDES,33.401145,-70.514333,AHUMADA,,,,6,1.973906,16,0.126493,0.183859,0.5,24,0.000805,1,0.866667,13,0.012075
184,AHUMADA,,LAS CONDES,33.41878,-70.572098,AHUMADA,,,,27,4.791317,14,0.149834,0.238539,1987.581955,23,0.001465,1,0.575499,202,0.134339
185,AHUMADA,,LAS CONDES,33.376502,-70.525642,AHUMADA,,,,6,0.977887,16,0.127205,0.189046,695.828651,24,0.000654,1,0.733333,11,0.015007
186,CRUZ VERDE,,LAS CONDES,33.423851,-70.578522,CRUZ VERDE,,,,26,4.516502,14,0.152875,0.239838,2310.859862,23,0.001372,1,0.609231,198,0.142983
187,CRUZ VERDE,,LAS CONDES,33.416089,-70.593258,CRUZ VERDE,,,,33,4.556643,14,0.155291,0.247785,7806.911529,14,0.001665,1,0.458333,242,0.186282
188,CRUZ VERDE,,LAS CONDES,33.409177,-70.567914,CRUZ VERDE,,,,25,5.686941,15,0.136227,0.215609,405.980232,23,0.00143,1,0.696667,209,0.115955
189,CRUZ VERDE,,LAS CONDES,33.408266,-70.553483,CRUZ VERDE,,,,24,3.888584,16,0.130661,0.206314,84.929334,23,0.00144,1,0.634058,175,0.09684
190,CRUZ VERDE,,LAS CONDES,33.401262,-70.523223,CRUZ VERDE,,,,7,1.166235,16,0.126516,0.184597,2,24,0.000844,1,0.714286,15,0.014354
191,CRUZ VERDE,,LAS CONDES,33.41668,-70.564999,CRUZ VERDE,,,,25,4.649386,15,0.136887,0.217502,202.537499,23,0.001417,1,0.683333,205,0.116264
192,CRUZ VERDE,,LAS CONDES,33.43126,-70.578745,CRUZ VERDE,,,,22,5.262021,14,0.15483,0.245037,2897.388455,23,0.001155,1,0.640693,148,0.13671
193,CRUZ VERDE,,LAS CONDES,33.428769,-70.540587,CRUZ VERDE,,,,21,5.27861,15,0.137665,0.211944,639.887599,23,0.001338,1,0.666667,140,0.063901
194,CRUZ VERDE,,LAS CONDES,33.384402,-70.529446,CRUZ VERDE,,,,13,2.197998,16,0.127205,0.192733,41.726417,24,0.001159,1,0.589744,46,0.027721
195,CRUZ VERDE,,LAS CONDES,33.417584,-70.552786,CRUZ VERDE,,,,26,4.495073,15,0.136336,0.214675,221.993445,23,0.001539,1,0.593846,193,0.10067
196,CRUZ VERDE,,LAS CONDES,33.401473,-70.560305,CRUZ VERDE,,,,33,5.160094,16,0.128166,0.211423,395.955714,23,0.00198,1,0.477273,252,0.119931
197,CRUZ VERDE,,LAS CONDES,33.401871,-70.580534,CRUZ VERDE,,,,29,4.100099,15,0.137889,0.220976,1790.665849,24,0.001696,1,0.485222,197,0.110181
198,CRUZ VERDE,,LAS CONDES,33.388784,-70.545276,CRUZ VERDE,,,,13,3.713378,16,0.127133,0.193323,52.436962,24,0.000991,1,0.769231,60,0.039732
199,CRUZ VERDE,,LAS CONDES,33.388784,-70.545276,CRUZ VERDE,,,,13,3.713378,16,0.127133,0.193323,52.436962,24,0.000991,1,0.769231,60,0.039732
200,CRUZ VERDE,,LAS CONDES,33.388793,-70.545233,CRUZ VERDE,,,,15,5.670845,16,0.127181,0.194798,52.667731,24,0.001122,1,0.8,84,0.043333
201,DEL DR. SIMI,,LAS CONDES,33.413942,-70.583546,DEL DR. SIMI,,,,32,4.430805,15,0.147008,0.23778,1982.199905,23,0.001703,1,0.495968,246,0.156294
202,LA DEHESA,,LO BARNECHEA,33.351513,-70.510453,LA DEHESA,,,,10,2.555001,18,0.102139,0.138198,0,8,0.001152,1,1,45,0.010671
203,SALCOBRAND,,LAS CONDES,33.423777,-70.538633,SALCOBRAND,,,,19,3.118315,16,0.130661,0.201569,157.146889,23,0.001237,1,0.672515,115,0.057377
204,SALCOBRAND,,LAS CONDES,33.431271,-70.578737,SALCOBRAND,,,,22,5.255545,14,0.15483,0.245037,2897.388455,23,0.001155,1,0.640693,148,0.13671
205,SALCOBRAND,,LAS CONDES,33.428728,-70.540595,SALCOBRAND,,,,21,5.289717,15,0.137665,0.211944,639.887599,23,0.001338,1,0.666667,140,0.063901
206,SALCOBRAND,,LAS CONDES,33.390101,-70.49899,SALCOBRAND,,,,4,0.440642,16,0.126445,0.182384,0,24,0.000578,1,1,6,0.010534
207,SALCOBRAND,,LAS CONDES,33.373666,-70.519669,SALCOBRAND,,,,11,1.421522,16,0.127372,0.193225,5528.145582,8,0.001134,1,0.472727,26,0.020071
208,SALCOBRAND,,LAS CONDES,33.367972,-70.500964,SALCOBRAND,,,,7,0.82235,16,0.127109,0.189169,4341.346824,8,0.000811,1,0.714286,15,0.014554
209,SALCOBRAND,,LAS CONDES,33.398228,-70.551397,SALCOBRAND,,,,24,3.61859,16,0.127444,0.201927,124.318251,24,0.001528,1,0.547101,151,0.083662
210,SALCOBRAND,,LAS CONDES,33.392287,-70.514933,SALCOBRAND,,,,9,1.270071,16,0.126705,0.186932,6.449333,24,0.001042,1,0.583333,21,0.016578
211,SALCOBRAND,,LAS CONDES,33.405257,-70.568665,SALCOBRAND,,,,27,4.817431,15,0.133333,0.213425,492.467035,23,0.001556,1,0.60114,211,0.116884
212,SALCOBRAND,,LAS CONDES,33.40377,-70.569,SALCOBRAND,,,,30,4.860429,15,0.133412,0.215637,891.710259,23,0.001722,1,0.542529,236,0.124155
213,SALCOBRAND,,LAS CONDES,33.4245,-70.592566,SALCOBRAND,,,,33,4.911337,14,0.15983,0.254812,8354.999903,14,0.001572,1,0.534091,282,0.226223
214,SALCOBRAND,,LAS CONDES,33.41604,-70.539075,SALCOBRAND,,,,15,3.493402,16,0.13051,0.198128,11.578129,23,0.000997,1,0.857143,90,0.05286
215,SALCOBRAND,,LAS CONDES,33.409332,-70.54435,SALCOBRAND,,,,16,2.455126,16,0.13041,0.199922,66.977763,23,0.001055,1,0.7,84,0.059751
216,SALCOBRAND,,LAS CONDES,33.38882,-70.545284,SALCOBRAND,,,,16,5.774449,16,0.127205,0.195536,54.044454,24,0.001174,1,0.766667,92,0.047732
217,SALCOBRAND,,LAS CONDES,33.408472,-70.551813,SALCOBRAND,,,,23,3.739759,16,0.130636,0.205576,81.328395,23,0.001392,1,0.644269,163,0.092453
218,SALCOBRAND,,LAS CONDES,33.394043,-70.545963,SALCOBRAND,,,,19,3.473648,16,0.127276,0.197748,69.550248,24,0.001335,1,0.643275,110,0.057582
219,SALCOBRAND,,LO BARNECHEA,33.358348,-70.517145,SALCOBRAND,,,,14,3.765973,17,0.113492,0.1627,1292.038654,8,0.001547,1,0.736264,67,0.014394
220,AHUMADA,,LO BARNECHEA,33.344178,-70.544609,AHUMADA,,,,5,0.598089,19,0.0928,0.11885,0,8,0.000735,1,1,10,0.004192
221,AHUMADA,,LO BARNECHEA,33.353025,-70.520621,AHUMADA,,,,13,2.741804,18,0.102185,0.14041,3.095899,8,0.001469,1,0.807692,63,0.013039
222,AHUMADA,,LO BARNECHEA,33.362883,-70.514956,AHUMADA,,,,14,2.556891,17,0.113492,0.1627,1415.468982,8,0.001536,1,0.681319,62,0.014454
223,CRUZ VERDE,,LO BARNECHEA,33.355517,-70.537916,CRUZ VERDE,,,,10,2.039874,18,0.102124,0.137952,248.552544,8,0.00123,1,0.733333,33,0.009363
224,CRUZ VERDE,,LO BARNECHEA,33.358008,-70.517016,CRUZ VERDE,,,,14,3.782337,17,0.113492,0.1627,1292.038654,8,0.001547,1,0.736264,67,0.014394
225,VITA,,LO BARNECHEA,33.357631,-70.506598,VITA,,,,11,1.907808,17,0.113264,0.159259,341.92342,8,0.001251,1,0.890909,49,0.011545
226,SALCOBRAND,,LO BARNECHEA,33.35221,-70.518806,SALCOBRAND,,,,13,2.76469,18,0.102185,0.14041,3.095899,8,0.001469,1,0.807692,63,0.013039
227,SALCOBRAND,,LO BARNECHEA,33.351484,-70.510665,SALCOBRAND,,,,10,2.566831,18,0.102139,0.138198,0,8,0.001152,1,1,45,0.010671
228,SALCOBRAND,,LO BARNECHEA,33.355194,-70.532187,SALCOBRAND,,,,12,1.879497,18,0.10217,0.139673,497.747944,8,0.001422,1,0.69697,46,0.011432
229,FARMAR,,LO ESPEJO,33.506327,-70.69199,FARMAR,,,,5,0.917489,14,0.127997,0.149647,1206.119894,12,0.001027,1,0.6,6,0.002624
230,LA FE,,LO ESPEJO,33.519716,-70.69593,LA FE,,,,9,1.049559,14,0.128312,0.153482,13922.35734,12,0.001595,1,0.444444,16,0.00524
231,LV,,LO ESPEJO,33.508946,-70.686296,LV,,,,5,0.821213,14,0.130863,0.155376,12806.011483,12,0.000984,1,0.5,5,0.003154
232,AHUMADA,,LO PRADO,33.444907,-70.723416,AHUMADA,,,,12,2.393021,16,0.128263,0.173767,3188.617586,17,0.001389,1,0.545455,36,0.012022
233,CRUZ VERDE,,LO PRADO,33.457708,-70.711831,CRUZ VERDE,,,,14,2.688041,15,0.139134,0.183696,3819.524378,17,0.001288,1,0.615385,56,0.021643
234,CRUZ VERDE,,LO PRADO,33.456902,-70.705629,CRUZ VERDE,,,,15,4.292349,15,0.138142,0.180992,202.312603,17,0.001245,1,0.685714,72,0.02763
235,LAS ROSAS,,LO PRADO,33.45717,-70.705887,LAS ROSAS,,,,15,4.342429,15,0.138142,0.180992,202.312603,17,0.001245,1,0.685714,72,0.02763
236,SALCOBRAND,,LO PRADO,33.457153,-70.706123,SALCOBRAND,,,,15,4.246957,15,0.138142,0.180992,202.312603,17,0.001245,1,0.685714,72,0.02763
237,SALCOBRAND,,LO PRADO,33.444083,-70.722624,SALCOBRAND,,,,12,2.502668,16,0.128263,0.173767,3188.617586,17,0.001389,1,0.545455,36,0.012022
238,SALCOBRAND,,MACUL,33.485628,-70.599306,SALCOBRAND,,,,13,2.799243,14,0.155433,0.199943,727.032148,22,0.001141,1,0.628205,49,0.018881
239,AHUMADA,,MACUL,33.474337,-70.598792,AHUMADA,,,,12,2.094203,14,0.156293,0.207573,735.277361,22,0.000907,1,0.636364,42,0.05249
240,AHUMADA,,MACUL,33.477933,-70.59904,AHUMADA,,,,12,2.371409,14,0.152428,0.202172,183.383213,22,0.000933,1,0.636364,42,0.043569
241,AHUMADA,,MACUL,33.491661,-70.617414,AHUMADA,,,,9,1.821843,13,0.166749,0.20948,5797.309892,22,0.000945,1,0.472222,17,0.009968
242,CRUZ VERDE,,MACUL,33.480686,-70.599312,CRUZ VERDE,,,,15,2.94011,14,0.152531,0.204385,462.535312,22,0.001135,1,0.561905,59,0.048155
243,CRUZ VERDE,,MACUL,33.491518,-70.599723,CRUZ VERDE,,,,12,1.699998,14,0.155398,0.199205,568.063833,22,0.001074,1,0.636364,42,0.017239
244,DEL DR. SIMI,,MACUL,33.485057,-70.599336,DEL DR. SIMI,,,,13,2.868368,14,0.155433,0.199943,727.032148,22,0.001141,1,0.628205,49,0.018881
245,SALCOBRAND,,MAIPU,33.510502,-70.757643,SALCOBRAND,,,,13,3.72748,17,0.109126,0.152617,69.07703,9,0.001457,1,0.910256,71,0.018158
246,SALCOBRAND,,MAIPU,33.481847,-70.753649,SALCOBRAND,,,,10,2.839282,18,0.113473,0.15979,115.87505,9,0.001212,1,0.822222,37,0.013207
247,SALCOBRAND,,MAIPU,33.481149,-70.754035,SALCOBRAND,,,,12,4.494014,18,0.113511,0.161265,116.17505,9,0.00142,1,0.833333,55,0.015084
248,SALCOBRAND,,MAIPU,33.542137,-70.771024,SALCOBRAND,,,,7,1.162678,18,0.105756,0.144843,0.166667,9,0.001024,1,0.952381,20,0.007543
249,AHUMADA,,MAIPU,33.560708,-70.780705,AHUMADA,,,,10,1.551699,18,0.10612,0.150227,3849.733333,9,0.001549,1,0.711111,32,0.010177
250,AHUMADA,,MAIPU,33.481847,-70.753649,AHUMADA,,,,10,2.839282,18,0.113473,0.15979,115.87505,9,0.001212,1,0.822222,37,0.013207
251,AHUMADA,,MAIPU,33.510738,-70.757381,AHUMADA,,,,13,3.660881,17,0.109126,0.152617,69.07703,9,0.001457,1,0.910256,71,0.018158
252,AHUMADA,,MAIPU,33.50288,-70.757278,AHUMADA,,,,14,3.1716,17,0.109144,0.153355,89.996626,9,0.001559,1,0.824176,75,0.019209
253,AHUMADA,,MAIPU,33.481442,-70.745228,AHUMADA,,,,12,2.193336,17,0.117852,0.168,1728.707135,9,0.001463,1,0.666667,44,0.01378
254,AHUMADA,,MAIPU,33.506046,-70.75748,AHUMADA,,,,14,3.581773,17,0.109144,0.153355,89.996626,9,0.001559,1,0.824176,75,0.019209
255,AHUMADA,,MAIPU,33.531558,-70.775088,AHUMADA,,,,8,2.214952,18,0.105772,0.145581,2,9,0.001126,1,0.785714,22,0.008682
256,ALMENDRA,,MAIPU,33.489442,-70.774272,ALMENDRA,,,,3,0.446147,18,0.10569,0.141893,0,9,0.000496,1,1,3,0.00557
257,BELEN,,MAIPU,33.507479,-70.784079,BELEN,,,,4,0.790865,18,0.105706,0.142631,0,9,0.000634,1,1,6,0.005823
258,BELEN,,MAIPU,33.488435,-70.742558,BELEN,,,,12,1.749354,17,0.11722,0.164815,771.574611,9,0.001429,1,0.69697,46,0.014907
259,APOTHEKE,,MAIPU,33.51232,-70.775493,APOTHEKE,,,,14,2.041797,18,0.105871,0.150005,9,9,0.001642,1,0.692308,63,0.017391
260,CRUZ VERDE,,MAIPU,33.559993,-70.7844,CRUZ VERDE,,,,9,1.700292,18,0.106037,0.148875,484.733333,9,0.001286,1,0.888889,32,0.009867
261,CRUZ VERDE,,MAIPU,33.531915,-70.775603,CRUZ VERDE,,,,7,2.131558,18,0.105756,0.144843,0.166667,9,0.001024,1,0.952381,20,0.007543
262,CRUZ VERDE,,MAIPU,33.481847,-70.753649,CRUZ VERDE,,,,10,2.839282,18,0.113473,0.15979,115.87505,9,0.001212,1,0.822222,37,0.013207
263,CRUZ VERDE,,MAIPU,33.480565,-70.754106,CRUZ VERDE,,,,12,4.165983,18,0.113511,0.161265,116.17505,9,0.00142,1,0.833333,55,0.015084
264,CRUZ VERDE,,MAIPU,33.471974,-70.759642,CRUZ VERDE,,,,11,1.620726,18,0.114411,0.164844,1300.594487,9,0.001374,1,0.636364,35,0.012624
265,CRUZ VERDE,,MAIPU,33.513669,-70.826522,CRUZ VERDE,,,,1,0.1,18,0.105657,0.140418,0,9,0.0003,1,0,0,0.00283
266,CRUZ VERDE,,MAIPU,33.496314,-70.757549,CRUZ VERDE,,,,20,2.672682,17,0.10932,0.158345,462.683955,9,0.002231,1,0.447368,85,0.024016
267,CRUZ VERDE,,MAIPU,33.506799,-70.757471,CRUZ VERDE,,,,13,3.511478,17,0.109126,0.152617,69.07703,9,0.001457,1,0.910256,71,0.018158
268,CRUZ VERDE,,MAIPU,33.554432,-70.795816,CRUZ VERDE,,,,10,2.250628,18,0.10607,0.149858,1059.927273,9,0.001422,1,0.8,36,0.010519
269,CRUZ VERDE,,LA REINA,33.439844,-70.55566,CRUZ VERDE,,,,23,3.860861,14,0.149867,0.220287,1860.642218,23,0.00141,1,0.596838,151,0.06913
270,DEL PARQUE,,MAIPU,33.558795,-70.789529,DEL PARQUE,,,,9,1.905996,18,0.106037,0.148875,484.733333,9,0.001286,1,0.888889,32,0.009867
271,ECONOFARMA,,MAIPU,33.489639,-70.766376,ECONOFARMA,,,,12,1.5958,18,0.105838,0.14853,9.3,9,0.00143,1,0.545455,36,0.015262
272,EXPRESS,,MAIPU,33.528159,-70.767318,EXPRESS,,,,9,1.304799,18,0.105789,0.146318,6,9,0.00121,1,0.611111,22,0.010105
273,MEBAL,,MAIPU,33.510064,-70.775509,MEBAL,,,,13,1.97569,18,0.105855,0.149268,6,9,0.001528,1,0.769231,60,0.016596
274,MEVIC,,MAIPU,33.52235,-70.796797,MEVIC,,,,1,0.1,18,0.105657,0.140418,0,9,0.0003,1,0,0,0.00283
275,MEVIC,,MAIPU,33.542754,-70.777843,MEVIC,,,,7,1.404562,18,0.105756,0.144843,0.166667,9,0.001024,1,0.952381,20,0.007543
276,VIDA SALUD,,MAIPU,33.513329,-70.756999,VIDA SALUD,,,,13,2.732094,18,0.105855,0.149268,2.833333,9,0.001471,1,0.846154,66,0.017872
277,SU FARMACIA,,MAIPU,33.501216,-70.741035,SU FARMACIA,,,,12,1.541498,16,0.113019,0.157237,4201.815181,9,0.001408,1,0.636364,42,0.015997
278,NETFARMA,,MAIPU,33.495531,-70.736547,NETFARMA,,,,7,0.954542,16,0.113568,0.156197,7313.560606,9,0.000965,1,0.47619,10,0.009219
279,AHUMADA,,MELIPILLA,33.68064,-71.208747,AHUMADA,,,,9,1.73347,1,1,1,0,10,0.001314,6,1,36,0.00635
280,CRUZ VERDE,,MELIPILLA,33.686111,-71.214668,CRUZ VERDE,,,,9,4.269851,1,1,1,0,10,0.001314,6,1,36,0.00635
281,CRUZ VERDE,,MELIPILLA,33.684917,-71.213814,CRUZ VERDE,,,,9,4.079887,1,1,1,0,10,0.001314,6,1,36,0.00635
282,EKONOFARMA,,MELIPILLA,33.685574,-71.215179,EKONOFARMA,,,,9,4.071529,1,1,1,0,10,0.001314,6,1,36,0.00635
283,REDONDO,,MELIPILLA,33.69083,-71.215614,REDONDO,,,,9,2.677678,1,1,1,0,10,0.001314,6,1,36,0.00635
284,SERRANO,,MELIPILLA,33.69146,-71.215843,SERRANO,,,,9,2.530148,1,1,1,0,10,0.001314,6,1,36,0.00635
285,SALCOBRAND,,MELIPILLA,33.686211,-71.213768,SALCOBRAND,,,,9,4.018626,1,1,1,0,10,0.001314,6,1,36,0.00635
286,SALCOBRAND,,MELIPILLA,33.686588,-71.215347,SALCOBRAND,,,,9,3.878024,1,1,1,0,10,0.001314,6,1,36,0.00635
287,AHUMADA,,NUNOA,33.450135,-70.621558,AHUMADA,,,,37,6.306281,12,0.178093,0.263239,1917.851081,14,0.001471,1,0.615616,410,0.566636
288,AHUMADA,,NUNOA,33.465888,-70.588277,AHUMADA,,,,27,3.718449,13,0.162863,0.234496,3316.926226,14,0.001415,1,0.547009,192,0.209618
289,SALCOBRAND,,NUNOA,33.446473,-70.611272,SALCOBRAND,,,,42,6.877957,12,0.179984,0.268957,2446.347902,14,0.001676,1,0.598142,515,0.554191
290,SALCOBRAND,,NUNOA,33.455188,-70.609099,SALCOBRAND,,,,38,7.339749,12,0.175784,0.259482,933.326834,14,0.001562,1,0.682788,480,0.482009
291,SALCOBRAND,,NUNOA,33.449477,-70.597856,SALCOBRAND,,,,38,6.867964,13,0.16778,0.254199,397.696783,14,0.001608,1,0.674253,474,0.433269
292,SALCOBRAND,,NUNOA,33.455452,-70.586945,SALCOBRAND,,,,34,6.041351,13,0.166421,0.246924,2493.010909,14,0.001584,1,0.629234,353,0.305027
293,SALCOBRAND,,NUNOA,33.456271,-70.613901,SALCOBRAND,,,,35,5.634377,12,0.175511,0.255551,1530.139679,14,0.001451,1,0.692437,412,0.450436
294,SALCOBRAND,,NUNOA,33.464984,-70.598226,SALCOBRAND,,,,28,5.378138,13,0.167573,0.237366,1122.421679,14,0.00135,1,0.727513,275,0.283804
295,AHUMADA,,NUNOA,33.455027,-70.60908,AHUMADA,,,,38,7.366889,12,0.175784,0.259482,933.326834,14,0.001562,1,0.682788,480,0.482009
296,AHUMADA,,NUNOA,33.455309,-70.627108,AHUMADA,,,,27,4.982227,12,0.184089,0.259891,5073.12814,14,0.001156,1,0.652422,229,0.411356
297,AHUMADA,,NUNOA,33.454507,-70.600608,AHUMADA,,,,36,7.464672,13,0.167283,0.251175,372.168805,14,0.001529,1,0.715873,451,0.418746
298,AHUMADA,,NUNOA,33.445605,-70.606138,AHUMADA,,,,38,7.081497,13,0.170738,0.258794,451.355168,14,0.001541,1,0.655761,461,0.493387
299,AHUMADA,,NUNOA,33.448273,-70.580555,AHUMADA,,,,31,5.315769,13,0.165568,0.249886,2589.29411,23,0.001481,1,0.541935,252,0.244747
300,AHUMADA,,NUNOA,33.447789,-70.597547,AHUMADA,,,,40,6.740113,13,0.168196,0.2571,842.520401,14,0.001676,1,0.647436,505,0.462517
301,CRUZ VERDE,,NUNOA,33.448329,-70.610647,CRUZ VERDE,,,,40,6.833402,12,0.17814,0.26385,1374.322183,14,0.001611,1,0.635897,496,0.524958
302,CRUZ VERDE,,NUNOA,33.448564,-70.580705,CRUZ VERDE,,,,31,5.338678,13,0.165568,0.249886,2589.29411,23,0.001481,1,0.541935,252,0.244747
303,CRUZ VERDE,,NUNOA,33.455765,-70.626106,CRUZ VERDE,,,,28,4.87164,11,0.190396,0.264652,14074.917921,14,0.001244,1,0.613757,232,0.393419
304,CRUZ VERDE,,NUNOA,33.453053,-70.615452,CRUZ VERDE,,,,37,5.991562,12,0.180223,0.265391,1727.653027,14,0.001492,1,0.651652,434,0.515462
305,CRUZ VERDE,,NUNOA,33.454342,-70.602297,CRUZ VERDE,,,,37,7.558866,13,0.172256,0.257559,1222.628535,14,0.00155,1,0.71021,473,0.44959
306,CRUZ VERDE,,NUNOA,33.455219,-70.593017,CRUZ VERDE,,,,34,6.087319,13,0.165285,0.244653,166.08005,14,0.001484,1,0.723708,406,0.371244
307,CRUZ VERDE,,NUNOA,33.454494,-70.579021,CRUZ VERDE,,,,27,4.885161,13,0.166708,0.243679,2793.546122,23,0.001355,1,0.632479,222,0.202844
308,CRUZ VERDE,,NUNOA,33.465302,-70.598239,CRUZ VERDE,,,,28,5.215179,13,0.167573,0.237366,1122.421679,14,0.00135,1,0.727513,275,0.283804
309,CRUZ VERDE,,NUNOA,33.45816,-70.598017,CRUZ VERDE,,,,34,6.005839,13,0.166544,0.247193,1052.401865,14,0.001494,1,0.720143,404,0.37567
310,CRUZ VERDE,,NUNOA,33.442758,-70.572611,CRUZ VERDE,,,,28,3.855438,13,0.165487,0.249026,5745.465632,23,0.001461,1,0.497354,188,0.158674
311,CRUZ VERDE,,NUNOA,33.445565,-70.606112,CRUZ VERDE,,,,38,7.075988,13,0.170738,0.258794,451.355168,14,0.001541,1,0.655761,461,0.493387
312,CRUZ VERDE,,NUNOA,33.455649,-70.605221,CRUZ VERDE,,,,37,7.685569,12,0.176058,0.259573,1443.468618,14,0.001551,1,0.708709,472,0.44884
313,CRUZ VERDE,,NUNOA,33.434033,-70.582342,CRUZ VERDE,,,,22,3.997756,13,0.161891,0.243822,3084.014981,23,0.001118,1,0.61039,141,0.151263
314,INSTITUCIONAL,,NUNOA,33.453256,-70.591758,INSTITUCIONAL,,,,35,6.181911,13,0.166585,0.25043,310.726554,14,0.001524,1,0.684034,407,0.378348
