Id,Label,timeset,farmacia,lat,lng,nombre,comune,poblacion,POBLA,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
474,CRUZ VERDE,,SAN BERNARDO,33.59272,-70.705239,CRUZ VERDE,,,,13,5.869773,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
475,CRUZ VERDE,,SAN BERNARDO,33.590117,-70.704405,CRUZ VERDE,,,,12,3.985792,19,0.083952,0.1129,25.842256,18,0.001396,1,0.984848,65,0.01377
476,CRUZ VERDE,,SAN BERNARDO,33.593808,-70.705735,CRUZ VERDE,,,,13,5.500975,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
477,CRUZ VERDE,,SAN BERNARDO,33.630736,-70.707929,CRUZ VERDE,,,,4,0.799772,19,0.080446,0.102055,0,18,0.000763,1,1,6,0.00316
478,CRUZ VERDE,,SAN BERNARDO,33.5916,-70.704514,CRUZ VERDE,,,,13,4.929568,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
479,LOS ALMENDROS,,SAN BERNARDO,33.592994,-70.697068,LOS ALMENDROS,,,,14,2.711626,18,0.08736,0.119195,560.857706,18,0.001633,1,0.835165,76,0.015323
480,LOS OLIVOS,,SAN BERNARDO,33.579037,-70.694487,LOS OLIVOS,,,,15,1.83619,18,0.091387,0.125546,7697.873099,18,0.001833,1,0.6,63,0.014946
481,LA BOTIKA,,SAN JOAQUIN,33.517887,-70.629028,LA BOTIKA,,,,5,0.567243,13,0.159642,0.201801,12373.508882,5,0.000641,1,0.4,4,0.008339
482,DAMYFAR,,SAN JOAQUIN,33.49175,-70.617843,DAMYFAR,,,,8,1.716264,13,0.166054,0.206456,4048.450632,22,0.000893,1,0.464286,13,0.007994
483,DEL DR. SIMI,,SAN JOAQUIN,33.506374,-70.638138,DEL DR. SIMI,,,,12,1.403164,12,0.15968,0.200856,16566.269936,20,0.001198,1,0.590909,39,0.015767
484,FARMAVIDA,,SAN JOAQUIN,33.505712,-70.623572,FARMAVIDA,,,,13,1.596885,13,0.159755,0.208622,31122.778947,5,0.001087,1,0.423077,33,0.036562
485,THERAPIA IV,,SAN JOAQUIN,33.473563,-70.626895,THERAPIA IV,,,,9,1.264678,12,0.181429,0.22732,24305.018588,20,0.000869,1,0.388889,14,0.027941
486,SAN ANDRES,,SAN JOSE DE MAIPO,33.639899,-70.352269,SAN ANDRES,,,,1,0.1,1,1,1,0,25,0.001314,9,0,0,0.000279
487,SALCOBRAND,,SAN MIGUEL,33.491357,-70.650793,SALCOBRAND,,,,13,2.639046,12,0.149339,0.18334,285.700435,20,0.001238,1,0.807692,63,0.017853
488,SALCOBRAND,,SAN MIGUEL,33.506356,-70.655614,SALCOBRAND,,,,16,4.242311,12,0.1506,0.189709,1982.01249,20,0.001501,1,0.741667,89,0.021339
489,AHUMADA,,SAN MIGUEL,33.512247,-70.657293,AHUMADA,,,,15,2.62082,12,0.150633,0.188971,4439.122479,20,0.001429,1,0.657143,69,0.019712
490,AHUMADA,,SAN MIGUEL,33.499427,-70.653833,AHUMADA,,,,16,3.090051,12,0.157017,0.196597,1948.298619,20,0.001488,1,0.775,93,0.021674
491,CARYVON,,SAN MIGUEL,33.495502,-70.652532,CARYVON,,,,16,3.520834,12,0.157017,0.196597,1948.298619,20,0.001488,1,0.775,93,0.021674
492,CRUZ VERDE,,SAN MIGUEL,33.48597,-70.650719,CRUZ VERDE,,,,14,2.73346,11,0.163413,0.202763,3162.040203,20,0.001282,1,0.56044,51,0.022076
493,CRUZ VERDE,,SAN MIGUEL,33.50653,-70.655888,CRUZ VERDE,,,,17,4.284848,12,0.150633,0.190446,2929.800509,20,0.001586,1,0.683824,93,0.022445
494,CRUZ VERDE,,SAN MIGUEL,33.504008,-70.655161,CRUZ VERDE,,,,16,3.555238,12,0.158448,0.198721,11074.935416,20,0.001494,1,0.766667,92,0.021482
495,CRUZ VERDE,,SAN MIGUEL,33.495043,-70.652588,CRUZ VERDE,,,,16,3.528184,12,0.157017,0.196597,1948.298619,20,0.001488,1,0.775,93,0.021674
496,SAN JOSE,,SAN MIGUEL,33.491061,-70.657234,SAN JOSE,,,,16,3.381682,12,0.151508,0.187765,832.118303,20,0.001519,1,0.683333,82,0.020874
497,SALCOBRAND,,SAN MIGUEL,33.505736,-70.655635,SALCOBRAND,,,,15,4.024252,12,0.150366,0.187619,1095.889845,20,0.001416,1,0.809524,85,0.020162
498,CRUZ VERDE,,SAN RAMON,33.545141,-70.634109,CRUZ VERDE,,,,11,1.8656,15,0.128995,0.165986,1795.34326,6,0.001617,1,0.563636,31,0.007602
499,MANRIQUEZ,,SAN RAMON,33.537941,-70.63472,MANRIQUEZ,,,,6,1.266885,15,0.127205,0.155841,2.500735,6,0.000981,1,0.866667,13,0.004192
500,DEL DR. SIMI,,SAN RAMON,33.533973,-70.634794,DEL DR. SIMI,,,,7,1.111016,14,0.141722,0.175182,8989.513708,6,0.001096,1,0.619048,13,0.004793
501,SALCOBRAND,,SANTIAGO,33.43727,-70.651269,SALCOBRAND,,,,45,11.214102,13,0.176793,0.259221,1477.27822,19,0.001715,1,0.778788,771,0.943714
502,SALCOBRAND,,SANTIAGO,33.438783,-70.654192,SALCOBRAND,,,,46,10.461373,13,0.177209,0.258516,2152.110497,19,0.001751,1,0.775845,803,0.954453
503,SALCOBRAND,,SANTIAGO,33.439508,-70.649606,SALCOBRAND,,,,46,11.370166,13,0.175967,0.257673,607.714086,19,0.001733,1,0.783575,811,0.970473
504,SALCOBRAND,,SANTIAGO,33.437395,-70.635611,SALCOBRAND,,,,44,7.044486,13,0.179889,0.26786,5213.358955,19,0.001652,1,0.636364,602,0.883709
505,SALCOBRAND,,SANTIAGO,33.44298,-70.647425,SALCOBRAND,,,,48,10.405227,13,0.17707,0.262048,1619.43775,19,0.001799,1,0.734043,828,1
506,SALCOBRAND,,SANTIAGO,33.441919,-70.650647,SALCOBRAND,,,,48,10.802975,13,0.176655,0.260672,816.861986,19,0.001808,1,0.748227,844,0.996874
507,SALCOBRAND,,SANTIAGO,33.438652,-70.651106,SALCOBRAND,,,,47,11.751921,13,0.176012,0.25841,661.127399,19,0.00177,1,0.772433,835,0.984232
508,SALCOBRAND,,SANTIAGO,33.43515,-70.651572,SALCOBRAND,,,,41,10.198873,13,0.176471,0.25578,927.98815,19,0.001581,1,0.82561,677,0.87362
509,SALCOBRAND,,SANTIAGO,33.43517,-70.651481,SALCOBRAND,,,,41,10.205887,13,0.176471,0.25578,927.98815,19,0.001581,1,0.82561,677,0.87362
510,SALCOBRAND,,SANTIAGO,33.450905,-70.646866,SALCOBRAND,,,,42,6.007419,13,0.17875,0.259678,5441.658938,19,0.001593,1,0.729384,628,0.873779
511,SALCOBRAND,,SANTIAGO,33.444692,-70.657432,SALCOBRAND,,,,41,7.703978,13,0.174069,0.248487,238.662228,19,0.001583,1,0.82561,677,0.856989
512,SALCOBRAND,,SANTIAGO,33.453286,-70.661319,SALCOBRAND,,,,37,5.442623,13,0.176471,0.246772,10837.501934,19,0.001607,1,0.621622,414,0.623072
513,AHUMADA,,SANTIAGO,33.453223,-70.652669,AHUMADA,,,,37,5.183359,13,0.177626,0.251027,1048.273314,19,0.001464,1,0.794294,529,0.771119
514,AHUMADA,,SANTIAGO,33.436196,-70.651419,AHUMADA,,,,43,10.893622,13,0.176563,0.257255,1075.759333,19,0.001647,1,0.806202,728,0.910621
515,AHUMADA,,SANTIAGO,33.440397,-70.650848,AHUMADA,,,,47,11.620345,13,0.176012,0.25841,661.127399,19,0.00177,1,0.772433,835,0.984232
516,CRUZ VERDE,,SANTIAGO,33.454199,-70.657393,CRUZ VERDE,,,,30,4.40568,13,0.173713,0.23979,809.409938,19,0.001252,1,0.836782,364,0.607261
517,CRUZ VERDE,,SANTIAGO,33.440305,-70.668658,CRUZ VERDE,,,,44,6.598624,13,0.172827,0.249716,3947.5917,19,0.001851,1,0.622622,589,0.757473
518,CRUZ VERDE,,SANTIAGO,33.452283,-70.677926,CRUZ VERDE,,,,22,5.601052,13,0.169373,0.228031,12024.509198,17,0.001205,1,0.688312,159,0.205252
519,CRUZ VERDE,,SANTIAGO,33.442364,-70.640648,CRUZ VERDE,,,,46,7.848947,13,0.178656,0.265304,1584.125097,19,0.001724,1,0.667633,691,0.934522
520,CRUZ VERDE,,SANTIAGO,33.439627,-70.65095,CRUZ VERDE,,,,47,11.964735,13,0.176012,0.25841,661.127399,19,0.00177,1,0.772433,835,0.984232
521,CRUZ VERDE,,SANTIAGO,33.444562,-70.636873,CRUZ VERDE,,,,45,7.92538,12,0.184089,0.268035,2394.831178,19,0.001692,1,0.658586,652,0.90506
522,CRUZ VERDE,,SANTIAGO,33.448138,-70.635397,CRUZ VERDE,,,,38,6.077595,12,0.183144,0.262062,1104.806555,19,0.001461,1,0.660028,464,0.750683
523,CRUZ VERDE,,SANTIAGO,33.470108,-70.656666,CRUZ VERDE,,,,13,1.768605,12,0.176977,0.227536,10606.443609,20,0.001027,1,0.5,39,0.096061
524,CRUZ VERDE,,SANTIAGO,33.473182,-70.648356,CRUZ VERDE,,,,11,2.577406,11,0.178986,0.227786,5962.22288,20,0.000947,1,0.672727,37,0.050687
525,CRUZ VERDE,,SANTIAGO,33.439123,-70.658111,CRUZ VERDE,,,,41,8.257748,13,0.175511,0.251682,373.962892,19,0.00159,1,0.817073,670,0.846865
526,CRUZ VERDE,,SANTIAGO,33.435005,-70.670935,CRUZ VERDE,,,,32,4.752473,13,0.172563,0.241667,4313.936079,19,0.001424,1,0.659274,327,0.558494
527,CRUZ VERDE,,SANTIAGO,33.435902,-70.652175,CRUZ VERDE,,,,42,10.687911,13,0.176517,0.256517,983.614714,19,0.001615,1,0.818815,705,0.892266
528,CRUZ VERDE,,SANTIAGO,33.451659,-70.664505,CRUZ VERDE,,,,36,5.452076,13,0.173402,0.24297,3260.252045,19,0.001537,1,0.663492,418,0.623443
529,DEL DR. SIMI,,SANTIAGO,33.436267,-70.652806,DEL DR. SIMI,,,,42,10.461211,13,0.176517,0.256517,983.614714,19,0.001615,1,0.818815,705,0.892266
530,BELEN,,SANTIAGO,33.435148,-70.674663,BELEN,,,,19,2.999348,13,0.171602,0.229485,5598.556806,19,0.001022,1,0.596491,102,0.26827
531,DEL DR. SIMI,,SANTIAGO,33.472753,-70.642096,DEL DR. SIMI,,,,10,1.797134,11,0.178187,0.226067,4838.662022,20,0.000859,1,0.711111,32,0.049717
532,FARMAX,,SANTIAGO,33.473205,-70.646771,FARMAX,,,,11,2.497449,11,0.178986,0.227786,5962.22288,20,0.000947,1,0.672727,37,0.050687
533,LA BOTICA  SALCOBRAND,,SANTIAGO,33.439907,-70.653656,LA BOTICA  SALCOBRAND,,,,46,10.596803,13,0.17583,0.257181,461.072108,19,0.001738,1,0.78744,815,0.965918
534,NOBEL,,SANTIAGO,33.45845,-70.643207,NOBEL,,,,27,3.298899,12,0.185957,0.254294,11132.105931,19,0.001326,1,0.509972,179,0.421806
535,MAVI,,SANTIAGO,33.472144,-70.648422,MAVI,,,,10,2.406998,12,0.173846,0.222505,3295.211991,20,0.000865,1,0.755556,34,0.04954
536,REDFARMA,,SANTIAGO,33.442523,-70.667848,REDFARMA,,,,45,6.771164,13,0.172871,0.250453,4028.66356,19,0.001884,1,0.622222,616,0.776119
537,REDFARMA,,SANTIAGO,33.433214,-70.669173,REDFARMA,,,,31,4.585508,13,0.168825,0.235974,1872.972306,19,0.001364,1,0.754839,351,0.580479
538,VALDIVIESO,,SANTIAGO,33.438506,-70.662218,VALDIVIESO,,,,40,7.514818,13,0.174472,0.248104,2681.980574,19,0.00159,1,0.803846,627,0.806039
539,VANIA,,SANTIAGO,33.436791,-70.645765,VANIA,,,,43,8.345256,13,0.179984,0.262117,7454.033271,19,0.001616,1,0.767442,693,0.911736
540,CRUZ VERDE,,SANTIAGO,33.441039,-70.664933,CRUZ VERDE,,,,43,7.134873,13,0.176058,0.252497,9068.825256,19,0.001768,1,0.673311,608,0.78489
541,NUEVA BOGOTA,,SANTIAGO,33.467902,-70.633326,NUEVA BOGOTA,,,,13,1.767603,11,0.18555,0.241117,11681.650934,20,0.000932,1,0.474359,37,0.099277
542,SALCOBRAND,,TALAGANTE,33.664012,-70.929075,SALCOBRAND,,,,8,3.064168,1,1,1,0.333333,21,0.001382,10,0.928571,26,0.004779
543,SAN PATRICIO,,MAIPU,33.543478,-70.780365,SAN PATRICIO,,,,12,1.835235,18,0.106037,0.15035,45,9,0.001654,1,0.545455,36,0.011684
544,AHUMADA,,TALAGANTE,33.662449,-70.925036,AHUMADA,,,,8,2.041033,1,1,1,0.333333,21,0.001382,10,0.928571,26,0.004779
545,CRUZ VERDE,,TALAGANTE,33.659898,-70.918335,CRUZ VERDE,,,,7,1.334687,2,0.888889,0.9375,0,21,0.001227,10,1,21,0.004288
546,AHUMADA,,TALAGANTE,33.65681,-70.912164,AHUMADA,,,,7,0.967712,2,0.888889,0.9375,0,21,0.001227,10,1,21,0.004288
547,CRUZ VERDE,,TALAGANTE,33.663947,-70.92897,CRUZ VERDE,,,,8,3.093222,1,1,1,0.333333,21,0.001382,10,0.928571,26,0.004779
548,MI FARMACIA,,TALAGANTE,33.663996,-70.92897,MI FARMACIA,,,,8,3.101347,1,1,1,0.333333,21,0.001382,10,0.928571,26,0.004779
549,FARMAMARKET,,TALAGANTE,33.665333,-70.922989,FARMAMARKET,,,,8,1.792161,1,1,1,0.333333,21,0.001382,10,0.928571,26,0.004779
550,BELEN,,TILTIL,33.08462,-70.929154,BELEN,,,,1,0.1,1,1,1,0,26,0.001314,11,0,0,0.000279
551,SALCOBRAND,,VITACURA,33.391689,-70.562933,SALCOBRAND,,,,29,4.192117,16,0.125532,0.195736,634.188144,24,0.001837,1,0.480296,195,0.085861
552,SALCOBRAND,,VITACURA,33.398658,-70.597748,SALCOBRAND,,,,14,3.103446,15,0.135681,0.197672,126.948992,24,0.000925,1,0.824176,75,0.045982
553,SALCOBRAND,,VITACURA,33.406117,-70.598491,SALCOBRAND,,,,21,3.247208,15,0.141368,0.215271,3467.934229,24,0.001214,1,0.542857,114,0.087847
554,SALCOBRAND,,VITACURA,33.400241,-70.592311,SALCOBRAND,,,,17,3.344263,15,0.135926,0.201237,332.916734,24,0.001076,1,0.735294,100,0.058583
555,SALCOBRAND,,VITACURA,33.388536,-70.567643,SALCOBRAND,,,,21,4.229729,16,0.122848,0.186992,71.928128,24,0.001358,1,0.647619,136,0.065181
556,SALCOBRAND,,VITACURA,33.385371,-70.555836,SALCOBRAND,,,,21,3.566478,17,0.117606,0.180453,61.620633,24,0.001426,1,0.6,126,0.055087
557,AHUMADA,,VITACURA,33.392332,-70.592531,AHUMADA,,,,13,2.283696,16,0.126046,0.183587,14.150255,24,0.000893,1,0.910256,71,0.036492
558,AHUMADA,,VITACURA,33.386375,-70.568129,AHUMADA,,,,17,3.419085,16,0.11924,0.179926,36.406715,24,0.001145,1,0.75,102,0.050377
559,AHUMADA,,VITACURA,33.388543,-70.577656,AHUMADA,,,,19,2.932363,16,0.122715,0.184534,56.961622,24,0.001254,1,0.637427,109,0.051747
560,AHUMADA,,VITACURA,33.397601,-70.582612,AHUMADA,,,,27,4.062058,16,0.130636,0.205386,463.503878,24,0.001608,1,0.501425,176,0.091987
561,AHUMADA,,VITACURA,33.389958,-70.570359,AHUMADA,,,,21,3.8006,16,0.122826,0.186746,69.631771,24,0.001353,1,0.652381,137,0.065264
562,CRUZ VERDE,,VITACURA,33.39235,-70.580762,CRUZ VERDE,,,,21,3.164358,16,0.122759,0.186008,76.021604,24,0.001354,1,0.595238,125,0.05863
563,CRUZ VERDE,,VITACURA,33.394506,-70.597154,CRUZ VERDE,,,,13,2.433754,16,0.126046,0.183587,14.150255,24,0.000893,1,0.910256,71,0.036492
564,CRUZ VERDE,,VITACURA,33.376663,-70.56727,CRUZ VERDE,,,,12,2.317157,17,0.11568,0.165208,0.247619,24,0.000883,1,0.969697,64,0.030242
565,CRUZ VERDE,,VITACURA,33.388865,-70.568275,CRUZ VERDE,,,,22,4.356594,16,0.122871,0.187729,78.87786,24,0.001411,1,0.623377,144,0.067916
566,CRUZ VERDE,,VITACURA,33.404437,-70.596735,CRUZ VERDE,,,,19,3.22755,15,0.140402,0.209888,1860.065125,24,0.001133,1,0.590643,101,0.074749
567,CRUZ VERDE,,VITACURA,33.399489,-70.589736,CRUZ VERDE,,,,19,3.562368,15,0.136117,0.203818,350.236774,24,0.001174,1,0.666667,114,0.067721
568,CRUZ VERDE,,VITACURA,33.385089,-70.554664,CRUZ VERDE,,,,22,3.655537,17,0.117995,0.183231,175.752078,24,0.001498,1,0.575758,133,0.056662
569,CRUZ VERDE,,PENALOLEN,33.469665,-70.574566,CRUZ VERDE,,,,20,3.864338,14,0.157126,0.224064,7028.366547,22,0.001262,1,0.552632,105,0.087477
570,AHUMADA,,SAN MIGUEL,33.509017,-70.656577,AHUMADA,,,,15,3.173749,12,0.150566,0.188971,2572.986079,20,0.001423,1,0.714286,75,0.02002
571,CRUZ VERDE,,SANTIAGO,33.449991,-70.631708,CRUZ VERDE,,,,36,5.577841,12,0.183839,0.263856,4058.552082,19,0.001442,1,0.58254,367,0.634343
572,CRUZ VERDE,,COLINA,33.286075,-70.675307,CRUZ VERDE,,,,5,2.388635,2,0.580645,0.638889,0,1,0.001152,2,1,10,0.002965
573,SALCOBRAND,,QUILICURA,33.367435,-70.730821,SALCOBRAND,,,,14,3.095644,20,0.088743,0.120286,1.961905,16,0.001495,1,0.846154,77,0.0143
574,AHUMADA,,PUENTE ALTO,33.568772,-70.554846,AHUMADA,,,,15,5.821221,17,0.111367,0.162604,336.85812,15,0.001456,1,0.895238,94,0.023822
575,SALCOBRAND,,PAINE,33.808089,-70.742343,SALCOBRAND,,,,3,0.744323,1,1,1,0,11,0.001314,7,1,3,0.00106
576,ESTRELLA,,SAN JOAQUIN,33.479241,-70.621923,ESTRELLA,,,,7,1.131767,12,0.179508,0.222741,11784.081959,22,0.000783,1,0.47619,10,0.013911
577,YORUGUA,,LA FLORIDA,33.51832,-70.581926,YORUGUA,,,,22,3.336836,16,0.132785,0.194286,2810.549336,5,0.001378,1,0.761905,176,0.093242
578,AHUMADA,,LAS CONDES,33.388784,-70.545276,AHUMADA,,,,13,3.713378,16,0.127133,0.193323,52.436962,24,0.000991,1,0.769231,60,0.039732
579,CRUZ VERDE,,PROVIDENCIA,33.423654,-70.61084,CRUZ VERDE,,,,28,6.194383,14,0.163571,0.246751,4188.594782,14,0.001265,1,0.761905,288,0.254136
580,AHUMADA,,SAN BERNARDO,33.622261,-70.7006,AHUMADA,,,,8,1.060548,19,0.080484,0.105005,5.75,18,0.001368,1,0.535714,15,0.005376
581,JUMBO,,LAS CONDES,33.428755,-70.540598,JUMBO,,,,21,5.290851,15,0.137665,0.211944,639.887599,23,0.001338,1,0.666667,140,0.063901
582,AHUMADA,,SAN JOAQUIN,33.4835,-70.620789,AHUMADA,,,,5,0.943755,13,0.162629,0.196051,36.013757,22,0.000661,1,0.7,7,0.004181
583,SALCOBRAND,,MAIPU,33.554753,-70.794807,SALCOBRAND,,,,10,2.384077,18,0.10607,0.149858,1059.927273,9,0.001422,1,0.8,36,0.010519
584,CRUZ VERDE,,RECOLETA,33.380121,-70.647222,CRUZ VERDE,,,,6,0.830065,15,0.134738,0.171017,1259.123966,3,0.000803,1,0.8,12,0.005968
585,CRUZ VERDE,,LO BARNECHEA,33.361037,-70.54416,CRUZ VERDE,,,,5,0.780528,19,0.0928,0.11885,0,8,0.000735,1,1,10,0.004192
586,NETFARMA,,PUDAHUEL,33.436402,-70.747107,NETFARMA,,,,11,2.163349,18,0.111166,0.154513,381.120743,17,0.001451,1,0.781818,43,0.011164
587,SALCOBRAND,,VITACURA,33.376878,-70.570704,SALCOBRAND,,,,13,2.83002,17,0.1157,0.165946,0.61746,24,0.000939,1,0.935897,73,0.032807
588,SALCOBRAND,,LA REINA,33.453375,-70.569373,SALCOBRAND,,,,25,5.241384,14,0.154548,0.228704,2681.030986,23,0.001376,1,0.596667,179,0.128956
589,CRUZ VERDE,,SAN BERNARDO,33.637132,-70.707496,CRUZ VERDE,,,,6,1.164898,19,0.080465,0.10353,0.75,18,0.001094,1,0.8,12,0.004015
590,AHUMADA,,LA REINA,33.453393,-70.569373,AHUMADA,,,,25,5.232836,14,0.154548,0.228704,2681.030986,23,0.001376,1,0.596667,179,0.128956
591,CRUZ VERDE,,LA REINA,33.453321,-70.569395,CRUZ VERDE,,,,25,5.216382,14,0.154548,0.228704,2681.030986,23,0.001376,1,0.596667,179,0.128956
592,AHUMADA,,LAS CONDES,33.431226,-70.57875,AHUMADA,,,,22,5.246216,14,0.15483,0.245037,2897.388455,23,0.001155,1,0.640693,148,0.13671
593,CRUZ VERDE,,VITACURA,33.380874,-70.571004,CRUZ VERDE,,,,13,2.54796,17,0.1157,0.165946,0.61746,24,0.000939,1,0.935897,73,0.032807
594,CRUZ VERDE,,PUENTE ALTO,33.566394,-70.556867,CRUZ VERDE,,,,14,4.426434,17,0.111348,0.161866,297.971167,15,0.001367,1,0.945055,86,0.022474
595,AHUMADA,,VITACURA,33.37686,-70.570189,AHUMADA,,,,13,2.870655,17,0.1157,0.165946,0.61746,24,0.000939,1,0.935897,73,0.032807
596,SALCOBRAND,,SANTIAGO,33.442973,-70.647628,SALCOBRAND,,,,48,10.53509,13,0.17707,0.262048,1619.43775,19,0.001799,1,0.734043,828,1
597,LATINOAMERICANA,,RECOLETA,33.405239,-70.643166,LATINOAMERICANA,,,,13,2.692261,15,0.136336,0.178253,139.876166,3,0.00137,1,0.615385,48,0.01601
598,CRUZ VERDE,,VITACURA,33.398342,-70.586475,CRUZ VERDE,,,,20,3.531841,16,0.130259,0.198257,162.481209,24,0.001246,1,0.626316,119,0.066053
599,SALCOBRAND,,PROVIDENCIA,33.426481,-70.590895,SALCOBRAND,,,,34,5.082546,14,0.162668,0.252278,2665.411352,14,0.0016,1,0.536542,301,0.233084
600,AHUMADA,,LA PINTANA,33.585702,-70.628403,AHUMADA,,,,2,0.427329,17,0.099545,0.119331,0,6,0.000745,1,1,1,0.000808
601,AHUMADA,,LA FLORIDA,33.522238,-70.556499,AHUMADA,,,,5,0.582013,16,0.132344,0.181749,1486.574384,5,0.000556,1,0.5,5,0.01179
602,CRUZ VERDE,,NUNOA,33.450081,-70.602289,CRUZ VERDE,,,,38,7.163973,13,0.167946,0.25501,652.024507,14,0.001569,1,0.702703,494,0.47391
603,SALCOBRAND,,SAN BERNARDO,33.589241,-70.706917,SALCOBRAND,,,,12,3.352732,19,0.083952,0.1129,25.842256,18,0.001396,1,0.984848,65,0.01377
604,AHUMADA,,CERRILLOS,33.515708,-70.715736,AHUMADA,,,,9,3.591994,15,0.119135,0.14633,2680.799326,12,0.001439,1,0.861111,31,0.006256
605,AHUMADA,,MELIPILLA,33.684943,-71.213897,AHUMADA,,,,9,4.115512,1,1,1,0,10,0.001314,6,1,36,0.00635
606,CRUZ VERDE,,LA REINA,33.439517,-70.535706,CRUZ VERDE,,,,13,2.634445,15,0.133622,0.188482,29.215597,23,0.000909,1,0.910256,71,0.033422
607,DR SIMI,,SANTIAGO,33.443188,-70.648252,DR SIMI,,,,48,10.539067,13,0.17707,0.262048,1619.43775,19,0.001799,1,0.734043,828,1
608,FARMAMARKET,,ISLA DE MAIPO,33.741059,-70.862267,FARMAMARKET,,,,2,0.408247,2,0.625,0.7,0,4,0.000966,4,1,1,0.00074
609,LINCE,,PROVIDENCIA,33.441576,-70.627416,LINCE,,,,33,5.640045,12,0.179508,0.257509,1030.339095,19,0.00131,1,0.623106,329,0.55795
610,AHUMADA,,SAN BERNARDO,33.632683,-70.712988,AHUMADA,,,,6,1.360857,19,0.080465,0.10353,0.75,18,0.001094,1,0.8,12,0.004015
611,CRUZ VERDE,,PUENTE ALTO,33.598196,-70.521768,CRUZ VERDE,,,,2,0.248335,19,0.092979,0.126848,0,15,0.000519,1,1,1,0.003187
612,CRUZ VERDE,,NUNOA,33.457976,-70.586044,CRUZ VERDE,,,,33,5.485104,13,0.166136,0.245326,2224.117754,14,0.00154,1,0.647727,342,0.299746
613,SALCOBRAND,,QUILICURA,33.360087,-70.729864,SALCOBRAND,,,,13,2.768705,20,0.088732,0.119549,0.833333,16,0.001393,1,0.910256,71,0.013637
614,SALCOBRAND,,PROVIDENCIA,33.42058,-70.607791,SALCOBRAND,,,,25,5.763716,14,0.158042,0.239108,949.693075,14,0.001175,1,0.803333,241,0.203668
615,SALCOBRAND,,LO BARNECHEA,33.355588,-70.538644,SALCOBRAND,,,,8,1.813542,18,0.102078,0.136231,51.358403,8,0.001037,1,0.785714,22,0.00724
616,AHUMADA,,NUNOA,33.464859,-70.598253,AHUMADA,,,,28,5.350737,13,0.167573,0.237366,1122.421679,14,0.00135,1,0.727513,275,0.283804
617,LATINOAMERICANA,,NUNOA,33.455497,-70.605109,LATINOAMERICANA,,,,37,7.736385,12,0.176058,0.259573,1443.468618,14,0.001551,1,0.708709,472,0.44884
618,CRUZ VERDE,,LA REINA,33.451746,-70.554911,CRUZ VERDE,,,,15,2.850494,14,0.147712,0.208294,293.151379,23,0.000976,1,0.780952,82,0.04865
619,AHUMADA,,LO BARNECHEA,33.359899,-70.516457,AHUMADA,,,,13,3.185878,17,0.113473,0.161963,929.540644,8,0.001442,1,0.782051,61,0.013603
620,SALCOBRAND,,NUNOA,33.46204,-70.575038,SALCOBRAND,,,,23,3.412822,13,0.165406,0.237018,2874.572545,23,0.001244,1,0.636364,161,0.149444
621,SALCOBRAND,,COLINA,33.309657,-70.660729,SALCOBRAND,,,,2,0.423468,2,0.529412,0.555556,0,1,0.000641,2,1,1,0.0014
622,CRUZ VERDE,,CERRILLOS,33.515816,-70.715478,CRUZ VERDE,,,,9,3.66392,15,0.119135,0.14633,2680.799326,12,0.001439,1,0.861111,31,0.006256
623,AHUMADA,,COLINA,33.285642,-70.680653,AHUMADA,,,,5,1.859639,2,0.580645,0.638889,0,1,0.001152,2,1,10,0.002965
624,SALCOBRAND,,MAIPU,33.503524,-70.757514,SALCOBRAND,,,,14,3.312973,17,0.109144,0.153355,89.996626,9,0.001559,1,0.824176,75,0.019209
625,LOS ORIENTALES,,NUNOA,33.454448,-70.580033,LOS ORIENTALES,,,,28,5.052835,13,0.166749,0.244417,2852.187967,23,0.001392,1,0.624339,236,0.214529
626,AHUMADA,,HUECHURABA,33.345609,-70.670519,AHUMADA,,,,6,1.88435,18,0.097149,0.118963,0,3,0.000949,1,1,15,0.00421
627,CRUZ VERDE,,ESTACION CENTRAL,33.452033,-70.682412,CRUZ VERDE,,,,20,6.038175,14,0.161775,0.217817,2983.732406,17,0.001171,1,0.789474,150,0.145812
628,SALCOBRAND,,NUNOA,33.44827,-70.576689,SALCOBRAND,,,,29,4.585354,13,0.165406,0.248411,2804.495529,23,0.001439,1,0.534483,217,0.202764
629,CRUZ VERDE,,NUNOA,33.454084,-70.606152,CRUZ VERDE,,,,40,7.770091,12,0.176977,0.262186,2002.343911,14,0.001648,1,0.662821,517,0.492979
630,OMLU,,CALERA DE TANGO,33.627459,-70.76933,OMLU,,,,3,0.514118,21,0.080676,0.095982,0,9,0.00118,1,1,3,0.001098
631,AHUMADA,,LAS CONDES,33.409287,-70.567331,AHUMADA,,,,25,5.711996,15,0.136227,0.215609,405.980232,23,0.00143,1,0.696667,209,0.115955
632,SALCOBRAND,,SAN BERNARDO,33.615891,-70.684447,SALCOBRAND,,,,3,0.324087,19,0.080437,0.101317,0,18,0.000559,1,1,3,0.003096
