Source,Target,Type,Id,Label,timeset,Weight,comunas
Metropolitano Suroriente,421,Undirected,1838,,,1,PUENTE ALTO
Metropolitano Suroriente,422,Undirected,1839,,,1,PUENTE ALTO
Metropolitano Suroriente,423,Undirected,1840,,,1,PUENTE ALTO
Metropolitano Suroriente,424,Undirected,1841,,,1,PUENTE ALTO
Metropolitano Suroriente,425,Undirected,1842,,,1,PUENTE ALTO
Metropolitano Suroriente,426,Undirected,1843,,,1,PUENTE ALTO
Metropolitano Suroriente,427,Undirected,1844,,,1,PUENTE ALTO
Metropolitano Suroriente,428,Undirected,1845,,,1,PUENTE ALTO
Metropolitano Suroriente,429,Undirected,1846,,,1,PUENTE ALTO
Metropolitano Suroriente,430,Undirected,1847,,,1,PUENTE ALTO
Metropolitano Suroriente,431,Undirected,1848,,,1,PUENTE ALTO
Metropolitano Suroriente,432,Undirected,1849,,,1,PUENTE ALTO
Metropolitano Suroriente,433,Undirected,1850,,,1,PUENTE ALTO
Metropolitano Norte,434,Undirected,1851,,,1,QUILICURA
Metropolitano Norte,435,Undirected,1852,,,1,QUILICURA
Metropolitano Norte,436,Undirected,1853,,,1,QUILICURA
Metropolitano Norte,437,Undirected,1854,,,1,QUILICURA
Metropolitano Norte,438,Undirected,1855,,,1,QUILICURA
Metropolitano Norte,439,Undirected,1856,,,1,QUILICURA
Metropolitano Norte,440,Undirected,1857,,,1,QUILICURA
Metropolitano Norte,441,Undirected,1858,,,1,QUILICURA
Metropolitano Norte,442,Undirected,1859,,,1,QUILICURA
Metropolitano Norte,443,Undirected,1860,,,1,QUILICURA
Metropolitano Occidente,444,Undirected,1861,,,1,QUINTA NORMAL
Metropolitano Occidente,445,Undirected,1862,,,1,QUINTA NORMAL
Metropolitano Occidente,446,Undirected,1863,,,1,QUINTA NORMAL
Metropolitano Occidente,447,Undirected,1864,,,1,QUINTA NORMAL
Metropolitano Occidente,448,Undirected,1865,,,1,QUINTA NORMAL
Metropolitano Occidente,449,Undirected,1866,,,1,QUINTA NORMAL
Metropolitano Occidente,450,Undirected,1867,,,1,QUINTA NORMAL
Metropolitano Norte,451,Undirected,1868,,,1,RECOLETA
Metropolitano Norte,452,Undirected,1869,,,1,RECOLETA
Metropolitano Norte,453,Undirected,1870,,,1,RECOLETA
Metropolitano Norte,454,Undirected,1871,,,1,RECOLETA
Metropolitano Norte,455,Undirected,1872,,,1,RECOLETA
Metropolitano Norte,456,Undirected,1873,,,1,RECOLETA
Metropolitano Norte,457,Undirected,1874,,,1,RECOLETA
Metropolitano Norte,458,Undirected,1875,,,1,RECOLETA
Metropolitano Norte,459,Undirected,1876,,,1,RECOLETA
Metropolitano Occidente,460,Undirected,1877,,,1,RENCA
Metropolitano Occidente,461,Undirected,1878,,,1,RENCA
Metropolitano Occidente,462,Undirected,1879,,,1,RENCA
Metropolitano Occidente,463,Undirected,1880,,,1,RENCA
Metropolitano Occidente,464,Undirected,1881,,,1,RENCA
Metropolitano Occidente,465,Undirected,1882,,,1,RENCA
Metropolitano Sur,466,Undirected,1883,,,1,SAN BERNARDO
Metropolitano Sur,467,Undirected,1884,,,1,SAN BERNARDO
Metropolitano Sur,468,Undirected,1885,,,1,SAN BERNARDO
Metropolitano Sur,469,Undirected,1886,,,1,SAN BERNARDO
Metropolitano Sur,470,Undirected,1887,,,1,SAN BERNARDO
Metropolitano Sur,471,Undirected,1888,,,1,SAN BERNARDO
Metropolitano Sur,472,Undirected,1889,,,1,SAN BERNARDO
Metropolitano Sur,473,Undirected,1890,,,1,SAN BERNARDO
Metropolitano Sur,474,Undirected,1891,,,1,SAN BERNARDO
Metropolitano Sur,475,Undirected,1892,,,1,SAN BERNARDO
Metropolitano Sur,476,Undirected,1893,,,1,SAN BERNARDO
Metropolitano Sur,477,Undirected,1894,,,1,SAN BERNARDO
Metropolitano Sur,478,Undirected,1895,,,1,SAN BERNARDO
Metropolitano Sur,479,Undirected,1896,,,1,SAN BERNARDO
Metropolitano Sur,480,Undirected,1897,,,1,SAN BERNARDO
Metropolitano Sur,481,Undirected,1898,,,1,SAN JOAQUIN
Metropolitano Sur,482,Undirected,1899,,,1,SAN JOAQUIN
Metropolitano Sur,483,Undirected,1900,,,1,SAN JOAQUIN
Metropolitano Sur,484,Undirected,1901,,,1,SAN JOAQUIN
Metropolitano Sur,485,Undirected,1902,,,1,SAN JOAQUIN
Metropolitano Suroriente,486,Undirected,1903,,,1,SAN JOSE DE MAIPO
Metropolitano Sur,487,Undirected,1904,,,1,SAN MIGUEL
Metropolitano Sur,488,Undirected,1905,,,1,SAN MIGUEL
Metropolitano Sur,489,Undirected,1906,,,1,SAN MIGUEL
Metropolitano Sur,490,Undirected,1907,,,1,SAN MIGUEL
Metropolitano Sur,491,Undirected,1908,,,1,SAN MIGUEL
Metropolitano Sur,492,Undirected,1909,,,1,SAN MIGUEL
Metropolitano Sur,493,Undirected,1910,,,1,SAN MIGUEL
Metropolitano Sur,494,Undirected,1911,,,1,SAN MIGUEL
Metropolitano Sur,495,Undirected,1912,,,1,SAN MIGUEL
Metropolitano Sur,496,Undirected,1913,,,1,SAN MIGUEL
Metropolitano Sur,497,Undirected,1914,,,1,SAN MIGUEL
Metropolitano Suroriente,498,Undirected,1915,,,1,SAN RAMON
Metropolitano Suroriente,499,Undirected,1916,,,1,SAN RAMON
Metropolitano Suroriente,500,Undirected,1917,,,1,SAN RAMON
Metropolitano Central,501,Undirected,1918,,,1,SANTIAGO
Metropolitano Central,502,Undirected,1919,,,1,SANTIAGO
Metropolitano Central,503,Undirected,1920,,,1,SANTIAGO
Metropolitano Central,504,Undirected,1921,,,1,SANTIAGO
Metropolitano Central,505,Undirected,1922,,,1,SANTIAGO
Metropolitano Central,506,Undirected,1923,,,1,SANTIAGO
Metropolitano Central,507,Undirected,1924,,,1,SANTIAGO
Metropolitano Central,508,Undirected,1925,,,1,SANTIAGO
Metropolitano Central,509,Undirected,1926,,,1,SANTIAGO
Metropolitano Central,510,Undirected,1927,,,1,SANTIAGO
Metropolitano Central,511,Undirected,1928,,,1,SANTIAGO
Metropolitano Central,512,Undirected,1929,,,1,SANTIAGO
Metropolitano Central,513,Undirected,1930,,,1,SANTIAGO
Metropolitano Central,514,Undirected,1931,,,1,SANTIAGO
Metropolitano Central,515,Undirected,1932,,,1,SANTIAGO
Metropolitano Central,516,Undirected,1933,,,1,SANTIAGO
Metropolitano Central,517,Undirected,1934,,,1,SANTIAGO
Metropolitano Central,518,Undirected,1935,,,1,SANTIAGO
Metropolitano Central,519,Undirected,1936,,,1,SANTIAGO
Metropolitano Central,520,Undirected,1937,,,1,SANTIAGO
Metropolitano Central,521,Undirected,1938,,,1,SANTIAGO
Metropolitano Central,522,Undirected,1939,,,1,SANTIAGO
Metropolitano Central,523,Undirected,1940,,,1,SANTIAGO
Metropolitano Central,524,Undirected,1941,,,1,SANTIAGO
Metropolitano Central,525,Undirected,1942,,,1,SANTIAGO
Metropolitano Central,526,Undirected,1943,,,1,SANTIAGO
Metropolitano Central,527,Undirected,1944,,,1,SANTIAGO
Metropolitano Central,528,Undirected,1945,,,1,SANTIAGO
Metropolitano Central,529,Undirected,1946,,,1,SANTIAGO
Metropolitano Central,530,Undirected,1947,,,1,SANTIAGO
Metropolitano Central,531,Undirected,1948,,,1,SANTIAGO
Metropolitano Central,532,Undirected,1949,,,1,SANTIAGO
Metropolitano Central,533,Undirected,1950,,,1,SANTIAGO
Metropolitano Central,534,Undirected,1951,,,1,SANTIAGO
Metropolitano Central,535,Undirected,1952,,,1,SANTIAGO
Metropolitano Central,536,Undirected,1953,,,1,SANTIAGO
Metropolitano Central,537,Undirected,1954,,,1,SANTIAGO
Metropolitano Central,538,Undirected,1955,,,1,SANTIAGO
Metropolitano Central,539,Undirected,1956,,,1,SANTIAGO
Metropolitano Central,540,Undirected,1957,,,1,SANTIAGO
Metropolitano Central,541,Undirected,1958,,,1,SANTIAGO
Metropolitano Occidente,542,Undirected,1959,,,1,TALAGANTE
Metropolitano Central,543,Undirected,1960,,,1,MAIPU
Metropolitano Occidente,544,Undirected,1961,,,1,TALAGANTE
Metropolitano Occidente,545,Undirected,1962,,,1,TALAGANTE
Metropolitano Occidente,546,Undirected,1963,,,1,TALAGANTE
Metropolitano Occidente,547,Undirected,1964,,,1,TALAGANTE
Metropolitano Occidente,548,Undirected,1965,,,1,TALAGANTE
Metropolitano Occidente,549,Undirected,1966,,,1,TALAGANTE
Metropolitano Norte,550,Undirected,1967,,,1,TILTIL
Metropolitano Oriente,551,Undirected,1968,,,1,VITACURA
Metropolitano Oriente,552,Undirected,1969,,,1,VITACURA
Metropolitano Oriente,553,Undirected,1970,,,1,VITACURA
Metropolitano Oriente,554,Undirected,1971,,,1,VITACURA
Metropolitano Oriente,555,Undirected,1972,,,1,VITACURA
Metropolitano Oriente,556,Undirected,1973,,,1,VITACURA
Metropolitano Oriente,557,Undirected,1974,,,1,VITACURA
Metropolitano Oriente,558,Undirected,1975,,,1,VITACURA
Metropolitano Oriente,559,Undirected,1976,,,1,VITACURA
Metropolitano Oriente,560,Undirected,1977,,,1,VITACURA
Metropolitano Oriente,561,Undirected,1978,,,1,VITACURA
Metropolitano Oriente,562,Undirected,1979,,,1,VITACURA
Metropolitano Oriente,563,Undirected,1980,,,1,VITACURA
Metropolitano Oriente,564,Undirected,1981,,,1,VITACURA
Metropolitano Oriente,565,Undirected,1982,,,1,VITACURA
Metropolitano Oriente,566,Undirected,1983,,,1,VITACURA
Metropolitano Oriente,567,Undirected,1984,,,1,VITACURA
Metropolitano Oriente,568,Undirected,1985,,,1,VITACURA
Metropolitano Oriente,569,Undirected,1986,,,1,PENALOLEN
Metropolitano Sur,570,Undirected,1987,,,1,SAN MIGUEL
Metropolitano Central,571,Undirected,1988,,,1,SANTIAGO
Metropolitano Norte,572,Undirected,1989,,,1,COLINA
Metropolitano Norte,573,Undirected,1990,,,1,QUILICURA
Metropolitano Suroriente,574,Undirected,1991,,,1,PUENTE ALTO
Metropolitano Sur,575,Undirected,1992,,,1,PAINE
Metropolitano Sur,576,Undirected,1993,,,1,SAN JOAQUIN
Metropolitano Suroriente,577,Undirected,1994,,,1,LA FLORIDA
Metropolitano Oriente,578,Undirected,1995,,,1,LAS CONDES
Metropolitano Oriente,579,Undirected,1996,,,1,PROVIDENCIA
Metropolitano Sur,580,Undirected,1997,,,1,SAN BERNARDO
Metropolitano Oriente,581,Undirected,1998,,,1,LAS CONDES
Metropolitano Sur,582,Undirected,1999,,,1,SAN JOAQUIN
Metropolitano Central,583,Undirected,2000,,,1,MAIPU
Metropolitano Norte,584,Undirected,2001,,,1,RECOLETA
Metropolitano Oriente,585,Undirected,2002,,,1,LO BARNECHEA
Metropolitano Occidente,586,Undirected,2003,,,1,PUDAHUEL
Metropolitano Oriente,587,Undirected,2004,,,1,VITACURA
Metropolitano Oriente,588,Undirected,2005,,,1,LA REINA
Metropolitano Sur,589,Undirected,2006,,,1,SAN BERNARDO
Metropolitano Oriente,590,Undirected,2007,,,1,LA REINA
Metropolitano Oriente,591,Undirected,2008,,,1,LA REINA
Metropolitano Oriente,592,Undirected,2009,,,1,LAS CONDES
Metropolitano Oriente,593,Undirected,2010,,,1,VITACURA
Metropolitano Suroriente,594,Undirected,2011,,,1,PUENTE ALTO
Metropolitano Oriente,595,Undirected,2012,,,1,VITACURA
Metropolitano Central,596,Undirected,2013,,,1,SANTIAGO
Metropolitano Norte,597,Undirected,2014,,,1,RECOLETA
Metropolitano Oriente,598,Undirected,2015,,,1,VITACURA
Metropolitano Oriente,599,Undirected,2016,,,1,PROVIDENCIA
Metropolitano Suroriente,600,Undirected,2017,,,1,LA PINTANA
Metropolitano Suroriente,601,Undirected,2018,,,1,LA FLORIDA
Metropolitano Oriente,602,Undirected,2019,,,1,NUNOA
Metropolitano Sur,603,Undirected,2020,,,1,SAN BERNARDO
Metropolitano Central,604,Undirected,2021,,,1,CERRILLOS
Metropolitano Occidente,605,Undirected,2022,,,1,MELIPILLA
Metropolitano Oriente,606,Undirected,2023,,,1,LA REINA
Metropolitano Central,607,Undirected,2024,,,1,SANTIAGO
Metropolitano Occidente,608,Undirected,2025,,,1,ISLA DE MAIPO
Metropolitano Oriente,609,Undirected,2026,,,1,PROVIDENCIA
Metropolitano Sur,610,Undirected,2027,,,1,SAN BERNARDO
Metropolitano Suroriente,611,Undirected,2028,,,1,PUENTE ALTO
Metropolitano Oriente,612,Undirected,2029,,,1,NUNOA
Metropolitano Norte,613,Undirected,2030,,,1,QUILICURA
Metropolitano Oriente,614,Undirected,2031,,,1,PROVIDENCIA
Metropolitano Oriente,615,Undirected,2032,,,1,LO BARNECHEA
Metropolitano Oriente,616,Undirected,2033,,,1,NUNOA
Metropolitano Oriente,617,Undirected,2034,,,1,NUNOA
Metropolitano Oriente,618,Undirected,2035,,,1,LA REINA
Metropolitano Oriente,619,Undirected,2036,,,1,LO BARNECHEA
Metropolitano Oriente,620,Undirected,2037,,,1,NUNOA
Metropolitano Norte,621,Undirected,2038,,,1,COLINA
Metropolitano Central,622,Undirected,2039,,,1,CERRILLOS
Metropolitano Norte,623,Undirected,2040,,,1,COLINA
Metropolitano Central,624,Undirected,2041,,,1,MAIPU
Metropolitano Oriente,625,Undirected,2042,,,1,NUNOA
Metropolitano Norte,626,Undirected,2043,,,1,HUECHURABA
Metropolitano Central,627,Undirected,2044,,,1,ESTACION CENTRAL
Metropolitano Oriente,628,Undirected,2045,,,1,NUNOA
Metropolitano Oriente,629,Undirected,2046,,,1,NUNOA
Metropolitano Sur,630,Undirected,2047,,,1,CALERA DE TANGO
Metropolitano Oriente,631,Undirected,2048,,,1,LAS CONDES
Metropolitano Sur,632,Undirected,2049,,,1,SAN BERNARDO
Metropolitano Sur,633,Undirected,2050,,,1,SAN BERNARDO
Metropolitano Norte,634,Undirected,2051,,,1,COLINA
Metropolitano Occidente,635,Undirected,2052,,,1,PADRE HURTADO
Metropolitano Suroriente,636,Undirected,2053,,,1,SAN RAMON
Metropolitano Central,637,Undirected,2054,,,1,SANTIAGO
Metropolitano Oriente,638,Undirected,2055,,,1,NUNOA
Metropolitano Central,639,Undirected,2056,,,1,SANTIAGO
Metropolitano Oriente,640,Undirected,2057,,,1,NUNOA
Metropolitano Norte,641,Undirected,2058,,,1,HUECHURABA
Metropolitano Suroriente,642,Undirected,2059,,,1,LA FLORIDA
Metropolitano Oriente,643,Undirected,2060,,,1,NUNOA
Metropolitano Suroriente,644,Undirected,2061,,,1,PUENTE ALTO
Metropolitano Central,645,Undirected,2062,,,1,SANTIAGO
Metropolitano Norte,646,Undirected,2063,,,1,QUILICURA
Metropolitano Norte,647,Undirected,2064,,,1,COLINA
Metropolitano Occidente,648,Undirected,2065,,,1,LO PRADO
Metropolitano Central,649,Undirected,2066,,,1,MAIPU
Metropolitano Oriente,650,Undirected,2067,,,1,PROVIDENCIA
Metropolitano Oriente,651,Undirected,2068,,,1,PROVIDENCIA
Metropolitano Central,652,Undirected,2069,,,1,SANTIAGO
Metropolitano Central,653,Undirected,2070,,,1,SANTIAGO
Metropolitano Occidente,654,Undirected,2071,,,1,PADRE HURTADO
Metropolitano Sur,655,Undirected,2072,,,1,EL BOSQUE
Metropolitano Norte,656,Undirected,2073,,,1,LAMPA
Metropolitano Norte,657,Undirected,2074,,,1,INDEPENDENCIA
Metropolitano Suroriente,658,Undirected,2075,,,1,LA GRANJA
Metropolitano Central,659,Undirected,2076,,,1,MAIPU
Metropolitano Sur,660,Undirected,2077,,,1,SAN MIGUEL
Metropolitano Oriente,661,Undirected,2078,,,1,PROVIDENCIA
Metropolitano Oriente,662,Undirected,2079,,,1,PENALOLEN
Metropolitano Suroriente,663,Undirected,2080,,,1,LA FLORIDA
Metropolitano Oriente,664,Undirected,2081,,,1,LAS CONDES
Metropolitano Norte,665,Undirected,2082,,,1,HUECHURABA
Metropolitano Sur,666,Undirected,2083,,,1,SAN MIGUEL
Metropolitano Suroriente,667,Undirected,2084,,,1,LA FLORIDA
Metropolitano Oriente,668,Undirected,2085,,,1,LAS CONDES
Metropolitano Oriente,669,Undirected,2086,,,1,PROVIDENCIA
Metropolitano Oriente,670,Undirected,2087,,,1,PENALOLEN
Metropolitano Oriente,671,Undirected,2088,,,1,PROVIDENCIA
Metropolitano Oriente,672,Undirected,2089,,,1,LAS CONDES
Metropolitano Sur,673,Undirected,2090,,,1,CALERA DE TANGO
Metropolitano Norte,674,Undirected,2091,,,1,QUILICURA
Metropolitano Central,675,Undirected,2092,,,1,MAIPU
Metropolitano Central,676,Undirected,2093,,,1,MAIPU
Metropolitano Central,677,Undirected,2094,,,1,MAIPU
Metropolitano Norte,678,Undirected,2095,,,1,COLINA
Metropolitano Suroriente,679,Undirected,2096,,,1,LA FLORIDA
Metropolitano Occidente,680,Undirected,2097,,,1,ISLA DE MAIPO
Metropolitano Occidente,681,Undirected,2098,,,1,LO PRADO
Metropolitano Suroriente,682,Undirected,2099,,,1,LA FLORIDA
Metropolitano Oriente,683,Undirected,2100,,,1,NUNOA
Metropolitano Central,684,Undirected,2101,,,1,SANTIAGO
Metropolitano Sur,685,Undirected,2102,,,1,BUIN
Metropolitano Occidente,686,Undirected,2103,,,1,RENCA
Metropolitano Oriente,687,Undirected,2104,,,1,PROVIDENCIA
Metropolitano Occidente,688,Undirected,2105,,,1,PENAFLOR
Metropolitano Central,689,Undirected,2106,,,1,CERRILLOS
Metropolitano Occidente,690,Undirected,2107,,,1,PADRE HURTADO
Metropolitano Occidente,691,Undirected,2108,,,1,PUDAHUEL
Metropolitano Occidente,692,Undirected,2109,,,1,PUDAHUEL
Metropolitano Central,693,Undirected,2110,,,1,SANTIAGO
Metropolitano Norte,694,Undirected,2111,,,1,COLINA
Metropolitano Norte,695,Undirected,2112,,,1,INDEPENDENCIA
Metropolitano Oriente,696,Undirected,2113,,,1,LAS CONDES
Metropolitano Norte,697,Undirected,2114,,,1,HUECHURABA
Metropolitano Oriente,698,Undirected,2115,,,1,MACUL
Metropolitano Occidente,699,Undirected,2116,,,1,TALAGANTE
Metropolitano Suroriente,700,Undirected,2117,,,1,LA FLORIDA
Metropolitano Central,701,Undirected,2118,,,1,MAIPU
Metropolitano Central,702,Undirected,2119,,,1,CERRILLOS
Metropolitano Occidente,703,Undirected,2120,,,1,PADRE HURTADO
Metropolitano Norte,704,Undirected,2121,,,1,CONCHALI
Metropolitano Norte,705,Undirected,2122,,,1,QUILICURA
Metropolitano Suroriente,706,Undirected,2123,,,1,PUENTE ALTO
Metropolitano Central,707,Undirected,2124,,,1,MAIPU
Metropolitano Suroriente,708,Undirected,2125,,,1,LA FLORIDA
Metropolitano Central,709,Undirected,2126,,,1,ESTACION CENTRAL
Metropolitano Occidente,710,Undirected,2127,,,1,PENAFLOR
Metropolitano Oriente,711,Undirected,2128,,,1,VITACURA
Metropolitano Central,712,Undirected,2129,,,1,SANTIAGO
Metropolitano Norte,713,Undirected,2130,,,1,COLINA
